cell	nGene	nUMI	orig.ident	percent.mito	batch	bigBatch	outer_id	inner_id	bigInner_id	res.0.6	cluster	S.Score	G2M.Score	Phase	tSNE_1	tSNE_2	ABratio	cleanReads	mpRatio	mitoRatio	ERCCratio	avgCor	doublet	filter	tissue	samplingPos	ident	ident_old
SY_C-B8_78	5788	37630	Epi	0.188242485449278	SY_C-B8	SY_C	10	6	5-8	8	Kidney	-0.119006691200744	-0.0534631295028898	G1	19.1894373763107	-21.914632358111	0.98140535358477	2542906	0.8919	0.188222476149983	0.041162022993252	1	FALSE	TRUE	Kidney	pelvis	Kidney	Epi-Ureter
SY_C-B8_84	5415	25490	Epi	0.0802699203578014	SY_C-B8	SY_C	11	4	1-4	6	Kidney	-0.100867958985067	-0.0856270979099194	G1	-13.0660357278657	-10.0253099412355	0.979246860838167	2667143	0.9126	0.0802636224549841	0.0498701892502965	1	FALSE	TRUE	Kidney	pelvis	Kidney	DT
SY_C-B8_85	5655	30899	Epi	0.116900770276393	SY_C-B8	SY_C	11	5	5-8	2	Kidney	-0.0532421238072976	-0.0865606192141055	G1	-1.08356318869366	-10.8206930391616	0.989344512283318	2661052	0.9074	0.116893203883495	0.0420274904916446	1	FALSE	TRUE	Kidney	pelvis	Kidney	PC-BCAT1
SY_C-B8_89	6417	49562	Epi	0.0581944388393398	SY_C-B8	SY_C	12	1	1-4	0	Kidney	-0.139746953949383	-0.0988422095015041	G1	0.49626711871826	13.8052371336166	0.992451578603111	4023230	0.9106	0.0581780037117728	0.038814363042561	1	FALSE	TRUE	Kidney	pelvis	Kidney	Podocyte-GPC3
SY_C-B8_90	6928	52158	Epi	0.0868806565424145	SY_C-B8	SY_C	12	2	1-4	3	Kidney	0.103881859475513	0.317125497785756	G2M	-13.7803331963605	5.29874530990364	0.988432988077796	4124764	0.8976	0.0868673312883436	0.0346002773937535	1	FALSE	TRUE	Kidney	pelvis	Kidney	Epi-Prol
SY_C-B8_92	6169	37969	Epi	0.101635975657947	SY_C-B8	SY_C	12	4	1-4	4	Kidney	-0.024054065457875	-0.111251752897739	G1	-23.5711722357173	0.119717010015705	0.987579457399574	3722980	0.9044	0.101603855573991	0.0315111224813904	1	FALSE	TRUE	Kidney	pelvis	Kidney	LoH
SY_C-B8_94	6067	39992	Epi	0.101928030208307	SY_C-B8	SY_C	12	6	5-8	4	Kidney	-0.166898309715406	-0.0418243682670052	G1	-26.0941800945757	-0.766272860177684	0.981251124501735	3891850	0.9035	0.101920384076815	0.0335279400980491	1	FALSE	TRUE	Kidney	pelvis	Kidney	LoH
SY_C-B8_96	6172	43295	Epi	0.10119418843693	SY_C-B8	SY_C	12	8	5-8	2	Kidney	-0.062999610462726	-0.11541204705972	G1	-0.263231633381011	-7.88963054821598	0.961286420945812	3988875	0.9014	0.101187176644494	0.0410741351445156	1	FALSE	TRUE	Kidney	pelvis	Kidney	PC-BCAT1
SY_C-B9_02	5049	26655	Epi	0.0261153427638738	SY_C-B9	SY_C	1	2	1-4	0	Kidney	-0.136461035827414	-0.0881644963643485	G1	9.14005423897714	23.5484844187604	0.98647046563008	1955586	0.894	0.0261094646809468	0.0442074772642815	1	FALSE	TRUE	Kidney	pelvis	Kidney	Podocyte-PLA2R1
SY_C-B9_07	6095	50875	Epi	0.189550449157706	SY_C-B9	SY_C	1	7	5-8	8	Kidney	-0.0624510251015737	-0.0435646637133018	G1	22.4416990445704	-27.1823706498126	0.985791699038822	3139377	0.8998	0.189539271955342	0.0298486623782648	1	FALSE	TRUE	Kidney	pelvis	Kidney	Epi-Ureter
SY_C-B9_24	6350	28500	Epi	0.094140350877193	SY_C-B9	SY_C	3	8	5-8	6	Kidney	-0.17059528705012	-0.083443922019413	G1	-12.8608743136143	-9.69470431729467	0.986234114385409	2447565	0.9005	0.0941172343634897	0.0470403916630167	1	FALSE	TRUE	Kidney	pelvis	Kidney	DT
SY_C-B9_29	5116	21047	Epi	0.0886154138553644	SY_C-B9	SY_C	4	5	5-8	2	Kidney	-0.125426143741278	-0.0789308348829522	G1	1.07407094856533	-12.337102409599	0.986950647166758	2375895	0.915	0.0886069935385785	0.0744197605535916	1	FALSE	TRUE	Kidney	pelvis	Kidney	PC-BCAT1
SY_C-B9_32	7035	67503	Epi	0.15849665940773	SY_C-B9	SY_C	4	8	5-8	8	Kidney	-0.100895182354713	-0.107184119603539	G1	23.8432079518851	-27.2372270634248	0.991957049254506	4975007	0.9015	0.15848961573786	0.0275529472235626	1	FALSE	TRUE	Kidney	pelvis	Kidney	Epi-Ureter
SY_C-B9_36	5101	22241	Epi	0.102473021582734	SY_C-B9	SY_C	5	4	1-4	6	Kidney	0.0698764559636795	-0.0599207775361485	S	-12.208549359661	-10.3821712862125	0.955841007710609	1746955	0.9107	0.102463807211582	0.0393096556443836	1	FALSE	TRUE	Kidney	pelvis	Kidney	DT
SY_C-B9_40	5833	34715	Epi	0.17926484991646	SY_C-B9	SY_C	5	8	5-8	8	Kidney	-0.0840810666111528	-0.0460148579553641	G1	20.2432079820246	-24.1064233494709	0.988613153918428	2256034	0.9057	0.179259686014691	0.0489945062225439	1	FALSE	TRUE	Kidney	pelvis	Kidney	Epi-Ureter
SY_C-B9_42	5139	35290	Epi	0.16762072092496	SY_C-B9	SY_C	6	2	1-4	8	Kidney	-0.135901958826635	-0.0322647279325234	G1	20.448758999503	-23.5604589030529	0.971816629580936	2408279	0.8955	0.167592225307418	0.0493521314145298	1	FALSE	TRUE	Kidney	pelvis	Kidney	Epi-Ureter
SY_C-B9_45	5089	22569	Epi	0.146262572555275	SY_C-B9	SY_C	6	5	5-8	3	Kidney	-0.113404428960078	-0.116762135151316	G1	-19.6818776776082	13.3119229990539	0.985556289399739	1823192	0.9179	0.146249612334411	0.0567837774430989	1	FALSE	TRUE	Kidney	pelvis	Kidney	PT
SY_C-B9_46	4581	19406	Epi	0.120117489436257	SY_C-B9	SY_C	6	6	5-8	8	Kidney	-0.0953463559753246	-0.125501218139659	G1	19.8258891628335	-18.9884769595476	0.974814660768362	1439554	0.8793	0.120117489436257	0.0541868302552998	1	FALSE	TRUE	Kidney	pelvis	Kidney	Epi-Ureter
SY_C-B9_48	4615	18587	Epi	0.0314198095443052	SY_C-B9	SY_C	6	8	5-8	0	Kidney	-0.148958326640237	-0.0956643410296834	G1	10.7110075172677	14.9090971210863	0.978541392781554	1628393	0.9174	0.0314181192166989	0.0659196131578257	1	FALSE	TRUE	Kidney	pelvis	Kidney	Podocyte-PLA2R1
SY_C-B9_49	6813	42772	Epi	0.101215805471125	SY_C-B9	SY_C	7	1	1-4	3	Kidney	0.369497835252471	0.0096884034375056	S	-14.3475308998048	7.11703054625557	0.988260674792369	3505186	0.9078	0.101206340300182	0.0346701268282992	1	FALSE	TRUE	Kidney	pelvis	Kidney	Epi-Prol
SY_C-B9_58	5079	28989	Epi	0.181771138786353	SY_C-B9	SY_C	8	2	1-4	8	Kidney	-0.0370190872043421	-0.0567387866673587	G1	20.762412974942	-24.9508059476861	0.991902019721738	2372361	0.9047	0.1817523283891	0.0579357391455858	1	FALSE	TRUE	Kidney	pelvis	Kidney	Epi-Ureter
SY_C-B9_60	3753	12171	Epi	0.0675375893517377	SY_C-B9	SY_C	8	4	1-4	0	Kidney	-0.0393193827652538	-0.106406781993814	G1	3.45635947083634	21.5335940660375	0.982961605933606	1337115	0.8998	0.0675320407492606	0.0837024043313422	1	FALSE	TRUE	Kidney	pelvis	Kidney	Podocyte-PLA2R1
SY_C-B9_64	6192	42811	Epi	0.132559388942094	SY_C-B9	SY_C	8	8	5-8	8	Kidney	0.00342899744624728	-0.0783768458122408	S	27.2433556915423	-25.1903335136569	0.990001290696174	3150246	0.9077	0.132559388942094	0.0445956721009948	1	FALSE	TRUE	Kidney	pelvis	Kidney	Epi-Ureter
SY_C-B9_67	5443	32879	Epi	0.112837981690441	SY_C-B9	SY_C	9	3	1-4	4	Kidney	-0.0734972969510319	0.0302232365574694	G2M	-31.5476544155946	0.530981734916364	0.993446632619552	1928624	0.8923	0.112834549878345	0.0482332502852102	1	FALSE	TRUE	Kidney	pelvis	Kidney	LoH-Prog
SY_C-B9_74	5776	42943	Epi	0.175492524800894	SY_C-B9	SY_C	10	2	1-4	8	Kidney	-0.0623950994329758	-0.0457013661522347	G1	20.7290711038392	-25.4201403864491	0.990416502139654	2744070	0.8921	0.175480265455816	0.0458486612891691	1	FALSE	TRUE	Kidney	pelvis	Kidney	Epi-Ureter
SY_C-B9_81	4953	28835	Epi	0.124501473903243	SY_C-B9	SY_C	11	1	1-4	2	Kidney	-0.0614315545708569	-0.0547528795349335	G1	6.60543527967537	-24.3100051085524	0.981808153722392	2021586	0.8926	0.124497156332362	0.0556754455966237	1	FALSE	TRUE	Kidney	pelvis	Kidney	PC-CLU
SY_C-B9_82	6128	33711	Epi	0.0640538776478965	SY_C-B9	SY_C	11	2	1-4	3	Kidney	-0.145032790799302	-0.0617773133080382	G1	-10.0310474439704	11.8530367206362	0.989067418462899	2693026	0.8833	0.0640405778186456	0.0288243219423487	1	FALSE	TRUE	Kidney	pelvis	Kidney	Podocyte-GPC3
SY_C-B9_87	6264	36202	Epi	0.070939226519337	SY_C-B9	SY_C	11	7	5-8	3	Kidney	-0.135557500585818	-0.133850294480811	G1	-8.41212107105968	11.8313275357958	0.963963874847912	3136856	0.9054	0.0709294296367905	0.0409292671825216	1	FALSE	TRUE	Kidney	pelvis	Kidney	Podocyte-GPC3
SY_C-B9_88	6348	51537	Epi	0.185291549432425	SY_C-B9	SY_C	11	8	5-8	8	Kidney	-0.0947878540052843	-0.0962829016158057	G1	23.347176905689	-27.4534933297105	0.97949720275557	3136597	0.8993	0.185280763708332	0.0289334193679723	1	FALSE	TRUE	Kidney	pelvis	Kidney	Epi-Ureter
SY_C-B9_89	6051	38701	Epi	0.0614744567043076	SY_C-B9	SY_C	12	1	1-4	3	Kidney	-0.150533131052069	-0.150535450444251	G1	-14.1134654920122	12.5901325849481	0.993004183865236	3582303	0.9139	0.0614681032478102	0.0333077868088651	1	FALSE	TRUE	Kidney	pelvis	Kidney	Podocyte-GPC3
SY_C-B10_03	5517	27342	Epi	0.00757215495482313	SY_C-B10	SY_C	1	3	1-4	0	Kidney	-0.149097190760544	-0.0962774686062791	G1	-5.8492933341282	16.3632335290983	0.98680538719844	2116712	0.9043	0.00756993965990126	0.0317511275243051	1	FALSE	TRUE	Kidney	pelvis	Kidney	Podocyte-GPC3
SY_C-B10_04	6037	33386	Epi	0.0850432855045982	SY_C-B10	SY_C	1	4	1-4	6	Kidney	-0.107454627334782	-0.102469960543256	G1	-16.1425359643197	-9.95944474171772	0.948030883392024	1898641	0.8766	0.0850280032345982	0.0296872250953416	1	FALSE	TRUE	Kidney	pelvis	Kidney	DT
SY_C-B10_06	6884	54769	Epi	0.0728527607361963	SY_C-B10	SY_C	1	6	5-8	4	Kidney	-0.161459964868294	-0.0703418208669292	G1	-27.2068850996954	-0.156330301997483	0.99061755208013	3667194	0.9206	0.0728501004199379	0.0248055963331336	1	FALSE	TRUE	Kidney	pelvis	Kidney	LoH
SY_C-B10_07	5565	50761	Epi	0.117297084318361	SY_C-B10	SY_C	1	7	5-8	8	Kidney	-0.08819701917655	-0.0651150042582845	G1	24.4531246614446	-23.5880608646219	0.985329928381197	2911545	0.898	0.117292462865923	0.0430570745922092	1	FALSE	TRUE	Kidney	pelvis	Kidney	Epi-Ureter
SY_C-B10_09	3373	11333	Epi	0.0781787699638225	SY_C-B10	SY_C	2	1	1-4	0	Kidney	-0.118767315973334	-0.0937242161251932	G1	8.12549464989792	20.7647559285611	0.975927444429407	1225451	0.8863	0.0781718722428092	0.11522981099048	1	FALSE	TRUE	Kidney	pelvis	Kidney	Podocyte-PLA2R1
SY_C-B10_12	3385	13435	Epi	0.131149981391887	SY_C-B10	SY_C	2	4	1-4	8	Kidney	-0.0446082282428006	-0.075544974031202	G1	20.6534614937754	-19.4269258907022	0.958896138024149	932353	0.8908	0.131149981391887	0.108726882512872	1	FALSE	TRUE	Kidney	pelvis	Kidney	Epi-Ureter
SY_C-B10_19	7345	58716	Epi	0.0476206696869571	SY_C-B10	SY_C	3	3	1-4	3	Kidney	-0.14444583107307	-0.091606301980422	G1	-13.9110883099313	12.58444525834	0.991202892079993	4397534	0.9073	0.0476166147243652	0.0232361020667874	1	FALSE	TRUE	Kidney	pelvis	Kidney	Podocyte-GPC3
SY_C-B10_20	5494	25487	Epi	0.0779281930547381	SY_C-B10	SY_C	3	4	1-4	3	Kidney	-0.155281688783707	-0.107524635387266	G1	-8.16957640389828	13.5155950051514	0.946217888465558	2192407	0.9104	0.0779159637490682	0.0302547580847915	1	FALSE	TRUE	Kidney	pelvis	Kidney	Podocyte-GPC3
SY_C-B10_26	4568	20709	Epi	0.0395575734157651	SY_C-B10	SY_C	4	2	1-4	0	Kidney	-0.102433307312303	-0.0784944804770513	G1	9.27742254267925	17.2527316566079	0.982264136441382	2051638	0.9007	0.0395403852652923	0.0619184599399291	1	FALSE	TRUE	Kidney	pelvis	Kidney	Podocyte-PLA2R1
SY_C-B10_29	6989	61403	Epi	0.168965685715682	SY_C-B10	SY_C	4	5	5-8	8	Kidney	-0.101199369451867	-0.0556185263817384	G1	23.1153326107233	-26.8565725377707	0.990011664127001	4812275	0.9064	0.16896018239557	0.0367181765173653	1	FALSE	TRUE	Kidney	pelvis	Kidney	Epi-Ureter
SY_C-B10_39	6097	30463	Epi	0.0703194248383179	SY_C-B10	SY_C	5	7	5-8	3	Kidney	-0.0836874986556332	-0.0723427334544491	G1	-12.7221502909882	11.58229474678	0.985943032471189	2559689	0.9046	0.0703101920236337	0.0351809469856649	1	FALSE	TRUE	Kidney	pelvis	Kidney	Podocyte-GPC3
SY_C-B10_41	5392	30919	Epi	0.154154672186823	SY_C-B10	SY_C	6	1	1-4	6	Kidney	-0.0796231929711542	-0.072181595553355	G1	-16.9246133507802	-12.4375226053538	0.986693573909535	2209071	0.896	0.154144700669491	0.0472023432766875	1	FALSE	TRUE	Kidney	pelvis	Kidney	DT
SY_C-B10_45	5575	26583	Epi	0.0820103829659168	SY_C-B10	SY_C	6	5	5-8	3	Kidney	-0.173973031164512	-0.0839128620145366	G1	-12.248627061193	9.35705793386361	0.986420011007195	2375434	0.9187	0.0820072978971523	0.0455896360393843	1	FALSE	TRUE	Kidney	pelvis	Kidney	Podocyte-GPC3
SY_C-B10_49	6612	40602	Epi	0.0957166432670755	SY_C-B10	SY_C	7	1	1-4	3	Kidney	-0.0821250408862827	0.200458588078416	G2M	-19.4907115050042	2.19748836902794	0.987053067320837	3396724	0.9014	0.095704856664368	0.0376932628408515	1	FALSE	TRUE	Kidney	pelvis	Kidney	Epi-Prol
SY_C-B10_51	6487	55620	Epi	0.124739302409205	SY_C-B10	SY_C	7	3	1-4	8	Kidney	-0.0724561674932334	-0.0801616172527107	G1	24.5410365641508	-23.8467169831546	0.992663299685499	4002497	0.9029	0.124739302409205	0.0351927948701979	1	FALSE	TRUE	Kidney	pelvis	Kidney	Epi-Ureter
SY_C-B10_55	4064	13360	Epi	0.0253012950071113	SY_C-B10	SY_C	7	7	5-8	0	Kidney	-0.0228180607248689	-0.119072043822091	G1	8.9655788111334	19.1625278704032	0.970372532728538	1206033	0.9116	0.0252994011976048	0.0841182723347148	1	FALSE	TRUE	Kidney	pelvis	Kidney	Podocyte-PLA2R1
SY_C-B10_59	6267	45595	Epi	0.153660569373163	SY_C-B10	SY_C	8	3	1-4	8	Kidney	-0.078205595945608	-0.0881338548383929	G1	24.1540744087191	-25.8648689140811	0.990337204374209	3444942	0.9025	0.153650459460052	0.0328324273178546	1	FALSE	TRUE	Kidney	pelvis	Kidney	Epi-Ureter
SY_C-B10_65	3402	13440	Epi	0.0389165860555101	SY_C-B10	SY_C	9	1	1-4	0	Kidney	-0.125476615597624	-0.114539846376812	G1	2.98261612032289	18.589140751423	0.973595433294126	1349668	0.8897	0.0389079006100283	0.0837635989716345	1	FALSE	TRUE	Kidney	pelvis	Kidney	Podocyte-PLA2R1
SY_C-B10_66	4750	20605	Epi	0.154361438765108	SY_C-B10	SY_C	9	2	1-4	3	Kidney	0.711158867389388	0.976328785104101	G2M	-12.4974697927805	3.00744839214026	0.983507493693023	1607235	0.8921	0.15430900621118	0.0718495684251116	1	FALSE	TRUE	Kidney	pelvis	Kidney	Epi-Prol
SY_C-B10_73	5596	42978	Epi	0.18612714072971	SY_C-B10	SY_C	10	1	1-4	8	Kidney	-0.0743404000144169	0.026279232581808	G2M	20.0086359517453	-24.9058312386084	0.985830122538529	3189621	0.8922	0.18610548847165	0.0446353967124587	1	FALSE	TRUE	Kidney	pelvis	Kidney	Epi-Ureter
SY_C-B10_76	5356	31820	Epi	0.180363933498853	SY_C-B10	SY_C	10	4	1-4	8	Kidney	-0.00158853677233908	-0.0410181840114275	G1	20.9951769490316	-25.6514930741794	0.986567760547189	2332968	0.9005	0.180358265241986	0.054352340157201	1	FALSE	TRUE	Kidney	pelvis	Kidney	Epi-Ureter
SY_C-B10_78	6596	57251	Epi	0.113779671970795	SY_C-B10	SY_C	10	6	5-8	8	Kidney	-0.124214642293536	-0.0842155945494663	G1	27.5617553633436	-25.6278028332847	0.985359164977642	3648568	0.9057	0.113777684622371	0.0253980701781101	1	FALSE	TRUE	Kidney	pelvis	Kidney	Epi-Ureter
SY_C-B10_79	7788	67881	Epi	0.100399239823804	SY_C-B10	SY_C	10	7	5-8	6	Kidney	-0.140676388803362	-0.0769927445062282	G1	-15.5264070695632	-6.39094230598692	0.984236408875273	5242699	0.9049	0.100396281728319	0.0232746404059615	1	FALSE	TRUE	Kidney	pelvis	Kidney	DT
SY_C-B10_87	6767	57163	Epi	0.182677000052483	SY_C-B10	SY_C	11	7	5-8	8	Kidney	-0.0152347268150898	0.975945253975557	G2M	19.1138303996852	-25.9748273698372	0.96727446655661	4031442	0.8935	0.182667413057169	0.0315532940253585	1	FALSE	TRUE	Kidney	pelvis	Kidney	Epi-Ureter
SY_C-B10_90	5671	50940	Epi	0.175428952844635	SY_C-B10	SY_C	12	2	1-4	8	Kidney	-0.0489678068549471	-0.0259575453020642	G1	22.5305888608938	-26.6462994134035	0.988905743050423	3563134	0.8906	0.175422065174715	0.0462151645229954	1	FALSE	TRUE	Kidney	pelvis	Kidney	Epi-Ureter
SY_C-B10_91	5603	27173	Epi	0.0822260664728183	SY_C-B10	SY_C	12	3	1-4	3	Kidney	0.570687456897307	0.0227951408006065	S	-11.2751324193655	6.05511513648151	0.95284130515242	2449918	0.9098	0.0822079116835327	0.034258836225116	1	FALSE	TRUE	Kidney	pelvis	Kidney	Podocyte-GPC3
SY_C-B10_92	6381	62618	Epi	0.0745815765938418	SY_C-B10	SY_C	12	4	1-4	8	Kidney	-0.0445929213957215	-0.0704078224624365	G1	26.0001253872665	-23.1470533491151	0.983433570106111	3570308	0.9027	0.0745791944808202	0.0385573264975652	1	FALSE	TRUE	Kidney	pelvis	Kidney	Epi-Ureter
SY_C-B10_94	3543	11830	Epi	0.0412545439174909	SY_C-B10	SY_C	12	6	5-8	0	Kidney	-0.115615900696398	-0.0727632018634591	G1	8.28268759650597	22.969899413938	0.952282744351706	1280233	0.8838	0.0412475699433691	0.0907439314876354	1	FALSE	TRUE	Kidney	pelvis	Kidney	Podocyte-PLA2R1
SY_C-B10_95	5291	37054	Epi	0.148620931613321	SY_C-B10	SY_C	12	7	5-8	8	Kidney	-0.0897238858455106	-0.0677483000452433	G1	22.8163816367078	-24.3711675611181	0.990250648811607	2754346	0.8786	0.148620931613321	0.0505713282937133	1	FALSE	TRUE	Kidney	pelvis	Kidney	Epi-Ureter
SY_C-B11_01	5573	21222	Epi	0.127911362564828	SY_C-B11	SY_C	1	1	1-4	4	Kidney	-0.119357887047216	-0.075664348963758	G1	-24.076874566471	0.292268715536657	0.977111104892148	1483046	0.8836	0.127808922598577	0.0142178448831781	1	FALSE	TRUE	Kidney	pelvis	Kidney	LoH
SY_C-B11_03	6254	39826	Epi	0.0959568056253139	SY_C-B11	SY_C	1	3	1-4	3	Kidney	-0.0752616881772666	-0.0551899495194862	G1	-21.8518061955763	8.93334540339496	0.9876534428737	3295486	0.9167	0.0959303055409104	0.0319413704115275	1	FALSE	TRUE	Kidney	pelvis	Kidney	PT
SY_C-B11_04	5861	31250	Epi	0.103886541170444	SY_C-B11	SY_C	1	4	1-4	3	Kidney	-0.0455428650470961	-0.102175253424132	G1	-11.9004133368916	14.8256566276672	0.964825370355728	3069806	0.9014	0.103823388257879	0.0292306230542944	1	FALSE	TRUE	Kidney	pelvis	Kidney	Podocyte-GPC3
SY_C-B11_05	8119	60283	Epi	0.112419948900023	SY_C-B11	SY_C	1	5	5-8	3	Kidney	0.0641432170836466	0.0955172338361416	G2M	-13.5854750297067	7.31631427270082	0.988806244709989	5317630	0.9146	0.112395707200557	0.027719664153392	1	FALSE	TRUE	Kidney	pelvis	Kidney	Epi-Prol
SY_C-B11_07	5580	29684	Epi	0.0732405754135364	SY_C-B11	SY_C	1	7	5-8	8	Kidney	-0.067442681445713	-0.0459798390940675	G1	27.1412523115042	-21.0358527817856	0.987082313650579	3425979	0.9226	0.0732356408960755	0.0491770354210213	1	FALSE	TRUE	Kidney	pelvis	Kidney	Epi-Ureter
SY_C-B11_11	4112	18994	Epi	0.0270626020112673	SY_C-B11	SY_C	2	3	1-4	0	Kidney	-0.1338140238586	-0.114886628191775	G1	11.8336112382613	12.1782921719921	0.982106556190959	1704540	0.9106	0.0270597525664649	0.0585057875357178	1	FALSE	TRUE	Kidney	pelvis	Kidney	Podocyte-PLA2R1
SY_C-B11_13	6816	52741	Epi	0.153789272103297	SY_C-B11	SY_C	2	5	5-8	8	Kidney	0.0188165292751959	-0.0504258946567194	S	23.8640069094823	-26.216510221151	0.991074127133986	4644241	0.9213	0.153789272103297	0.0397326668462493	1	FALSE	TRUE	Kidney	pelvis	Kidney	Epi-Ureter
SY_C-B11_15	4659	19461	Epi	0.176207605344296	SY_C-B11	SY_C	2	7	5-8	2	Kidney	-0.100131385914912	-0.0680877187952191	G1	-1.17028887267314	-20.5861628170328	0.977383037385487	2569577	0.6963	0.17619855094805	0.0821220828938993	1	FALSE	TRUE	Kidney	pelvis	Kidney	PC-CLU
SY_C-B11_18	5935	27957	Epi	0.0953351935322315	SY_C-B11	SY_C	3	2	1-4	3	Kidney	0.138909382637146	-0.0478510625623869	S	-16.3743762595088	6.86805700973194	0.987761690650006	3086860	0.91	0.0953181444257663	0.0403059574217831	1	FALSE	TRUE	Kidney	pelvis	Kidney	Epi-Prol
SY_C-B11_19	6715	56037	Epi	0.118031265614962	SY_C-B11	SY_C	3	3	1-4	8	Kidney	0.53526649284578	0.073306745342464	S	23.5465415446644	-18.4190522276411	0.990084945073483	4385996	0.9126	0.118024946911972	0.0307494959637672	1	FALSE	TRUE	Kidney	pelvis	Kidney	Epi-Ureter
SY_C-B11_20	6306	28500	Epi	0.11649940346691	SY_C-B11	SY_C	3	4	1-4	2	Kidney	-0.0543212652105857	-0.0403444237558777	G1	1.56688456516765	-13.8257365637191	0.947827379308011	2463284	0.9175	0.116483053820785	0.0383043235941037	1	FALSE	TRUE	Kidney	pelvis	Kidney	PC-BCAT1
SY_C-B11_23	2758	7840	Epi	0.0866513527309852	SY_C-B11	SY_C	3	7	5-8	0	Kidney	-0.0812113860109166	-0.104214509321598	G1	8.46298532771987	22.7541815826826	0.962055175697271	937406	0.8232	0.0865740150452633	0.080736235638131	1	FALSE	TRUE	Kidney	pelvis	Kidney	Podocyte-PLA2R1
SY_C-B11_27	5941	56817	Epi	0.156960064769347	SY_C-B11	SY_C	4	3	1-4	8	Kidney	-0.0822287793467429	-0.0737711302877605	G1	24.7035930641904	-27.3025501035126	0.989919107156205	3373853	0.9081	0.156960064769347	0.0481200379590553	1	FALSE	TRUE	Kidney	pelvis	Kidney	Epi-Ureter
SY_C-B11_29	6028	35355	Epi	0.194710790552963	SY_C-B11	SY_C	4	5	5-8	8	Kidney	0.119844163545332	-0.0797482012070086	S	18.8887779011769	-21.0255884983679	0.988565837813015	3898469	0.9145	0.1947052834031	0.0533910714109392	1	FALSE	TRUE	Kidney	pelvis	Kidney	Epi-Ureter
SY_C-B11_32	5523	29364	Epi	0.130640602118312	SY_C-B11	SY_C	4	8	5-8	3	Kidney	0.0118594134929354	-0.079556994882251	S	-12.899643349931	8.35491153826213	0.992506469631308	4011680	0.9137	0.130631704410012	0.038901336181377	1	FALSE	TRUE	Kidney	pelvis	Kidney	Podocyte-GPC3
SY_C-B11_35	5833	29881	Epi	0.13901810515043	SY_C-B11	SY_C	5	3	1-4	4	Kidney	-0.114979752848856	-0.0620351410947573	G1	-27.4246887350585	-3.54111677235145	0.979374602956135	2730959	0.9143	0.13900880099053	0.0383607163852971	1	FALSE	TRUE	Kidney	pelvis	Kidney	LoH
SY_C-B11_36	5257	22873	Epi	0.0929561453368895	SY_C-B11	SY_C	5	4	1-4	4	Kidney	-0.118306255225854	-0.0804304551309183	G1	-29.8750006386576	3.55183970088487	0.960154962053649	2333534	0.9183	0.0929358279419479	0.0316577490699441	1	FALSE	TRUE	Kidney	pelvis	Kidney	LoH-Prog
SY_C-B11_39	5315	25063	Epi	0.163640716651371	SY_C-B11	SY_C	5	7	5-8	8	Kidney	0.00367325861319556	-0.0597290858196583	S	20.483674162125	-21.2223960887966	0.986203317637953	2525841	0.918	0.163621129907437	0.0547330896917183	1	FALSE	TRUE	Kidney	pelvis	Kidney	Epi-Ureter
SY_C-B11_42	6636	44583	Epi	0.115099037663474	SY_C-B11	SY_C	6	2	1-4	6	Kidney	-0.102629378239881	-0.0375058640708717	G1	-15.6054920484162	-5.22145195451286	0.982138784961547	4488349	0.9153	0.115083548278569	0.0324310916347838	1	FALSE	TRUE	Kidney	pelvis	Kidney	DT
SY_C-B11_45	5950	33082	Epi	0.146424037240796	SY_C-B11	SY_C	6	5	5-8	8	Kidney	-0.0840978157649166	-0.0632217598551659	G1	20.3844507262611	-17.7295371395432	0.988485136795807	3190772	0.9256	0.146419611280718	0.0509940593726748	1	FALSE	TRUE	Kidney	pelvis	Kidney	Epi-Ureter
SY_C-B11_49	6503	52661	Epi	0.077990884922142	SY_C-B11	SY_C	7	1	1-4	3	Kidney	0.011673943251429	1.04428665198932	G2M	-13.7697054380538	4.29445441101457	0.986216692379627	4358840	0.9151	0.0779879229805173	0.0394778375169323	1	FALSE	TRUE	Kidney	pelvis	Kidney	Epi-Prol
SY_C-B11_53	7192	39112	Epi	0.106261665516095	SY_C-B11	SY_C	7	5	5-8	4	Kidney	-0.0693876846233681	-0.123454469343744	G1	-26.6588321599924	-3.69779127163778	0.990505718773243	4423789	0.9187	0.106245366464708	0.0374195372050035	1	FALSE	TRUE	Kidney	pelvis	Kidney	LoH
SY_C-B11_54	4344	18235	Epi	0.0431039210309844	SY_C-B11	SY_C	7	6	5-8	0	Kidney	-0.0738861291205049	-0.0498864626200919	G1	8.07480544266507	12.7874197297628	0.978489936214322	1780091	0.9097	0.0430968307928501	0.0701807219347317	1	FALSE	TRUE	Kidney	pelvis	Kidney	Podocyte-PLA2R1
SY_C-B11_55	6043	29413	Epi	0.0866342524905648	SY_C-B11	SY_C	7	7	5-8	4	Kidney	-0.143972476110239	-0.126560253821166	G1	-29.9933977519141	3.44604475103283	0.985150796302593	3354946	0.9255	0.0866224715281319	0.0434171446179869	1	FALSE	TRUE	Kidney	pelvis	Kidney	LoH-Prog
SY_C-B11_57	4872	23452	Epi	0.0344136460554371	SY_C-B11	SY_C	8	1	1-4	0	Kidney	-0.18864393939433	-0.0828758479035549	G1	10.83764160592	11.8116542491516	0.982452275103092	2803673	0.9198	0.0344107112399795	0.0656564025329973	1	FALSE	TRUE	Kidney	pelvis	Kidney	Podocyte-PLA2R1
