myAUC	avg_diff	power	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
0.336	-0.451827522359916	0.328	-0.451827522359916	0.08	0.391	NA	Lung	GCNT1
0.336	-0.644786207616023	0.328	-0.644786207616023	0.028	0.351	NA	Lung	HS3ST3B1
0.337	-0.320420355369724	0.326	-0.320420355369724	0.736	0.845	NA	Lung	CPD
0.337	-0.334768992796053	0.326	-0.334768992796053	0.536	0.706	NA	Lung	CHPT1
0.337	-0.375902536899516	0.326	-0.375902536899516	0.5	0.734	NA	Lung	FOXO1
0.337	-0.481913466762186	0.326	-0.481913466762186	0.088	0.394	NA	Lung	CDH2
0.337	-1.00729908425535	0.326	-1.00729908425535	0.492	0.584	NA	Lung	AIF1L
0.337	-1.03193466674834	0.326	-1.03193466674834	0.012	0.335	NA	Lung	AIF1
0.662	0.283177417555562	0.324	0.283177417555562	0.996	0.972	NA	Lung	LRRFIP1
0.662	0.250310167436196	0.324	0.250310167436196	0.924	0.81	NA	Lung	SNHG6
0.338	-0.413950569149994	0.324	-0.413950569149994	0.012	0.335	NA	Lung	TSPAN2
0.338	-0.487429923756147	0.324	-0.487429923756147	0.54	0.717	NA	Lung	NLK
0.338	-0.566467785337782	0.324	-0.566467785337782	0.676	0.805	NA	Lung	LUZP1
0.339	-0.429731391276	0.322	-0.429731391276	0.8	0.85	NA	Lung	PSIP1
0.339	-0.553715421280556	0.322	-0.553715421280556	0.916	0.902	NA	Lung	NOP56
0.339	-1.8689300239726	0.322	-1.8689300239726	0.36	0.573	NA	Lung	SYNPO
0.66	0.262521021495549	0.32	0.262521021495549	0.744	0.495	NA	Lung	GDF11
0.66	0.252089202051139	0.32	0.252089202051139	0.868	0.645	NA	Lung	AKAP1
0.66	0.250286463555901	0.32	0.250286463555901	0.804	0.6	NA	Lung	ATF7
0.34	-0.26918461781266	0.32	-0.26918461781266	0.268	0.551	NA	Lung	ARHGAP18
0.659	0.589274789094355	0.318	0.589274789094355	0.512	0.24	NA	Lung	MIR222HG
0.341	-0.3642693139525	0.318	-0.3642693139525	0.056	0.362	NA	Lung	TMPRSS4
0.341	-0.878893609086895	0.318	-0.878893609086895	0.112	0.408	NA	Lung	CA12
0.658	0.428070957503074	0.316	0.428070957503074	0.84	0.622	NA	Lung	CKS2
0.658	0.355045719878644	0.316	0.355045719878644	0.844	0.645	NA	Lung	LRRC37A4P
0.658	0.290999510084317	0.316	0.290999510084317	0.452	0.14	NA	Lung	TPPP3
0.342	-0.303992040353662	0.316	-0.303992040353662	0.792	0.855	NA	Lung	JUP
0.342	-0.379795850133342	0.316	-0.379795850133342	0.964	0.953	NA	Lung	CAP1
0.342	-0.455600900035347	0.316	-0.455600900035347	0.124	0.41	NA	Lung	C1orf115
0.342	-0.476508899608663	0.316	-0.476508899608663	0.152	0.443	NA	Lung	MYC
0.657	0.26562304414092	0.314	0.26562304414092	0.672	0.406	NA	Lung	MORC4
0.343	-0.330150553375294	0.314	-0.330150553375294	0.876	0.887	NA	Lung	MAP1LC3B
0.343	-0.407005499690893	0.314	-0.407005499690893	0.34	0.547	NA	Lung	SLC1A5
0.344	-0.353226941459704	0.312	-0.353226941459704	0.996	0.978	NA	Lung	ATF4
0.655	0.257304660757221	0.31	0.257304660757221	0.948	0.812	NA	Lung	RHOBTB3
0.345	-0.292264990795686	0.31	-0.292264990795686	0.46	0.683	NA	Lung	SEPT8
0.345	-0.293609574268087	0.31	-0.293609574268087	0.072	0.371	NA	Lung	WIPF3
0.345	-0.411088635610046	0.31	-0.411088635610046	0.576	0.725	NA	Lung	SCRN1
0.345	-0.421362553998391	0.31	-0.421362553998391	0.364	0.57	NA	Lung	GSTM4
0.346	-0.300579757737908	0.308	-0.300579757737908	0.732	0.801	NA	Lung	ADIPOR2
0.346	-0.4836323560306	0.308	-0.4836323560306	0.944	0.945	NA	Lung	PTBP3
0.653	0.278115254551443	0.306	0.278115254551443	0.956	0.863	NA	Lung	PCF11
0.347	-0.383010500567752	0.306	-0.383010500567752	0.168	0.443	NA	Lung	HUNK
0.653	-0.469132531895053	0.306	-0.469132531895053	0.812	0.46	NA	Lung	HTRA1
0.347	-1.69204581148616	0.306	-1.69204581148616	0.016	0.319	NA	Lung	SPINK1
0.652	0.250467038593923	0.304	0.250467038593923	0.928	0.843	NA	Lung	RPL28
0.348	-0.279735493621725	0.304	-0.279735493621725	0.036	0.332	NA	Lung	ASRGL1
0.348	-0.282076576215106	0.304	-0.282076576215106	0.664	0.759	NA	Lung	DANCR
0.348	-0.377317821634772	0.304	-0.377317821634772	0.432	0.645	NA	Lung	CDKN1B
0.348	-0.466781010468062	0.304	-0.466781010468062	0.104	0.39	NA	Lung	PPARGC1A
0.349	-0.292438817601053	0.302	-0.292438817601053	0.556	0.734	NA	Lung	HEXB
0.349	-0.343188799471472	0.302	-0.343188799471472	0.98	0.965	NA	Lung	CALM1
0.65	0.299501434574554	0.3	0.299501434574554	0.74	0.506	NA	Lung	SLC4A4
0.35	-0.279783709754006	0.3	-0.279783709754006	0.956	0.962	NA	Lung	RPL36AL
0.35	-0.324747425666568	0.3	-0.324747425666568	0.672	0.757	NA	Lung	SH3RF1
0.35	-0.405182472597482	0.3	-0.405182472597482	0.3	0.525	NA	Lung	SERPINE2
0.35	-0.503314701449025	0.3	-0.503314701449025	0.344	0.585	NA	Lung	BICD1
0.35	-0.629027618822932	0.3	-0.629027618822932	0.548	0.692	NA	Lung	NR2F2
0.351	-0.254688180128819	0.298	-0.254688180128819	0.012	0.308	NA	Lung	PLD1
0.351	-0.257124027711206	0.298	-0.257124027711206	0.992	0.974	NA	Lung	YWHAB
0.351	-0.266332523964221	0.298	-0.266332523964221	0.068	0.358	NA	Lung	SULF2
0.351	-0.357712796929499	0.298	-0.357712796929499	0.048	0.338	NA	Lung	PLTP
0.351	-0.393504321070621	0.298	-0.393504321070621	0.032	0.322	NA	Lung	PROX1
0.351	-0.407420900191623	0.298	-0.407420900191623	0.98	0.963	NA	Lung	GHITM
0.351	-0.428924896181934	0.298	-0.428924896181934	0.204	0.459	NA	Lung	RNF150
0.351	-0.561434911951168	0.298	-0.561434911951168	0.744	0.817	NA	Lung	SEPHS2
0.648	0.297155195735044	0.296	0.297155195735044	0.668	0.469	NA	Lung	LGALSL
0.648	0.28523964109729	0.296	0.28523964109729	0.988	0.912	NA	Lung	FOS
0.353	-0.330103880215047	0.294	-0.330103880215047	0.048	0.333	NA	Lung	PROM1
0.353	-0.546950536542503	0.294	-0.546950536542503	0.224	0.471	NA	Lung	OVOL1
0.646	0.306689533704106	0.292	0.306689533704106	0.424	0.166	NA	Lung	TESC
0.646	0.254347838153226	0.292	0.254347838153226	0.912	0.783	NA	Lung	PPP1R9A
0.354	-0.42014568811884	0.292	-0.42014568811884	0.868	0.889	NA	Lung	UBALD2
0.354	-0.691776691402769	0.292	-0.691776691402769	0.748	0.824	NA	Lung	HIST1H4C
0.354	-0.725771130871601	0.292	-0.725771130871601	0.556	0.637	NA	Lung	TRIB2
0.355	-0.286701777135448	0.29	-0.286701777135448	0.156	0.424	NA	Lung	ANKH
0.355	-0.287190989152422	0.29	-0.287190989152422	0.996	0.968	NA	Lung	UBA1
0.355	-0.290722991601299	0.29	-0.290722991601299	0	0.29	NA	Lung	SALL1
0.355	-0.408884757818359	0.29	-0.408884757818359	0.84	0.882	NA	Lung	PSMD1
0.355	-0.716394771350056	0.29	-0.716394771350056	0.04	0.323	NA	Lung	IGFBP3
0.644	2.18887063572521	0.288	2.18887063572521	0.292	0.006	NA	Lung	SCGB3A2
0.356	-0.257648270725771	0.288	-0.257648270725771	0.608	0.751	NA	Lung	PRKAR2A
0.356	-0.269010618684384	0.288	-0.269010618684384	0.196	0.443	NA	Lung	ORAI2
0.356	-0.447389609918842	0.288	-0.447389609918842	0.168	0.43	NA	Lung	C1orf226
0.356	-0.584733401313649	0.288	-0.584733401313649	0.376	0.543	NA	Lung	BEX1
0.356	-0.91906123214873	0.288	-0.91906123214873	0.016	0.299	NA	Lung	ENPEP
0.357	-0.56008064193328	0.286	-0.56008064193328	0.536	0.661	NA	Lung	RDH10
0.357	-0.665561452788686	0.286	-0.665561452788686	0.016	0.298	NA	Lung	GATA3
0.357	-1.39759196017584	0.286	-1.39759196017584	0.04	0.316	NA	Lung	NPHS1
0.357	-1.55714462020754	0.286	-1.55714462020754	0.244	0.487	NA	Lung	PLA2R1
0.642	1.07828813036378	0.284	1.07828813036378	0.408	0.155	NA	Lung	CXCL2
0.642	0.36917900343392	0.284	0.36917900343392	0.712	0.506	NA	Lung	F3
0.358	-0.28951336688131	0.284	-0.28951336688131	0.996	0.99	NA	Lung	RPS4X
0.358	-0.295580501364366	0.284	-0.295580501364366	0.976	0.971	NA	Lung	TAX1BP1
0.358	-0.301619954427069	0.284	-0.301619954427069	0.608	0.757	NA	Lung	MLXIP
0.358	-0.308585221800301	0.284	-0.308585221800301	0.7	0.79	NA	Lung	AFG3L2
0.358	-0.328250504284726	0.284	-0.328250504284726	0.032	0.311	NA	Lung	KCNJ3
0.358	-0.355402391510635	0.284	-0.355402391510635	0.168	0.428	NA	Lung	ST3GAL1
0.358	-0.398082283732865	0.284	-0.398082283732865	0.724	0.813	NA	Lung	STAT1
0.358	-0.472424771195503	0.284	-0.472424771195503	0.14	0.394	NA	Lung	MCC
0.358	-0.67137731796347	0.284	-0.67137731796347	0.08	0.349	NA	Lung	GPNMB
0.358	-0.919039895178851	0.284	-0.919039895178851	0.18	0.419	NA	Lung	ROBO2
0.641	0.304264775999134	0.282	0.304264775999134	0.78	0.57	NA	Lung	HIST1H2AC
0.641	0.277231389141551	0.282	0.277231389141551	0.98	0.934	NA	Lung	RANBP2
0.641	0.269494316147121	0.282	0.269494316147121	0.388	0.108	NA	Lung	PCP4
0.359	-0.284399285713654	0.282	-0.284399285713654	0.004	0.286	NA	Lung	SIM1
0.359	-0.340744127858196	0.282	-0.340744127858196	0.052	0.327	NA	Lung	TMEM178A
0.359	-0.369926595537829	0.282	-0.369926595537829	0.008	0.29	NA	Lung	PDZK1
0.359	-0.455779014772297	0.282	-0.455779014772297	0.544	0.659	NA	Lung	GMNN
0.359	-0.463390297637335	0.282	-0.463390297637335	0.808	0.843	NA	Lung	MTND2P28
0.359	-0.491268284964113	0.282	-0.491268284964113	0.02	0.299	NA	Lung	DNER
0.359	-0.506290531677265	0.282	-0.506290531677265	0.34	0.537	NA	Lung	SYTL2
0.359	-0.778002874851003	0.282	-0.778002874851003	0.208	0.43	NA	Lung	ERBB4
0.36	-0.272157316996213	0.28	-0.272157316996213	0.796	0.786	NA	Lung	GOT2
0.36	-0.349764859578388	0.28	-0.349764859578388	0.012	0.29	NA	Lung	KCNJ16
0.36	-0.354195866625266	0.28	-0.354195866625266	0	0.28	NA	Lung	GATA2
0.36	-0.449485304650303	0.28	-0.449485304650303	0.444	0.595	NA	Lung	CDC42EP3
0.639	0.321794557599216	0.278	0.321794557599216	0.452	0.186	NA	Lung	COL12A1
0.361	-0.312825858946406	0.278	-0.312825858946406	0.428	0.64	NA	Lung	SLC16A10
0.361	-0.312942861832754	0.278	-0.312942861832754	0.636	0.798	NA	Lung	JADE1
0.361	-0.36303939925833	0.278	-0.36303939925833	0.348	0.548	NA	Lung	CDR2
0.361	-0.776142624600107	0.278	-0.776142624600107	0.976	0.955	NA	Lung	HLA-A
0.361	-0.936132009880927	0.278	-0.936132009880927	0	0.278	NA	Lung	WT1
0.361	-1.05167724285127	0.278	-1.05167724285127	0.044	0.312	NA	Lung	SLC8A1
0.362	-0.275924458060125	0.276	-0.275924458060125	0.024	0.296	NA	Lung	EPSTI1
0.362	-0.317195379543233	0.276	-0.317195379543233	0.012	0.286	NA	Lung	DOC2B
0.362	-0.339793907904568	0.276	-0.339793907904568	0.284	0.525	NA	Lung	MYO1E
0.362	-0.378814081453193	0.276	-0.378814081453193	0.012	0.286	NA	Lung	TSPAN1
0.362	-0.432539022240216	0.276	-0.432539022240216	0.192	0.432	NA	Lung	LURAP1L
0.362	-0.520957437071233	0.276	-0.520957437071233	0.136	0.398	NA	Lung	ANK2
0.362	-0.629029792834881	0.276	-0.629029792834881	0.596	0.681	NA	Lung	CDKN1A
0.362	-1.41617289999933	0.276	-1.41617289999933	0.384	0.547	NA	Lung	AKAP12
0.363	-0.26709382477174	0.274	-0.26709382477174	0.84	0.845	NA	Lung	MGST3
0.363	-0.325569879824159	0.274	-0.325569879824159	0.748	0.78	NA	Lung	WDR43
0.363	-0.348411125727826	0.274	-0.348411125727826	0.4	0.599	NA	Lung	ITPR2
0.363	-0.468162766361018	0.274	-0.468162766361018	0.6	0.702	NA	Lung	SORL1
0.636	0.520904438422189	0.272	0.520904438422189	0.848	0.696	NA	Lung	IER3
0.364	-0.258562600960097	0.272	-0.258562600960097	0.04	0.307	NA	Lung	SERPINB9
0.364	-0.260174856954701	0.272	-0.260174856954701	0.948	0.914	NA	Lung	MTPN
0.364	-0.265110822112333	0.272	-0.265110822112333	0.448	0.637	NA	Lung	ARL4A
0.364	-0.307473752695626	0.272	-0.307473752695626	0.156	0.41	NA	Lung	AKT3
0.364	-0.318742102529217	0.272	-0.318742102529217	0.888	0.892	NA	Lung	DNM1L
0.364	-0.48887717508867	0.272	-0.48887717508867	0.092	0.353	NA	Lung	SLITRK4
0.365	-0.265367265773826	0.27	-0.265367265773826	0.52	0.682	NA	Lung	KIAA1551
0.365	-0.282917390193786	0.27	-0.282917390193786	0.032	0.299	NA	Lung	CTTNBP2
0.365	-0.338231084374156	0.27	-0.338231084374156	0.992	0.991	NA	Lung	TSPAN3
0.365	-0.390941390559238	0.27	-0.390941390559238	0.012	0.279	NA	Lung	PTGER3
0.365	-0.551584599190164	0.27	-0.551584599190164	0.284	0.471	NA	Lung	C14orf105
0.365	-0.579049794087476	0.27	-0.579049794087476	0.024	0.29	NA	Lung	AKR1C2
0.366	-0.255790772332409	0.268	-0.255790772332409	0.74	0.81	NA	Lung	TFDP2
0.366	-0.274660617196432	0.268	-0.274660617196432	0.904	0.899	NA	Lung	LCOR
0.366	-0.335056061771971	0.268	-0.335056061771971	0.08	0.338	NA	Lung	SMIM22
0.366	-0.415777819272485	0.268	-0.415777819272485	0.044	0.307	NA	Lung	PLAU
0.367	-0.259297889644898	0.266	-0.259297889644898	0.076	0.335	NA	Lung	GAS2L3
0.367	-0.286285892065008	0.266	-0.286285892065008	0.96	0.934	NA	Lung	EIF6
0.367	-0.311549362898924	0.266	-0.311549362898924	0.08	0.33	NA	Lung	TMEM45B
0.367	-0.354174066842057	0.266	-0.354174066842057	0.844	0.841	NA	Lung	FAM213A
0.367	-0.369736131418195	0.266	-0.369736131418195	0.08	0.333	NA	Lung	AKR1C1
0.367	-0.447898355200618	0.266	-0.447898355200618	0.272	0.482	NA	Lung	AIM1
0.368	-0.450476207537446	0.264	-0.450476207537446	0.072	0.321	NA	Lung	UNC5D
0.368	-1.12574386822728	0.264	-1.12574386822728	0.144	0.38	NA	Lung	CXCL12
0.369	-0.298835055864999	0.262	-0.298835055864999	0.176	0.416	NA	Lung	EHF
0.37	-0.289446668203818	0.26	-0.289446668203818	0.224	0.452	NA	Lung	GSN
0.37	-0.984757302884037	0.26	-0.984757302884037	0.12	0.354	NA	Lung	MAFB
0.371	-0.260034225640464	0.258	-0.260034225640464	0.38	0.559	NA	Lung	FAM171A1
0.371	-0.287816476115152	0.258	-0.287816476115152	0.128	0.37	NA	Lung	FLRT2
0.371	-0.331865414909797	0.258	-0.331865414909797	0.644	0.768	NA	Lung	BLMH
0.371	-0.382013029492413	0.258	-0.382013029492413	0.72	0.807	NA	Lung	SRF
0.371	-0.39559914054576	0.258	-0.39559914054576	0.616	0.702	NA	Lung	PTPN14
0.371	-0.551606404687711	0.258	-0.551606404687711	0.028	0.284	NA	Lung	TMEM72
0.372	-0.253639487514232	0.256	-0.253639487514232	0.22	0.458	NA	Lung	PLCB4
0.372	-0.353696636950136	0.256	-0.353696636950136	0.248	0.469	NA	Lung	TBC1D4
0.372	-0.487690561296855	0.256	-0.487690561296855	0.564	0.656	NA	Lung	JAG1
0.373	-0.29919712097958	0.254	-0.29919712097958	0.604	0.728	NA	Lung	ZSWIM6
0.373	-0.55669044288398	0.254	-0.55669044288398	0.064	0.308	NA	Lung	FRMD3
0.627	-1.26115809603586	0.254	-1.26115809603586	0.88	0.596	NA	Lung	TGFBR3
0.374	-0.264816434531869	0.252	-0.264816434531869	0.052	0.295	NA	Lung	SKAP1
0.374	-0.290188646328945	0.252	-0.290188646328945	0.688	0.782	NA	Lung	SEL1L
0.374	-0.35453678258898	0.252	-0.35453678258898	0.164	0.383	NA	Lung	NR2F1
0.374	-0.387703659118553	0.252	-0.387703659118553	0.608	0.719	NA	Lung	CTSL
0.374	-0.850876342840115	0.252	-0.850876342840115	0.076	0.316	NA	Lung	S100A2
0.625	0.33229584264771	0.25	0.33229584264771	0.988	0.942	NA	Lung	KLF6
0.625	0.31201044177797	0.25	0.31201044177797	0.544	0.343	NA	Lung	KIF5C
0.625	0.305254010376007	0.25	0.305254010376007	0.368	0.149	NA	Lung	RP6-99M1.3
0.375	-0.253372292571452	0.25	-0.253372292571452	0.084	0.326	NA	Lung	DZIP1
0.375	-0.329799746807414	0.25	-0.329799746807414	0.996	0.976	NA	Lung	KPNB1
0.375	-0.387458000588925	0.25	-0.387458000588925	0.744	0.798	NA	Lung	AATF
0.375	-0.453165314912312	0.25	-0.453165314912312	0.376	0.567	NA	Lung	TRAM2
0.376	-0.334023133010909	0.248	-0.334023133010909	0.552	0.676	NA	Lung	ICMT
0.376	-0.35058019863823	0.248	-0.35058019863823	0.228	0.451	NA	Lung	TUBB6
0.376	-0.436119830205933	0.248	-0.436119830205933	0.448	0.582	NA	Lung	SLC39A14
0.377	-0.25198213865592	0.246	-0.25198213865592	0.932	0.919	NA	Lung	ATP5J
0.377	-0.290554974911944	0.246	-0.290554974911944	0.14	0.369	NA	Lung	PDK4
0.377	-0.36826599146193	0.246	-0.36826599146193	0.172	0.383	NA	Lung	PBLD
0.377	-0.490489904649829	0.246	-0.490489904649829	0.312	0.487	NA	Lung	MCM6
0.377	-0.601946269798775	0.246	-0.601946269798775	0.072	0.303	NA	Lung	VIL1
0.622	0.688654378788377	0.244	0.688654378788377	0.444	0.232	NA	Lung	AREG
0.378	-0.32192315247355	0.244	-0.32192315247355	0.38	0.571	NA	Lung	HMGN5
0.378	-0.369211259327965	0.244	-0.369211259327965	0.492	0.628	NA	Lung	TACC2
0.378	-0.570253436046174	0.244	-0.570253436046174	0.052	0.288	NA	Lung	SULF1
0.621	0.530113277413327	0.242	0.530113277413327	0.644	0.502	NA	Lung	HBEGF
0.379	-0.263582975632794	0.242	-0.263582975632794	0.416	0.603	NA	Lung	AAK1
0.379	-0.274938808153863	0.242	-0.274938808153863	0.448	0.608	NA	Lung	GRAMD3
0.379	-0.375668029455816	0.242	-0.375668029455816	0.236	0.429	NA	Lung	ZEB2
0.38	-0.341559135227057	0.24	-0.341559135227057	0.516	0.662	NA	Lung	DDIT3
0.38	-0.384328547054914	0.24	-0.384328547054914	0.148	0.361	NA	Lung	TBX3
0.38	-0.475869846898186	0.24	-0.475869846898186	0.968	0.918	NA	Lung	NOLC1
0.619	0.313251194399385	0.238	0.313251194399385	0.252	0.015	NA	Lung	SLC10A2
0.381	-0.274082999543147	0.238	-0.274082999543147	0.956	0.952	NA	Lung	CAST
0.381	-0.274617851580977	0.238	-0.274617851580977	0.66	0.766	NA	Lung	KIF3B
0.382	-0.272694399341988	0.236	-0.272694399341988	0.148	0.367	NA	Lung	CHEK1
0.382	-0.274517514395054	0.236	-0.274517514395054	0.912	0.888	NA	Lung	HSPA4
0.382	-0.340068362906698	0.236	-0.340068362906698	0.744	0.782	NA	Lung	COASY
0.382	-0.342549140412249	0.236	-0.342549140412249	0.692	0.71	NA	Lung	PPIF
0.382	-0.677652502998655	0.236	-0.677652502998655	0.024	0.256	NA	Lung	NES
0.617	0.264057579399224	0.234	0.264057579399224	0.66	0.443	NA	Lung	MYH11
0.617	0.25795604785499	0.234	0.25795604785499	0.776	0.623	NA	Lung	NABP1
0.383	-0.250853636720877	0.234	-0.250853636720877	0.032	0.26	NA	Lung	GBP2
0.383	-0.251039347646677	0.234	-0.251039347646677	0.68	0.774	NA	Lung	SMC1A
0.383	-0.311505264244043	0.234	-0.311505264244043	0.996	0.992	NA	Lung	YBX1
0.384	-0.267541446444185	0.232	-0.267541446444185	0.228	0.438	NA	Lung	DNAJA4
0.384	-0.271398962573335	0.232	-0.271398962573335	0.212	0.412	NA	Lung	MITF
0.384	-0.286069376820839	0.232	-0.286069376820839	0.776	0.79	NA	Lung	DDR1
0.384	-0.324699584592246	0.232	-0.324699584592246	0.52	0.641	NA	Lung	OARD1
0.384	-0.44030523113413	0.232	-0.44030523113413	0.048	0.272	NA	Lung	CTSV
0.384	-0.596089159791381	0.232	-0.596089159791381	0.044	0.266	NA	Lung	ANXA13
0.385	-0.258166108426052	0.23	-0.258166108426052	0.432	0.604	NA	Lung	ZNF430
0.385	-0.323631175721182	0.23	-0.323631175721182	0.312	0.504	NA	Lung	ZHX3
0.386	-0.250469653230984	0.228	-0.250469653230984	0.368	0.548	NA	Lung	DOCK5
0.386	-0.252551875183394	0.228	-0.252551875183394	0.284	0.475	NA	Lung	SLC48A1
0.386	-0.273308833186858	0.228	-0.273308833186858	0.68	0.773	NA	Lung	SEC14L1
0.386	-0.274752479094326	0.228	-0.274752479094326	0.296	0.485	NA	Lung	UCP2
0.386	-0.279901906908114	0.228	-0.279901906908114	0.096	0.313	NA	Lung	DPYSL3
0.386	-0.365810069605031	0.228	-0.365810069605031	1	0.978	NA	Lung	HSPA8
0.386	-0.504782001000533	0.228	-0.504782001000533	0.668	0.691	NA	Lung	SH3BP4
0.386	-0.523065353360601	0.228	-0.523065353360601	0.08	0.297	NA	Lung	TCEAL2
0.387	-0.263443951985373	0.226	-0.263443951985373	0.08	0.297	NA	Lung	AFAP1L2
0.387	-0.263890672566255	0.226	-0.263890672566255	0.512	0.661	NA	Lung	RBBP8
0.387	-0.269378772474887	0.226	-0.269378772474887	0.412	0.591	NA	Lung	KHDRBS3
0.387	-0.28352413303437	0.226	-0.28352413303437	0.884	0.893	NA	Lung	GLUD1
0.387	-0.298018601720141	0.226	-0.298018601720141	0.996	0.997	NA	Lung	MT-CYB
0.387	-0.521771497299373	0.226	-0.521771497299373	0.376	0.513	NA	Lung	LTBP1
0.388	-0.33500823531413	0.224	-0.33500823531413	0.668	0.733	NA	Lung	PNP
0.389	-0.251605821378798	0.222	-0.251605821378798	0.292	0.477	NA	Lung	CLMN
0.389	-0.257897150107363	0.222	-0.257897150107363	0.056	0.27	NA	Lung	EML6
0.389	-0.285020661672867	0.222	-0.285020661672867	0.5	0.613	NA	Lung	PGAP1
0.389	-0.29286521797913	0.222	-0.29286521797913	0.14	0.347	NA	Lung	IFI16
0.389	-0.336525790099445	0.222	-0.336525790099445	0.196	0.381	NA	Lung	GBP3
0.389	-0.34579247029686	0.222	-0.34579247029686	0.876	0.814	NA	Lung	FLNB
0.389	-0.455175824481686	0.222	-0.455175824481686	0.928	0.8	NA	Lung	MYO6
0.39	-0.306301036116703	0.22	-0.306301036116703	0.664	0.747	NA	Lung	ITGA6
0.39	-0.38684733887957	0.22	-0.38684733887957	0.384	0.531	NA	Lung	HBG1
0.608	0.274194778131133	0.216	0.274194778131133	0.296	0.088	NA	Lung	MBNL1-AS1
0.392	-0.251319037663917	0.216	-0.251319037663917	0.784	0.789	NA	Lung	HBG2
0.392	-0.258370487219804	0.216	-0.258370487219804	0.956	0.925	NA	Lung	CYCS
0.392	-0.269521417684362	0.216	-0.269521417684362	0.852	0.87	NA	Lung	ADAM10
0.392	-0.420197061233457	0.216	-0.420197061233457	0.544	0.676	NA	Lung	ARG2
0.608	-0.582729084469098	0.216	-0.582729084469098	0.88	0.512	NA	Lung	WFDC2
0.393	-0.254966463795162	0.214	-0.254966463795162	0.828	0.848	NA	Lung	DNAJC3
0.393	-0.296078123516116	0.214	-0.296078123516116	0.608	0.715	NA	Lung	MAP3K1
0.393	-0.381597160837335	0.214	-0.381597160837335	0.092	0.297	NA	Lung	RP11-363E7.4
0.394	-0.286905752411083	0.212	-0.286905752411083	0.972	0.969	NA	Lung	LARP1
0.394	-0.417068336897299	0.212	-0.417068336897299	0.092	0.289	NA	Lung	TMEM213
0.394	-0.529063546191574	0.212	-0.529063546191574	0.832	0.764	NA	Lung	LIMA1
0.395	-0.371932426026066	0.21	-0.371932426026066	0.96	0.928	NA	Lung	EIF3M
0.395	-0.41637564237034	0.21	-0.41637564237034	0.504	0.619	NA	Lung	ERO1B
0.395	-0.836190548029577	0.21	-0.836190548029577	0.7	0.773	NA	Lung	MPP5
0.396	-0.252817130597973	0.208	-0.252817130597973	0.192	0.378	NA	Lung	F2R
0.396	-0.264140730675459	0.208	-0.264140730675459	0.38	0.558	NA	Lung	NIN
0.396	-0.264916390191105	0.208	-0.264916390191105	0.228	0.404	NA	Lung	MCM4
0.396	-0.301099940451897	0.208	-0.301099940451897	0.708	0.719	NA	Lung	MTCH2
0.396	-0.303728364983177	0.208	-0.303728364983177	0.432	0.575	NA	Lung	SMC2
0.396	-0.305269092070982	0.208	-0.305269092070982	0.072	0.272	NA	Lung	MAP2
0.396	-0.315018686508019	0.208	-0.315018686508019	0.436	0.557	NA	Lung	DNAJC9
0.397	-0.275530499722995	0.206	-0.275530499722995	0.216	0.4	NA	Lung	EPS8L1
0.397	-0.30473554186026	0.206	-0.30473554186026	0.468	0.571	NA	Lung	FGFR1
0.397	-0.315152387251951	0.206	-0.315152387251951	0.956	0.951	NA	Lung	CD2AP
0.397	-0.346771481710134	0.206	-0.346771481710134	0.96	0.92	NA	Lung	CCT5
0.397	-0.505517881591456	0.206	-0.505517881591456	0.7	0.726	NA	Lung	SERPINB6
0.397	-0.633327398121709	0.206	-0.633327398121709	0.608	0.665	NA	Lung	NPNT
0.397	-0.636038768005606	0.206	-0.636038768005606	0.132	0.315	NA	Lung	MAP1B
0.398	-0.252570171348698	0.204	-0.252570171348698	0.808	0.863	NA	Lung	GNS
0.398	-0.305400178337019	0.204	-0.305400178337019	0.892	0.881	NA	Lung	DNAJB11
0.398	-0.306164217091785	0.204	-0.306164217091785	0.1	0.288	NA	Lung	RAB3B
0.398	-0.306657797944865	0.204	-0.306657797944865	0.236	0.412	NA	Lung	GK
0.398	-0.388538908760262	0.204	-0.388538908760262	0.248	0.423	NA	Lung	MNS1
0.398	-0.401071347634472	0.204	-0.401071347634472	0.696	0.741	NA	Lung	CPEB4
0.398	-0.476179726775343	0.204	-0.476179726775343	0.144	0.317	NA	Lung	MAOB
0.399	-0.295698901419121	0.202	-0.295698901419121	0.064	0.257	NA	Lung	DOK6
0.399	-0.327510454298968	0.202	-0.327510454298968	0.976	0.936	NA	Lung	TUFM
0.399	-0.344672143559924	0.202	-0.344672143559924	0.908	0.847	NA	Lung	MYH10
0.399	-0.385169221820424	0.202	-0.385169221820424	0.824	0.84	NA	Lung	VCL
0.399	-0.396619957634817	0.202	-0.396619957634817	0.848	0.824	NA	Lung	ITGAV
0.399	-0.397335232899419	0.202	-0.397335232899419	0.056	0.252	NA	Lung	ITIH5
0.399	-0.466599515209264	0.202	-0.466599515209264	0.636	0.673	NA	Lung	SCPEP1
0.4	-0.305345037783071	0.2	-0.305345037783071	0.092	0.283	NA	Lung	SCUBE3
0.4	-0.31805201092964	0.2	-0.31805201092964	0.992	0.98	NA	Lung	MAP4
0.4	-0.349567495903231	0.2	-0.349567495903231	0.388	0.53	NA	Lung	MATN2
0.4	-0.35244730709956	0.2	-0.35244730709956	0.916	0.898	NA	Lung	MPHOSPH8
