	CD34+	CD56+ NK	CD4+/CD45RA+/CD25- Naive T	CD4+/CD25 T Reg	CD8+/CD45RA+ Naive Cytotoxic	CD4+/CD45RO+ Memory	CD8+ Cytotoxic T	CD19+ B	CD4+ T Helper2	CD14+ Monocyte	Dendritic
ENSG00000110324	    1.77582	  102.63560	   47.44341	  218.61751	   33.19837	  105.27953	   64.74317	   24.47933	  116.87215	  100.5294	   56.183
ENSG00000137648	    0.06964	    0.07416	    0.07765	    0.30813	    0.05542	    0.30892	    0.06062	    0.07095	    0.06457	    0.5464	    2.443
ENSG00000160593	   30.57190	    5.26527	   66.07912	   95.59701	   74.04510	   68.20927	   78.86785	    0.07095	   82.26249	  489.5343	  276.029
ENSG00000160588	    0.76604	    2.74387	    3.26125	    8.93574	    2.49403	    7.29048	    5.33464	    0.92241	    3.35765	    1.0927	    4.885
ENSG00000149573	    2.71595	    0.07416	    1.70827	    0.69329	    0.99761	    0.61784	    1.21242	    0.07095	    0.96855	    3.8245	    4.885
ENSG00000198851	    5.98903	   47.31323	 1320.80589	 1195.23229	 1013.85259	  824.31893	  917.25556	    0.14191	 1164.97640	    1.0927	    2.443
ENSG00000167286	    0.62676	   20.69027	 1086.07360	 1153.94301	 1170.86589	 1212.93878	 1188.17057	    0.35477	 1098.40448	    0.5464	    2.443
ENSG00000160654	    0.06964	   12.38450	  192.25840	  192.04138	  148.03478	  169.71999	  280.49312	    0.07095	  199.00550	    0.5464	    2.443
ENSG00000110344	   10.79418	   15.57332	    7.92018	    6.93290	    6.15195	    7.16692	   10.91177	   12.06228	    6.84445	    3.8245	    7.328
ENSG00000254873	    0.10446	    0.29663	    0.15530	    0.15406	    0.16627	    0.12357	    0.18186	    0.14191	    0.12914	    0.5464	    2.443
ENSG00000167283	 1438.51600	 1002.40274	  639.43777	  572.73473	  914.81172	  904.76138	  925.62125	  628.79948	  631.62616	 1152.2632	  691.293
ENSG00000255384	    0.03482	    0.07416	    0.07765	    0.38516	    0.11085	    0.06178	    0.06062	    0.07095	    0.06457	    0.5464	    2.443
ENSG00000118058	   35.41187	   21.43186	   14.44267	   15.40645	   14.07744	   25.20777	   23.70279	   25.25983	   15.62600	   14.2052	    4.885
ENSG00000255435	    3.44717	    0.81575	    2.25181	    1.92581	    1.49642	    1.23568	    1.39428	    1.13527	    0.96855	    0.5464	    2.443
ENSG00000172425	    0.59194	    0.22248	    0.15530	    0.38516	    0.05542	    0.18535	    0.12124	    0.07095	    0.19371	    1.0927	    2.443
ENSG00000149582	   14.45027	    5.56190	   18.40276	    9.93716	   10.41952	    6.42551	    9.27500	    4.96682	   13.43061	    1.6391	    9.771
ENSG00000118096	    8.91390	    3.85625	    3.41655	    3.54348	    2.60488	    3.52167	    2.54608	    3.19296	    2.71195	    1.6391	    2.443
ENSG00000095139	   14.10207	   24.84315	    6.44485	    9.62903	    8.53514	   11.73891	   17.94380	   13.19755	    8.65241	   13.1125	    4.885
ENSG00000019144	    0.38302	    0.29663	    0.54354	    0.15406	    0.44338	    0.24714	    0.48497	    0.14191	    0.38742	    1.0927	    2.443
ENSG00000255422	    0.03482	    0.44495	    0.31060	    0.23110	    0.11085	    0.24714	    0.18186	    0.07095	    0.06457	    2.1854	    2.443
ENSG00000110367	   38.09301	   78.38571	   41.38680	   37.51470	   28.48741	   33.11610	   48.73924	   47.89434	   32.02684	   16.3907	   24.427
ENSG00000160683	    0.20892	    0.07416	    0.77649	    4.46787	    0.60965	    3.89238	    0.42435	   36.32874	    4.19707	    0.5464	    2.443
ENSG00000245869	    0.03482	    0.14832	    0.07765	    0.07703	    0.05542	    0.24714	    0.06062	    0.49668	    0.19371	    0.5464	    2.443
ENSG00000186174	    1.14906	    5.41358	    4.42598	    3.62052	    7.53753	    7.72297	    9.51749	    3.61868	    4.32621	    2.7318	    2.443
ENSG00000110375	    0.31338	    0.88990	    0.23295	    0.77032	    0.38796	    0.24714	    0.42435	    0.35477	    0.32285	    0.5464	    2.443
ENSG00000264523	    0.03482	    0.07416	    0.07765	    0.07703	    0.11085	    0.06178	    0.12124	    0.14191	    0.06457	    0.5464	    2.443
ENSG00000255121	    1.00978	    0.29663	    0.62119	    0.53923	    0.49881	    0.55605	    1.21242	    0.56764	    0.25828	    0.5464	    2.443
ENSG00000186166	    7.24255	    9.12152	   11.25907	   11.86297	    8.81225	   11.36821	    8.97190	   10.85605	   10.52495	    4.9172	   12.214
ENSG00000254428	    0.03482	    0.07416	    0.07765	    0.07703	    0.05542	    0.12357	    0.12124	    0.07095	    0.06457	    0.5464	    2.443
ENSG00000118181	 3960.17574	 3209.29060	 4524.43961	 3461.75199	 6178.83100	 5375.43427	 5896.29647	 4746.00992	 3997.22115	 1872.9058	 1878.460
ENSG00000196655	   43.45528	   75.64184	   62.42963	   81.03792	   53.70487	   64.25511	   40.61603	   39.87647	   75.22434	   60.6454	   73.282
ENSG00000137700	   13.75387	    5.78438	    7.76488	    9.70606	    6.09653	    5.18984	    5.45589	    4.89587	    8.52327	    2.7318	    4.885
ENSG00000255114	    0.03482	    0.07416	    0.07765	    0.23110	    0.05542	    0.12357	    0.12124	    0.14191	    0.06457	    1.0927	    2.443
ENSG00000149428	    6.05867	   15.64748	    4.03774	    6.93290	    3.99045	    8.89686	    7.94134	    4.04441	    5.29476	   16.3907	    7.328
ENSG00000271751	    0.55712	    0.66743	    0.46589	    0.30813	    0.27711	    0.49427	    0.36373	    0.21286	    0.45199	    0.5464	    2.443
ENSG00000272186	    1.70618	    4.22704	    1.70827	    1.07845	    2.10607	    1.60638	    1.21242	    2.05768	    0.71027	    9.2880	    2.443
ENSG00000160695	    6.51133	    8.37993	    6.44485	    9.39793	    5.09891	    5.62232	    4.60719	    5.25064	    7.68386	   13.1125	   17.099
ENSG00000256269	   26.32387	    9.78894	   12.73440	   13.32658	   12.91355	    9.32935	   11.88171	   16.88719	   12.20378	   29.5032	   61.068
ENSG00000188486	   14.51991	   23.28582	   12.34616	   17.87148	    9.53275	   14.08670	   12.18481	   10.00460	   11.42893	   13.1125	   17.099
ENSG00000172269	   13.33604	   12.60697	   10.48259	   12.01703	    9.20021	    9.51470	    8.30507	    8.94028	   12.39749	   11.4735	    4.885
ENSG00000172375	    2.01956	    3.70793	    5.51306	    4.77600	    5.15434	    5.00448	    4.36471	    1.49005	    5.61761	   16.3907	    2.443
ENSG00000172273	    6.85953	    5.26527	    7.45428	    7.70322	    6.37364	    6.24016	    4.48595	    5.03778	    8.00671	    8.7417	    7.328
ENSG00000160703	    4.10875	    3.93041	    3.26125	    3.69755	    2.21692	    2.28600	    2.06111	    0.92241	    2.25996	    9.2880	    9.771
ENSG00000172367	    0.06964	    0.37079	    0.07765	    0.15406	    0.05542	    0.06178	    0.06062	    0.07095	    0.06457	    0.5464	    2.443
ENSG00000248712	    0.76604	    0.29663	    0.85414	    0.53923	    0.44338	    0.55605	    0.42435	    0.85145	    0.64570	    6.5563	    9.771
ENSG00000110395	    6.02385	    7.11923	    6.05661	    4.15974	    5.81941	    8.21724	   12.24543	    9.93364	    5.42390	   10.3807	   31.755
ENSG00000076706	    0.03482	    0.07416	    0.07765	    0.23110	    0.27711	    0.18535	    0.24248	    0.07095	    0.06457	    0.5464	    2.443
ENSG00000173456	   13.54495	   12.31034	   24.84761	   22.26232	   12.47017	   11.55356	   11.21488	   13.90710	   20.33963	   13.6589	   19.542
ENSG00000245385	    0.03482	    0.14832	    0.07765	    0.07703	    0.11085	    0.06178	    0.12124	    0.07095	    0.25828	    0.5464	    2.443
ENSG00000036672	    0.03482	    0.29663	    0.15530	    0.15406	    0.05542	    0.12357	    0.12124	    0.21286	    0.06457	    1.6391	    2.443
ENSG00000245248	    0.31338	    0.07416	    0.07765	    0.07703	    0.05542	    0.06178	    0.06062	    0.07095	    0.06457	    0.5464	    2.443
ENSG00000154096	    0.69640	    0.07416	    0.07765	    0.15406	    0.11085	    0.18535	    0.06062	    0.07095	    0.19371	    0.5464	    2.443
ENSG00000110400	    2.92487	    0.51911	    0.69884	    0.46219	    0.22169	    0.67962	    0.36373	    0.70955	    0.51656	    6.0099	    2.443
ENSG00000184232	    8.07823	    1.70565	    2.09652	    0.46219	    1.93980	    0.55605	    0.72745	    0.78050	    0.90398	   28.4105	   14.656
ENSG00000181264	   13.12712	    0.29663	    0.07765	    0.84735	    0.05542	    0.61784	    0.06062	    0.14191	    0.25828	    0.5464	    9.771
ENSG00000196914	    6.02385	   11.34628	    0.23295	    1.38658	    0.16627	    1.48281	    1.75801	    3.19296	    0.58113	    1.0927	    9.771
ENSG00000149403	    0.06964	    6.52596	    0.07765	    0.07703	    0.11085	    0.06178	    0.18186	    0.07095	    0.06457	    0.5464	    2.443
ENSG00000250493	    0.03482	    0.22248	    0.07765	    0.07703	    0.05542	    0.12357	    0.06062	    0.14191	    0.06457	    0.5464	    2.443
ENSG00000154114	    2.33294	    2.89219	    1.16473	    1.54064	    1.33015	    0.98854	    1.21242	    1.98673	    1.16226	    1.0927	    2.443
ENSG00000109927	    0.13928	    0.22248	    0.07765	    0.07703	    0.16627	    0.06178	    0.06062	    0.07095	    0.19371	    0.5464	    2.443
ENSG00000109929	   12.01288	    5.93269	   10.01669	    6.23961	    5.26518	    4.81913	    6.97141	    5.03778	    8.97526	    1.0927	    4.885
ENSG00000246790	    0.10446	    0.81575	    2.01887	    0.92439	    0.99761	    0.92676	    0.72745	    0.14191	    1.09769	    0.5464	    2.443
ENSG00000137642	   28.65681	   71.11816	   28.10886	   33.27793	   33.25379	   68.20927	   36.31195	    9.64982	   32.47883	   32.2350	   12.214
ENSG00000154127	    1.14906	    4.89447	    3.41655	    2.61910	    2.38319	    3.64524	    2.00049	    0.49668	    2.90566	    3.2781	    2.443
ENSG00000109943	    0.17410	    9.64063	    6.75544	    0.61626	   36.41290	    0.18535	   32.37159	    0.28382	    2.97023	    5.4636	    4.885
ENSG00000109944	    4.70069	    1.85397	    1.39768	    2.46503	    1.44100	    1.66816	    3.63726	    3.61868	    3.16394	    1.0927	    4.885
ENSG00000109971	  285.41901	  502.20251	  769.57714	  909.98189	  581.22080	  587.13107	  529.64522	  301.48601	  889.51973	  215.2640	  757.246
ENSG00000166250	    0.03482	    0.14832	    0.07765	    0.23110	    0.11085	    0.37070	    0.06062	    0.07095	    0.38742	    0.5464	    2.443
ENSG00000254667	    3.83019	    1.33486	    2.32946	    3.46645	    0.55423	    5.12805	    2.90981	    0.28382	    4.39078	   10.9271	    9.771
ENSG00000255414	    0.06964	    0.07416	    0.15530	    0.07703	    0.05542	    0.06178	    0.06062	    0.07095	    0.06457	    0.5464	    2.443
ENSG00000023171	    0.69640	    0.29663	    0.46589	    0.30813	    0.11085	    0.74141	    0.42435	    0.07095	    0.19371	    2.7318	    2.443
ENSG00000166261	    3.62127	    2.29892	    3.57184	    3.00426	    3.38080	    2.03886	    2.66732	    3.47677	    3.48679	    1.6391	    2.443
ENSG00000110002	   11.52540	    3.33714	    4.03774	    5.31522	    1.49642	    2.53313	    1.21242	    1.84482	    5.23019	    1.6391	    2.443
ENSG00000154144	   18.35011	   36.48607	   26.32294	   30.73587	   23.16681	   30.02691	   27.27943	   29.02042	   26.53837	   66.6553	   29.313
ENSG00000110013	    6.68543	    0.66743	    2.01887	    1.23252	    1.55184	    1.23568	    0.96994	    0.99336	    1.16226	    3.8245	    4.885
ENSG00000064199	    4.80515	    5.33942	    1.16473	    0.69329	    1.05304	    1.17389	    1.63677	    2.55436	    1.42055	    7.1026	    2.443
ENSG00000154146	    5.43191	    0.22248	    0.23295	    0.23110	    0.27711	    0.24714	    0.24248	    0.28382	    0.25828	   67.2017	    9.771
ENSG00000255045	    1.35798	    0.22248	    1.16473	    0.53923	    1.05304	    0.49427	    0.66683	    1.41909	    0.71027	    0.5464	    4.885
ENSG00000019102	    0.27856	    0.07416	    1.47533	    0.77032	    1.44100	    0.67962	    1.21242	    0.07095	    0.77484	    0.5464	    2.443
ENSG00000149564	    5.18817	    0.14832	    1.63062	    1.07845	    1.88438	    1.05032	    1.75801	    5.03778	    1.93711	    1.0927	    4.885
ENSG00000250073	    0.24374	    0.07416	    0.07765	    0.07703	    0.05542	    0.06178	    0.24248	    0.35477	    0.19371	    1.0927	    2.443
ENSG00000120458	    1.77582	    4.67200	    4.73658	    6.00851	    3.99045	    3.45989	    3.94036	    3.47677	    5.03648	    1.6391	    4.885
ENSG00000245498	    0.13928	    0.66743	    0.62119	    1.07845	    0.49881	    0.37070	    0.48497	    0.92241	    0.64570	    1.6391	    2.443
ENSG00000154134	   24.68733	    7.49003	   10.56024	    4.15974	    8.14718	    3.89238	    6.24396	    0.70955	    5.94046	    4.3708	   17.099
ENSG00000154133	    6.82471	    0.14832	    0.15530	    0.15406	    0.05542	    0.12357	    0.06062	    0.07095	    0.06457	    0.5464	    2.443
ENSG00000149548	    1.32316	    3.78209	    1.63062	    1.00142	    1.10846	    0.92676	    1.51552	    0.49668	    1.48512	    0.5464	    4.885
ENSG00000134955	    0.13928	    0.22248	    0.07765	    0.07703	    0.05542	    0.06178	    0.12124	    0.49668	    0.06457	    4.9172	    4.885
ENSG00000150433	   35.06368	   27.95782	   21.43107	   20.10542	   18.95466	   16.18735	   19.21684	   21.28637	   20.01678	   21.8542	   34.198
ENSG00000149557	    0.20892	   31.66575	    0.07765	    0.23110	    0.16627	    0.12357	    2.06111	    0.07095	    0.12914	    0.5464	    2.443
ENSG00000255537	    0.03482	    0.44495	    0.07765	    0.07703	    0.05542	    0.18535	    0.06062	    0.07095	    0.06457	    0.5464	    2.443
ENSG00000149547	   51.28977	   28.69941	   41.46445	   39.36348	   27.82234	   24.58994	   27.52191	   23.62788	   36.48219	   18.5761	   51.297
ENSG00000254671	    0.03482	    0.29663	    0.15530	    0.15406	    0.05542	    0.06178	    0.12124	    0.21286	    0.25828	    0.5464	    2.443
ENSG00000134910	    9.33174	    6.22933	    5.12482	    7.16400	    3.65792	    5.86946	    4.24347	    3.05105	    6.45702	    4.3708	   17.099
ENSG00000149554	    5.88457	    2.96635	    0.85414	    3.08129	    0.22169	    2.03886	    1.39428	    1.34814	    1.29140	    0.5464	    2.443
ENSG00000198331	    2.57668	    8.75072	    6.67780	    6.62477	    4.10130	    3.52167	    4.84968	    8.01787	    7.94214	    3.8245	    2.443
ENSG00000110060	   16.64393	   12.08786	   21.50871	   15.71458	   15.29674	   13.71599	   13.57909	    9.57887	   18.20881	    4.9172	    9.771
ENSG00000109832	    0.52230	    0.07416	    0.23295	    0.15406	    0.33254	    0.24714	    0.12124	    0.14191	    0.06457	    0.5464	    2.443
ENSG00000064309	    0.06964	    0.07416	    0.15530	    0.07703	    0.16627	    0.24714	    0.24248	    0.07095	    0.19371	    0.5464	    2.443
ENSG00000165526	   20.75268	    9.41815	   18.32511	   15.17535	   13.91117	   13.53064	   10.36618	   11.56560	   20.53334	    7.1026	   19.542
ENSG00000254694	    0.06964	    0.14832	    0.15530	    0.07703	    0.05542	    0.06178	    0.06062	    0.07095	    0.06457	    0.5464	    2.443
ENSG00000197798	    5.81493	    5.11695	    6.21190	    6.70181	    4.48926	    4.26308	    3.75850	    3.61868	    6.45702	    6.0099	   14.656
ENSG00000182934	   30.92010	   44.42104	   29.81713	   28.27083	   22.55715	   26.56702	   35.28139	   25.61460	   38.35473	   20.7615	   19.542
ENSG00000110074	    8.91390	   10.08558	   10.09434	    8.85871	    9.03395	    5.62232	    6.85017	    6.45687	   10.58952	    6.0099	    4.885
ENSG00000150455	    1.28834	    3.33714	    2.87301	    3.54348	    1.38557	    2.47135	    2.30360	    1.77386	    2.77652	    1.6391	    4.885
ENSG00000255062	    2.33294	    0.51911	    0.54354	    0.61626	    0.44338	    0.92676	    0.36373	    0.35477	    0.51656	    1.6391	    7.328
ENSG00000110063	   24.16504	   38.34003	   29.81713	   43.29212	   24.16442	   32.49826	   24.36962	   35.12252	   34.73879	   48.6256	   65.954
ENSG00000110080	   20.71786	   22.02512	    2.87301	    3.15832	    1.60727	    2.28600	    3.03105	    0.63859	    3.09937	    7.1026	   36.641
ENSG00000254607	    0.10446	    0.07416	    0.07765	    0.07703	    0.05542	    0.06178	    0.06062	    0.07095	    0.06457	    0.5464	   12.214
ENSG00000273415	    0.03482	    0.07416	    0.15530	    0.84735	    0.05542	    0.37070	    0.30310	    0.07095	    0.25828	    0.5464	    2.443
ENSG00000134954	    2.12402	   91.66012	   39.13499	   53.84554	   26.04880	   45.34928	   71.10837	   29.09138	   37.77359	    1.6391	    2.443
ENSG00000245008	    0.55712	    0.07416	    0.07765	    0.07703	    0.11085	    0.06178	    0.06062	    0.07095	    0.06457	    0.5464	    2.443
ENSG00000151702	   56.82614	   64.29557	   51.17055	   61.08657	   38.18643	   46.64674	   42.01032	   54.42216	   59.14635	   11.4735	   29.313
ENSG00000254703	    4.00429	    8.00914	    1.16473	    1.54064	    0.94219	    2.47135	    2.42484	    0.56764	    1.09769	    7.1026	   12.214
ENSG00000151704	    0.03482	    0.07416	    0.07765	    0.15406	    0.05542	    0.12357	    0.06062	    0.21286	    0.06457	    0.5464	    2.443
ENSG00000120457	    0.03482	    0.07416	    0.07765	    0.07703	    0.05542	    0.18535	    0.06062	    0.07095	    0.06457	    0.5464	    2.443
ENSG00000174370	    0.34820	    0.14832	    0.15530	    0.38516	    0.22169	    0.12357	    0.12124	    0.07095	    0.25828	    1.6391	    2.443
ENSG00000134909	    4.00429	    0.88990	    1.08708	    1.46361	    1.27473	    1.05032	    1.03056	    0.99336	    1.22683	    2.1854	    2.443
ENSG00000043039	    0.03482	    0.07416	    0.07765	    0.07703	    0.05542	    0.06178	    0.12124	    0.14191	    0.06457	    0.5464	    2.443
ENSG00000151715	    0.03482	    0.07416	    0.69884	    1.92581	    0.05542	    3.02740	    0.42435	    0.07095	    3.61593	    0.5464	    2.443
ENSG00000170322	   14.58955	    9.19568	   16.69449	   14.55909	    9.31106	   19.40010	   11.21488	   10.57223	   17.36940	    9.8344	   21.985
ENSG00000170325	    0.80086	    0.96406	    0.62119	    0.61626	    0.27711	    0.55605	    0.36373	    0.63859	    0.25828	    0.5464	    2.443
ENSG00000233220	    0.66158	    0.96406	    0.46589	    0.77032	    0.33254	    0.49427	    0.54559	    0.42573	    0.32285	    1.0927	    4.885
ENSG00000084234	  125.14285	   64.36973	   15.45211	   27.26941	    7.81464	   15.75486	   12.97288	   69.03881	   19.43564	  325.6277	   65.954
ENSG00000149418	    0.45266	    0.07416	    0.07765	    0.07703	    0.05542	    0.06178	    0.06062	    9.29505	    0.19371	   18.5761	   46.412
ENSG00000196323	   24.26950	   33.44556	    7.76488	    6.62477	    9.31106	   11.12108	   10.72991	   11.63655	    6.13417	    2.7318	    4.885
ENSG00000175773	    0.94014	    1.03822	    0.62119	    0.38516	    0.38796	    0.92676	    0.42435	    0.35477	    0.32285	    0.5464	    2.443
ENSG00000254842	    0.03482	    0.07416	    0.15530	    0.07703	    0.11085	    0.06178	    0.18186	    0.07095	    0.12914	    0.5464	    2.443
ENSG00000255455	    1.04460	    0.66743	    0.15530	    0.30813	    0.83134	    1.29746	    0.84869	    1.06432	    0.51656	    1.6391	    2.443
ENSG00000120451	    5.71047	    6.97091	    4.50363	    5.00710	    3.38080	    5.43697	    4.48595	    6.38591	    5.48847	    6.0099	    7.328
ENSG00000236129	    0.03482	    0.07416	    0.07765	    0.07703	    0.05542	    0.06178	    0.06062	    0.21286	    0.06457	    0.5464	    2.443
ENSG00000080854	    0.06964	    0.07416	    0.77649	    2.07987	    0.49881	    2.10065	    0.78807	    0.21286	    0.64570	    0.5464	    2.443
ENSG00000204241	    0.62676	    1.55733	    1.32003	    1.61768	    1.33015	    0.61784	    0.72745	    0.70955	    1.09769	    0.5464	    2.443
ENSG00000254648	    0.03482	    0.37079	    0.15530	    0.23110	    0.27711	    0.24714	    0.06062	    0.14191	    0.06457	    0.5464	    2.443
ENSG00000166086	    2.08920	    0.22248	    0.85414	    1.15548	    1.66269	    0.92676	    0.54559	    1.77386	    1.09769	    0.5464	    2.443
ENSG00000151503	    4.73551	    6.97091	    3.10595	    3.69755	    4.04588	    4.81913	    4.12222	    3.26391	    3.42222	    3.2781	    2.443
ENSG00000151502	   22.87670	   45.31095	   29.42889	   35.51186	   24.10900	   24.52815	   25.76390	    7.02450	   30.28345	   24.0396	   14.656
ENSG00000151500	   92.89959	   69.11588	   95.89625	  100.52708	  105.69162	   81.80170	   90.20397	   45.26902	   93.94971	   42.0694	  100.152
ENSG00000151498	    9.33174	    9.41815	    8.54137	    9.70606	    9.42191	    7.04335	    6.72893	    5.53446	   10.65409	    4.9172	   17.099
ENSG00000166105	    0.03482	    0.07416	    0.31060	    0.15406	    0.33254	    0.49427	    0.36373	    0.07095	    0.45199	    0.5464	    2.443
ENSG00000149328	    0.55712	    0.37079	    0.62119	    0.30813	    0.27711	    0.37070	    0.72745	    0.14191	    0.51656	    0.5464	    2.443
ENSG00000109956	    0.03482	    1.26070	    0.15530	    0.15406	    0.05542	    0.24714	    0.72745	    0.07095	    0.06457	    0.5464	    2.443
ENSG00000251226	    0.13928	    0.29663	    0.31060	    0.69329	    0.44338	    0.30892	    0.18186	    0.14191	    0.19371	    0.5464	    2.443
ENSG00000120645	    1.77582	    0.22248	    0.15530	    0.07703	    0.55423	    0.06178	    0.18186	    0.07095	    0.12914	    0.5464	    2.443
ENSG00000256948	   51.01121	    0.07416	    0.07765	    0.07703	    0.05542	    0.30892	    0.06062	    0.07095	    0.19371	    4.3708	    9.771
ENSG00000111181	    0.03482	    0.07416	    0.07765	    0.07703	    0.05542	    0.06178	    0.12124	    0.07095	    0.06457	    4.9172	    2.443
ENSG00000010379	    0.03482	    0.22248	    0.15530	    0.15406	    0.27711	    0.18535	    0.06062	    0.14191	    0.06457	    1.0927	    2.443
ENSG00000073614	   31.47722	   46.79412	   18.32511	   19.33509	   16.62689	   22.18037	   27.34005	   36.18684	   18.20881	   30.5959	   21.985
ENSG00000120647	    6.54615	    8.97320	    5.74601	    3.62052	    4.26757	    3.45989	    4.60719	    5.74732	    5.03648	    2.7318	    2.443
ENSG00000139044	    0.06964	    0.14832	    0.07765	    0.07703	    0.11085	    0.18535	    0.18186	    0.07095	    0.12914	    1.0927	    2.443
ENSG00000171840	   13.37086	   10.01142	    6.67780	   63.32050	    3.71334	   34.04285	    7.82010	    6.17305	   26.21552	   27.3178	    9.771
ENSG00000177406	    5.78011	    6.52596	    5.43542	    5.39226	    2.88199	    3.64524	    3.57664	    4.89587	    5.94046	    3.2781	    9.771
ENSG00000060237	   23.39900	   27.73534	   17.47098	   25.80580	   17.18112	   34.35177	   29.88613	   24.12456	   22.14759	   37.1522	   19.542
ENSG00000002016	    1.60172	    2.44724	    1.78592	    1.30955	    0.72050	    0.98854	    0.42435	    1.63196	    1.87254	    1.0927	    7.328
ENSG00000250132	    2.71595	    0.74159	    0.93179	    0.30813	    0.99761	    0.61784	    0.84869	    0.85145	    0.32285	    3.8245	    2.443
ENSG00000082805	    9.81922	    5.26527	    4.03774	    2.77316	    2.99284	    3.45989	    6.72893	    5.88923	    2.19539	    9.8344	    9.771
ENSG00000249028	    0.03482	    0.07416	    0.23295	    0.07703	    0.05542	    0.06178	    0.06062	    0.07095	    0.06457	    0.5464	    2.443
ENSG00000111186	    0.27856	    0.07416	    0.15530	    0.15406	    0.05542	    0.06178	    0.06062	    0.07095	    0.06457	    2.1854	    4.885
ENSG00000171823	    0.62676	    1.33486	    2.17417	    2.54206	    0.72050	    1.97708	    1.21242	    1.13527	    1.74340	    1.6391	    2.443
ENSG00000006831	   10.75936	   15.49916	    3.88244	    4.77600	    4.15672	    4.20130	    6.42582	    6.52782	    6.13417	   10.3807	    9.771
ENSG00000151062	    2.99451	    9.93726	    3.88244	    9.47497	    3.93503	   10.13254	    6.06209	    1.91577	   11.17065	   54.6355	    2.443
ENSG00000151065	    5.67565	    2.74387	    5.28012	   11.94000	    4.82180	    5.43697	    4.12222	    2.41246	    6.58617	    1.0927	    9.771
ENSG00000151067	    1.60172	    2.15060	    0.46589	    0.53923	    0.33254	    0.30892	    0.48497	    0.35477	    0.25828	    0.5464	    2.443
ENSG00000256271	   32.45218	    7.34171	    6.60015	    5.16116	    6.53991	    3.76881	    7.63824	    1.77386	    5.55304	    1.6391	    2.443
ENSG00000246627	    0.62676	    0.37079	    0.54354	    0.23110	    0.38796	    0.24714	    0.30310	    0.07095	    0.19371	    0.5464	    2.443
ENSG00000004478	   57.31361	   20.24532	   34.24312	   28.19380	   30.53806	   18.96761	   25.09707	   25.75651	   31.63942	   15.8443	    4.885
ENSG00000258325	    3.76055	    2.29892	    2.48476	    1.77174	    2.77115	    2.28600	    2.60670	    3.47677	    1.74340	    2.7318	    4.885
ENSG00000258092	    0.06964	    0.14832	    0.07765	    0.07703	    0.16627	    0.06178	    0.06062	    0.07095	    0.12914	    0.5464	    2.443
ENSG00000111203	   14.38063	   15.86996	   22.44050	   17.48632	   17.62451	   14.76632	   18.79249	   25.54365	   18.20881	    7.1026	   12.214
ENSG00000053702	    0.06964	    0.07416	    0.23295	    0.07703	    0.05542	    0.12357	    0.06062	    0.21286	    0.06457	    0.5464	    2.443
ENSG00000111206	    0.31338	    0.37079	    0.31060	    0.46219	    0.05542	    0.43249	    0.06062	    0.14191	    0.32285	    0.5464	    2.443
ENSG00000171792	   19.53398	   19.57789	   33.85487	   42.75290	   22.28004	   27.06129	   20.55050	   21.14446	   41.32496	    4.9172	   14.656
ENSG00000078246	    3.62127	    5.04279	    3.72714	    3.92864	    2.88199	    2.22422	    3.27353	    3.40582	    4.00336	    2.1854	    7.328
ENSG00000197905	    0.10446	    0.07416	    0.07765	    0.07703	    0.05542	    0.06178	    0.06062	    0.07095	    0.06457	    0.5464	    2.443
ENSG00000011105	    0.10446	    0.07416	    0.23295	    0.07703	    0.11085	    0.30892	    0.06062	    0.07095	    0.19371	    0.5464	    2.443
ENSG00000111218	    0.03482	    0.07416	    0.07765	    0.07703	    0.05542	    0.12357	    0.12124	    0.07095	    0.06457	    0.5464	    2.443
ENSG00000130038	    2.99451	    8.00914	    3.49420	    4.46787	    2.93742	    4.69557	    5.39526	    3.97346	    4.39078	    1.0927	    2.443
ENSG00000111224	    9.19246	    7.63834	    6.28955	    5.85445	    5.20976	    4.51021	    5.75899	    5.17968	    7.23187	    4.9172	    2.443
ENSG00000256862	    0.03482	    0.22248	   81.68653	   23.10967	   16.29436	   38.18236	    9.33563	    0.07095	   55.98240	    0.5464	    2.443
ENSG00000256164	    1.11424	    0.37079	    0.62119	    0.53923	    1.60727	    0.37070	    0.78807	    0.78050	    0.90398	    0.5464	    2.443
ENSG00000118971	   36.35201	   43.38282	   20.11104	   32.81574	   21.50412	   35.40209	   29.46178	   10.07555	   29.18575	    3.8245	    2.443
ENSG00000078237	    1.67136	    7.56418	    5.66836	    7.16400	    4.21215	    4.20130	    4.48595	    5.67637	    5.68218	    3.2781	   24.427
ENSG00000047621	    4.07393	    5.56190	    4.42598	    4.15974	    2.77115	    2.59492	    3.45539	    4.75396	    3.87421	    2.7318	    7.328
ENSG00000111247	    1.81064	    2.81803	    0.38824	    0.69329	    0.33254	    0.49427	    0.60621	    2.62532	    0.58113	    0.5464	    2.443
ENSG00000010219	   32.24326	   21.35770	   23.83818	   19.79729	   22.39088	   16.12556	   19.27746	   25.61460	   23.82642	   15.8443	   14.656
ENSG00000111254	    0.13928	    0.22248	    0.54354	    0.46219	    0.27711	    0.24714	    0.12124	    0.42573	    0.25828	    0.5464	    2.443
ENSG00000139180	   57.45289	   77.19918	   70.03921	   77.87960	   52.37472	   60.67165	   52.80085	   57.04748	   75.22434	   45.8938	  136.793
ENSG00000255639	    0.03482	    0.07416	    0.07765	    0.15406	    0.05542	    0.06178	    0.06062	    0.21286	    0.12914	    0.5464	    2.443
