species	organ	plate	cell	ABratio	cleanReads	mpRatio	genes	nUMI	mito	ercc_ratio	avg_cor	filter	CO
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell43	0.909396633859203	1816685	0.8968	9346	124238	0.0629115085561583	0.00419600362946001	0.7918334998863	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell45	0.798158124193123	1333959	0.8967	9173	117348	0.0692214609537444	0.00252374933032666	0.787687803707294	FALSE	NA
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell46	0.782295538224137	1020721	0.9009	8952	110879	0.0591996681066748	0.00270328104334128	0.794494983604548	FALSE	NA
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell47	0.888441917796945	1603195	0.8954	9579	161547	0.0534457464391168	0.00299101021096641	0.798429185687628	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell48	0.817616427359394	870846	0.8968	9238	124053	0.0701393759119086	0.00226123129683763	0.786819108299577	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell49	0.85156259274296	806722	0.9046	8772	120869	0.0512372899585502	0.00249641830725899	0.793076553650082	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell50	0.87119550110746	3342776	0.887	10490	232757	0.0705671580231744	0.00224147845627278	0.793196604062892	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell51	0.901920447887507	79169	0.8699	5533	32058	0.0498159585750827	0.153203637132586	0.708706273798109	FALSE	NA
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell53	0.839943564049878	1339546	0.8913	8678	95418	0.0752268963927142	0.00344388782115239	0.777777860376919	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell54	0.805372299572658	46455	0.8824	4834	21035	0.0488233895887806	0.110283615588655	0.672081304763401	FALSE	NA
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell55	0.905085570636429	2150581	0.9039	9605	195733	0.0435440114850332	0.0039690791166905	0.794021488763942	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell56	0.820310633213859	42520	0.8564	4367	19107	0.0451666928350866	0.135258662553204	0.653133575948395	FALSE	NA
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell57	0.804554517417745	1848530	0.9004	9635	187502	0.0554127422640825	0.00275812658925949	0.804373407055315	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell58	0.849406303306243	2116072	0.8938	9896	185543	0.0535239809639814	0.00303803037035563	0.79973521774	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell59	0.910311479960941	1816815	0.8981	9329	129024	0.0550672743055556	0.00496053725173302	0.796341661423628	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell61	0.852896672570665	1117747	0.891	8855	97559	0.0786600928668806	0.00374925062233781	0.786534722689641	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell62	0.798747665604746	57688	0.8914	5445	27913	0.0472181420843335	0.0507222787385554	0.701141573760533	FALSE	NA
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell63	0.903375128776381	2107558	0.8927	10097	225414	0.058882766820162	0.00264117307130219	0.799372222417646	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell64	0.838596892347933	1031484	0.899	9386	171875	0.0414312727272727	0.00248861638339119	0.800038570758456	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell65	0.746162794766561	1194416	0.8957	9016	129367	0.0740374284013697	0.00202114641624617	0.799392001891751	FALSE	NA
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell66	0.832487990697723	1431880	0.8873	9220	120133	0.0921395453372512	0.00346359473302694	0.790678792480249	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell67	0.890904803216153	1540819	0.8939	9094	123849	0.0697220001776357	0.00283686112741128	0.796987858218784	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell69	0.766203964513109	1078075	0.8922	8802	97703	0.0935488163106558	0.00235473340587595	0.782787406500208	FALSE	NA
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell70	0.723992299658908	740984	0.8961	8631	95832	0.0601990984222389	0.00239357802070965	0.788449176803258	FALSE	NA
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell71	0.847763469512929	1311795	0.8907	9349	146112	0.0771942071835304	0.00185863606776087	0.79601677296721	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell72	0.823477032775874	549224	0.8925	7980	85998	0.0670596990627689	0.00288404517199746	0.784217870775691	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell73	0.852927386557776	1976068	0.9035	9264	146880	0.0647807734204793	0.00368275951257076	0.793924149113899	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell74	0.852616593752202	2985781	0.8927	9899	178601	0.0739469543843539	0.0039454176640504	0.795653913967572	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell75	0.910552991804975	4148068	0.9027	10699	236927	0.0794548531826259	0.00276442344726321	0.796081654071185	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell77	0.872990824956168	1622648	0.894	9048	110364	0.0700047116813454	0.00449788030927954	0.782831600163954	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell78	0.861141574389551	1095121	0.9079	8839	103428	0.069197896120973	0.00534280257062356	0.783946748219227	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell79	0.890522737645567	1763624	0.5556	9503	129655	0.0517527283945856	0.0031267887654276	0.777419926889039	FALSE	NA
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell80	0.846861929488561	1817865	0.8969	9801	189878	0.0581583964440325	0.00266496949513633	0.79572029030273	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell81	0.56806451137891	1268054	0.8844	9702	115691	0.0850368654432929	0.000285300987771179	0.785601491437306	FALSE	NA
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell82	0.787325456498389	62523	0.8796	5226	28110	0.0575595873354678	0.128734979657489	0.696187329969703	FALSE	NA
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell83	0.900001408122363	1950700	0.9031	8905	121527	0.0753824253046648	0.00330056246271554	0.782717792986545	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell85	0.795066740027607	1023161	0.9028	7995	75806	0.0932248107009999	0.0048255269016341	0.761506830532029	FALSE	NA
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell86	0.738545137130942	1322301	0.8982	9405	134597	0.0681144453442499	0.0020370164075306	0.792605406759451	FALSE	NA
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell87	0.813916638703352	1946073	0.8972	9593	168526	0.0585310278532689	0.00213785830696961	0.797348623871492	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell88	0.620330273466534	1083732	0.8948	9268	163753	0.0478769854598084	0.00151808118001327	0.798559657958331	FALSE	NA
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell89	0.832971858204098	551989	0.92	7613	102913	0.0557461156510839	0.00542981749033712	0.779267001384657	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell90	0.861479026414613	2306587	0.9157	9966	258615	0.0511339249463488	0.0022519290366759	0.804297453492755	FALSE	NA
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell91	0.896086795506604	74128	0.888	5674	33578	0.0492286616236822	0.105498640359198	0.718299308565304	FALSE	NA
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell93	0.870823840383805	1111626	0.8889	8753	107312	0.0839141941255405	0.00279249545824324	0.788372373314673	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell94	0.869061193000541	1212483	0.8901	9921	177102	0.0635509480412418	0.00129584311762783	0.800861538475489	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell95	0.903942181797922	1168104	0.8908	9170	134467	0.0689239739118148	0.00252855444595768	0.789166126479942	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell96	0.87561827053658	712348	0.8971	8169	103579	0.0547697892429933	0.00310199280035357	0.780967923194371	TRUE	HEK293T cells
