orig.ident	nCount_ATAC	nFeature_ATAC	nCount_ACTIVITY	nFeature_ACTIVITY	Ident_old	tech	predicted.id	prediction.score.max
SIM_3_4-2	SIM	108619	23639	0.999999999999927	12624	Epi	atac	FB-COL14A1	0.829847022872828
SIM_3_4-3	SIM	42012	12774	0.999999999999979	9429	Epi	atac	FB-GPC3	0.466287609049153
SIM_3_4-4	SIM	51127	15413	0.999999999999982	10473	Epi	atac	FB-ZEB1	0.541567650270906
SIM_3_4-5	SIM	94183	18922	1.00000000000005	11942	DC	atac	DC	1
SIM_3_4-6	SIM	115892	23776	1.00000000000016	12976	Epi	atac	Epi	0.489828977670794
SIM_3_4-7	SIM	72592	16491	0.999999999999938	11054	FB-COL14A1	atac	FB-COL14A1	0.318421588342369
SIM_3_4-8	SIM	58197	16546	0.999999999999892	10920	Epi	atac	SM-Visceral	0.660606951013204
SIM_3_5-1	SIM	113215	22055	1.00000000000013	12371	Epi	atac	Epi	0.989936325930639
SIM_3_5-2	SIM	41818	13240	1.00000000000004	9555	Epi	atac	CACNA1A	0.497942055776141
SIM_3_5-4	SIM	51626	14040	0.999999999999982	10509	Endo	atac	Endo	0.915852533973245
SIM_3_5-5	SIM	50449	15258	1.00000000000022	10298	Epi	atac	Epi	0.2862188248212
SIM_3_5-6	SIM	154966	26000	0.999999999999961	13149	DC	atac	T	0.563854041233819
SIM_3_5-7	SIM	103959	22915	1.00000000000005	12328	FB-COL14A1	atac	FB-COL14A1	0.437285255988221
SIM_3_5-8	SIM	100794	22718	0.999999999999741	12638	Epi	atac	FB-ADAMDEC1	0.822142584306193
SIM_3_6-1	SIM	23928	8229	1.00000000000001	7311	Epi	atac	FB-COL14A1	0.270523923997199
SIM_3_6-2	SIM	46512	13119	0.999999999999931	9952	Endo	atac	Endo	1
SIM_3_6-3	SIM	41240	12154	1.00000000000007	9490	Epi	atac	Epi	0.618306332368962
SIM_3_6-4	SIM	83613	18103	0.999999999999986	11716	DC	atac	DC	1
SIM_3_6-5	SIM	86594	20207	1.00000000000026	12218	Epi	atac	Epi	0.94699113823726
SIM_3_6-6	SIM	48447	13310	1.00000000000008	9888	1	atac	FB-GPC3	0.333824868608825
SIM_3_6-7	SIM	96847	21057	1.00000000000011	12394	SM-Vascular	atac	SM-Vascular	0.912911013041391
SIM_3_6-8	SIM	79308	20124	1.00000000000003	11951	Epi	atac	FB-COL14A1	0.530395788422511
SIM_3_7-1	SIM	52312	14341	1.00000000000005	9936	Epi	atac	FB-COL14A1	0.448123103282505
SIM_3_7-2	SIM	98044	21418	1.00000000000008	12467	Epi	atac	Epi	0.830650911983942
SIM_3_7-3	SIM	48694	12300	0.999999999999995	9646	SM-Visceral	atac	SM-Visceral	0.663057364725203
SIM_3_7-4	SIM	92030	20641	1.0000000000001	12309	1	atac	FB-ZEB1	0.662799254662774
SIM_3_7-5	SIM	43411	12956	0.999999999999938	9668	Endo	atac	SM-Vascular	0.203726176784033
SIM_3_7-6	SIM	109071	23872	1.00000000000018	12592	FB-COL14A1	atac	FB-COL14A1	0.883983500214082
SIM_3_7-7	SIM	60062	14317	0.999999999999835	10534	Endo	atac	Endo	0.927953248946031
SIM_3_7-8	SIM	92888	20560	1.00000000000013	11951	SM-Visceral	atac	SM-Visceral	0.977921803143188
SIM_3_8-1	SIM	80163	18810	0.999999999999897	11748	FB-COL14A1	atac	FB-COL14A1	0.624865301003936
SIM_3_8-2	SIM	27271	9174	1.00000000000007	7772	Epi	atac	FB-COL14A1	0.429723016732605
SIM_3_8-3	SIM	81455	19458	0.999999999999815	11606	FB-COL14A1	atac	FB-COL14A1	0.871213052095407
SIM_3_8-4	SIM	80815	18516	0.999999999999981	11731	FB-COL14A1	atac	FB-KCNN3	0.850227338419914
SIM_3_8-5	SIM	61141	15121	0.999999999999966	10905	T	atac	T	0.832715223429971
SIM_3_8-6	SIM	45692	13321	1.00000000000001	9964	DC	atac	DC	0.938566567261899
SIM_3_8-7	SIM	44935	13726	0.999999999999942	9968	Endo	atac	Endo	0.550650296831091
SIM_3_8-8	SIM	20780	7780	1.00000000000001	6883	Epi	atac	FB-COL14A1	0.287499356089246
SIM_3_9-1	SIM	90061	21212	0.999999999999934	12051	FB-COL14A1	atac	FB-COL14A1	0.749751063156695
SIM_3_9-2	SIM	42908	11158	0.999999999999987	8301	Epi	atac	FB-ADAMDEC1	0.508713890131851
SIM_3_9-3	SIM	37147	11797	1.00000000000006	9295	Endo	atac	Endo	0.420313983860744
SIM_3_9-5	SIM	38999	12188	1.00000000000001	9513	Epi	atac	SM-Visceral	0.616158220362345
SIM_3_9-6	SIM	120263	22128	0.999999999999863	12462	DC	atac	DC	0.977343646925845
SIM_3_9-7	SIM	53436	13720	0.999999999999887	10370	SM-Visceral	atac	SM-Visceral	0.810720634809916
SIM_3_9-8	SIM	88544	20097	0.999999999999683	12140	Epi	atac	Epi	0.970373934506882
SIM_3_10-1	SIM	26989	9477	0.999999999999982	7977	Epi	atac	FB-COL14A1	0.363121700085305
SIM_3_10-3	SIM	44067	12119	1.00000000000008	9376	Endo	atac	Endo	0.544087328887349
SIM_3_10-4	SIM	37557	11248	0.999999999999989	8747	Epi	atac	SM-Visceral	0.372924242983691
SIM_3_10-5	SIM	58420	14981	0.999999999999904	10698	T	atac	B	0.638390041818472
SIM_3_10-6	SIM	101611	22790	1.00000000000001	12370	FB-COL14A1	atac	FB-COL14A1	0.839299900403225
SIM_3_10-7	SIM	34124	11198	0.999999999999989	8752	Epi	atac	FB-COL14A1	0.288262772100685
SIM_3_10-8	SIM	87991	18030	1.00000000000016	11750	DC	atac	DC	0.995934168221812
SIM_3_11-1	SIM	35028	11674	0.999999999999949	8712	Epi	atac	FB-ZEB1	0.297328288608406
SIM_3_11-2	SIM	36136	11687	0.999999999999923	9070	Epi	atac	FB-COL14A1	0.228214988427786
SIM_3_11-3	SIM	34175	11714	0.999999999999857	9083	Epi	atac	SM-Visceral	0.176008278196226
SIM_3_11-4	SIM	77395	19098	1.00000000000003	11592	FB-COL14A1	atac	FB-COL14A1	0.785956640016897
SIM_3_11-5	SIM	48919	14230	1.00000000000003	9953	FB-COL14A1	atac	FB-COL14A1	0.628969404504756
SIM_3_11-6	SIM	53009	15642	1.00000000000014	10486	Epi	atac	FB-COL14A1	0.419699900916258
SIM_3_11-7	SIM	31029	10683	1	8632	Epi	atac	Glial	0.263609248363991
SIM_3_11-8	SIM	81669	17535	1.00000000000013	11542	Endo	atac	Endo	0.991496305450374
SIM_3_12-1	SIM	85161	18685	0.999999999999772	11742	DC	atac	DC	1
SIM_3_12-2	SIM	45646	13535	1.00000000000002	9628	Epi	atac	FB-COL14A1	0.561347937781181
SIM_3_12-3	SIM	39014	12220	0.999999999999954	9486	Epi	atac	FB-KCNN3	0.551624453844122
SIM_3_12-4	SIM	89342	20029	0.999999999999982	12237	SM-Vascular	atac	SM-Vascular	0.972086802569321
SIM_3_12-5	SIM	61229	15737	0.999999999999959	10953	Epi	atac	Epi	0.255418717195826
SIM_3_12-6	SIM	46890	13918	0.9999999999998	10299	Epi	atac	Epi	0.527440426082134
SIM_3_12-7	SIM	61238	14867	0.999999999999932	10523	SM-Visceral	atac	SM-Visceral	0.953707802959655
SIM_3_12-8	SIM	110168	21709	1.00000000000002	12626	Epi	atac	Epi	0.817153942173257
SIM_10_1-1	SIM	38001	11665	1.00000000000002	9089	SM-Visceral	atac	SM-Visceral	0.526468293743142
SIM_10_1-2	SIM	86138	20354	1.00000000000004	11689	FB-COL14A1	atac	FB-COL14A1	0.853455839721211
SIM_10_1-5	SIM	118688	22585	1.00000000000004	12982	1	atac	Glial	1
SIM_10_1-6	SIM	107312	21253	1.00000000000013	12389	Epi	atac	Epi	0.853809655476411
SIM_10_1-7	SIM	124634	23264	1.00000000000021	12625	1	atac	FB-ADAMDEC1	0.684935427912232
SIM_10_2-1	SIM	49966	13774	1.00000000000021	10283	SM-Vascular	atac	SM-Vascular	0.991826875294858
SIM_10_2-2	SIM	71336	15019	1.00000000000003	10606	DC	atac	DC	0.986467046970306
SIM_10_2-3	SIM	62926	14371	0.999999999999834	10837	1	atac	FB-ZEB1	0.758858156020437
SIM_10_2-4	SIM	36336	11375	1.00000000000003	8642	SM-Visceral	atac	SM-Visceral	0.589841123221277
SIM_10_2-5	SIM	71742	17717	0.999999999999713	11407	1	atac	FB-ADAMDEC1	0.837022790692112
SIM_10_2-6	SIM	36846	10463	0.999999999999959	8417	Epi	atac	Epi	0.887902104460939
SIM_10_2-7	SIM	37418	11950	0.999999999999924	8847	SM-Visceral	atac	FB-ADAMDEC1	0.504167355845595
SIM_10_3-1	SIM	60909	16271	1.00000000000009	10645	FB-COL14A1	atac	FB-COL14A1	0.795745995310556
SIM_10_3-2	SIM	43905	13156	0.999999999999847	9358	FB-COL14A1	atac	FB-COL14A1	0.606766018139585
SIM_10_3-3	SIM	37198	11426	0.999999999999982	8884	Endo	atac	Endo	1
SIM_10_3-4	SIM	77948	17149	0.999999999999844	11571	SM-Vascular	atac	SM-Vascular	1
SIM_10_3-5	SIM	107418	22052	1.00000000000012	12424	Epi	atac	Epi	0.984656210044962
SIM_10_3-7	SIM	77644	18508	1.00000000000026	11147	FB-COL14A1	atac	SM-Visceral	0.435665778579989
SIM_10_4-1	SIM	66433	17334	1.00000000000015	10982	FB-COL14A1	atac	FB-COL14A1	0.683453058663988
SIM_10_4-2	SIM	66032	15763	0.999999999999923	10556	Epi	atac	Epi	0.994042090422812
SIM_10_4-4	SIM	38814	11319	0.999999999999903	8991	Epi	atac	Epi	0.995602348768219
SIM_10_4-5	SIM	62269	15377	0.999999999999866	10881	DC	atac	DC	0.999999999999999
SIM_10_4-8	SIM	81813	19416	1.00000000000009	11680	1	atac	FB-ADAMDEC1	0.513979266147183
SIM_10_5-2	SIM	51666	14700	1.00000000000023	10040	FB-COL14A1	atac	FB-Prol	0.597760198961529
SIM_10_5-4	SIM	45551	11461	1.00000000000002	9345	DC	atac	DC	0.963675489621933
SIM_10_5-5	SIM	62359	17666	1.00000000000003	11272	Epi	atac	Epi	0.879663988446416
SIM_10_5-6	SIM	89406	19433	0.999999999999977	11977	Epi	atac	Epi	0.830028931936244
SIM_10_5-7	SIM	102242	20956	1.00000000000001	12205	Epi	atac	Epi	0.96530844175625
SIM_10_5-8	SIM	75290	17172	1.00000000000016	11688	DC	atac	FB-ZEB1	0.387499010283952
SIM_10_6-1	SIM	69209	14841	1.00000000000013	10707	DC	atac	DC	0.956804615658176
SIM_10_6-2	SIM	65899	15528	0.999999999999881	10643	DC	atac	DC	0.996287522022033
SIM_10_6-3	SIM	46083	11762	0.999999999999939	9221	FB-COL14A1	atac	FB-COL14A1	0.475253537867805
SIM_10_6-6	SIM	53746	15111	1.00000000000015	10038	FB-COL14A1	atac	FB-COL14A1	0.930262928300253
SIM_10_6-8	SIM	34024	10773	1.00000000000008	8511	1	atac	SM-Visceral	0.56531534747538
SIM_10_7-2	SIM	25843	7797	1.00000000000003	7346	T	atac	T	0.976071546565446
SIM_10_7-3	SIM	59612	13517	1.00000000000018	10310	T	atac	T-Prog	0.573814543299138
SIM_10_7-4	SIM	78652	17778	1.00000000000015	11669	Epi	atac	Epi	0.97348461665397
SIM_10_7-5	SIM	93550	19527	0.999999999999875	12313	Glial	atac	Glial	1
SIM_10_7-7	SIM	38649	10129	0.999999999999931	8717	T	atac	T	0.904953834978064
SIM_10_7-8	SIM	68402	17737	0.999999999999847	11097	FB-COL14A1	atac	FB-GPC3	0.399600300562115
SIM_10_8-1	SIM	85788	18716	1.00000000000013	11897	1	atac	FB-ZEB1	0.822863510372838
SIM_10_8-2	SIM	41446	11185	1.00000000000004	8956	DC	atac	DC	0.985980738594432
SIM_10_8-3	SIM	38402	12438	0.999999999999934	9059	FB-COL14A1	atac	FB-COL14A1	0.416820606393291
SIM_10_8-4	SIM	71187	18345	0.99999999999978	11236	FB-COL14A1	atac	FB-COL14A1	0.839545587648466
SIM_10_8-5	SIM	69298	16694	0.999999999999971	11276	1	atac	FB-ADAMDEC1	0.529602656395963
SIM_10_9-2	SIM	34107	7920	1.00000000000008	7068	Epi	atac	FB-COL14A1	0.33992416933664
SIM_10_9-5	SIM	83055	19649	1.00000000000023	11556	FB-COL14A1	atac	FB-COL14A1	0.564880166755915
SIM_10_9-8	SIM	81003	17023	1.00000000000007	11251	DC	atac	DC	0.877814261900408
SIM_10_10-3	SIM	56809	14183	1.0000000000001	10465	Epi	atac	Epi	0.955546795291942
SIM_10_10-5	SIM	29741	9579	1.00000000000005	7744	SM-Visceral	atac	SM-Visceral	0.40299808139064
SIM_10_10-6	SIM	66764	15914	1.00000000000003	10899	1	atac	FB-ZEB1	0.824010751455263
SIM_10_10-7	SIM	57162	14998	1.00000000000004	10491	SM-Visceral	atac	SM-Visceral	0.72567577382505
SIM_10_10-8	SIM	77815	18720	1.00000000000004	10914	FB-COL14A1	atac	FB-COL14A1	0.810017258287124
SIM_10_11-1	SIM	50818	13891	0.999999999999989	10466	Glial	atac	Glial	0.999999999999999
SIM_10_11-6	SIM	68041	14523	1.00000000000015	10769	T	atac	T-Prog	0.737669687728889
SIM_10_11-7	SIM	39406	10751	1.00000000000004	8795	Epi	atac	Epi	0.975283168657277
SIM_10_11-8	SIM	31138	9115	0.999999999999867	8152	T	atac	T	0.355096724714728
SIM_10_12-1	SIM	71746	16889	0.999999999999931	11398	1	atac	FB-ADAMDEC1	0.435308600459054
SIM_10_12-3	SIM	85883	20779	0.999999999999948	11639	FB-COL14A1	atac	FB-COL14A1	0.956775192483767
SIM_10_12-5	SIM	40518	11716	1.00000000000019	8862	Epi	atac	Epi	0.427845570742792
SIM_10_12-7	SIM	32948	8410	0.999999999999999	7367	Epi	atac	Epi	0.966472662445427
SIM_4_1-4	SIM	62310	15766	0.99999999999977	10804	SM-Visceral	atac	SM-Visceral	0.852224627421595
SIM_4_1-5	SIM	30240	10209	0.999999999999981	7651	FB-COL14A1	atac	FB-COL14A1	0.379388697849351
SIM_4_1-7	SIM	74855	18699	0.999999999999942	11337	FB-COL14A1	atac	FB-COL14A1	0.721914078344843
SIM_4_1-8	SIM	93440	19019	0.999999999999907	12014	Epi	atac	Epi	0.92585475424725
SIM_4_2-1	SIM	71489	15943	1.00000000000021	10610	DC	atac	DC	1
SIM_4_2-4	SIM	62750	16745	1.0000000000001	10628	FB-COL14A1	atac	FB-COL14A1	0.505551450049757
SIM_4_2-5	SIM	58958	15071	1.0000000000001	9991	FB-COL14A1	atac	FB-COL14A1	0.769797726992391
SIM_4_2-8	SIM	86270	18959	1.00000000000004	11814	Epi	atac	Epi	0.944886816859844
SIM_4_3-1	SIM	48520	12793	1.00000000000022	8805	Epi	atac	FB-COL14A1	0.289741079853051
SIM_4_3-5	SIM	39915	12350	1.0000000000001	8798	Epi	atac	FB-COL14A1	0.43881425524799
SIM_4_3-7	SIM	80975	19299	0.999999999999832	11590	FB-COL14A1	atac	FB-COL14A1	0.764100836288011
SIM_4_3-8	SIM	33278	9652	0.999999999999949	8360	1	atac	FB-ADAMDEC1	0.553796099385787
SIM_4_4-1	SIM	126336	22444	1.00000000000007	12591	Epi	atac	Epi	0.988455170234949
SIM_4_4-4	SIM	88528	20481	0.999999999999967	11739	FB-COL14A1	atac	FB-COL14A1	0.856821664560333
SIM_4_4-5	SIM	64590	17445	0.999999999999958	10911	FB-COL14A1	atac	SM-Vascular	0.451333185059314
SIM_4_4-6	SIM	60607	12998	1.00000000000004	9967	Endo	atac	Endo	0.992694791657316
SIM_4_4-7	SIM	95263	21961	0.999999999999949	12021	FB-COL14A1	atac	FB-COL14A1	0.706024594362778
SIM_4_4-8	SIM	62867	17265	1.0000000000001	10699	FB-COL14A1	atac	FB-COL14A1	0.809891647090474
SIM_4_5-1	SIM	32472	10273	0.99999999999979	8411	Glial	atac	Glial	0.993107842364165
SIM_4_5-5	SIM	72994	17513	0.999999999999856	11326	DC	atac	DC	0.629677782209046
SIM_4_5-6	SIM	40492	11745	1.00000000000016	9414	Epi	atac	Epi	0.516076801245754
SIM_4_5-7	SIM	102396	22144	1.00000000000024	12195	FB-COL14A1	atac	FB-COL14A1	0.438148862707936
SIM_4_5-8	SIM	37264	8956	0.999999999999908	7205	T	atac	FB-COL14A1	0.445225324337624
SIM_4_6-1	SIM	49676	14466	1	10134	1	atac	FB-ADAMDEC1	0.969498819946218
SIM_4_6-7	SIM	22510	6318	0.999999999999966	5569	Epi	atac	SM-Visceral	0.253990584683254
SIM_4_6-8	SIM	21791	5588	1.00000000000005	4901	Epi	atac	FB-COL14A1	0.471812132909952
SIM_4_7-1	SIM	82645	17084	0.999999999999942	11283	DC	atac	DC	0.991881477082113
SIM_4_7-4	SIM	54774	15575	1	10273	FB-COL14A1	atac	FB-COL14A1	0.536529359679697
SIM_4_7-5	SIM	89425	20085	1.00000000000021	12158	SM-Vascular	atac	SM-Vascular	0.915403291087588
SIM_4_7-7	SIM	47233	13565	0.999999999999949	10086	Endo	atac	Endo	0.975696049319245
SIM_4_8-1	SIM	51904	13858	1.00000000000018	9776	Glial	atac	Glial	0.926820558065806
SIM_4_8-6	SIM	19196	5042	0.999999999999979	3870	Epi	atac	FB-COL14A1	0.373675184681247
SIM_4_9-1	SIM	63193	15356	1.00000000000017	10935	Glial	atac	Glial	1
SIM_4_9-6	SIM	84634	17488	0.999999999999867	11716	Epi	atac	Epi	0.998944512894979
SIM_4_9-7	SIM	30307	8987	0.99999999999999	7569	Endo	atac	Endo	0.493390633385639
SIM_4_9-8	SIM	24370	7293	0.999999999999924	6056	Epi	atac	FB-COL14A1	0.487312981455188
SIM_4_10-1	SIM	65756	16581	1.00000000000012	11313	Epi	atac	Epi	0.808794335405673
SIM_4_10-4	SIM	44757	12094	0.99999999999991	9465	SM-Visceral	atac	SM-Visceral	0.785114947755162
SIM_4_10-5	SIM	56387	14693	1.00000000000008	10629	Epi	atac	T	0.789523556583264
SIM_4_10-6	SIM	71210	17292	0.999999999999969	11328	1	atac	FB-ADAMDEC1	0.806487560385113
SIM_4_10-7	SIM	81345	18230	1.00000000000015	11710	Epi	atac	Epi	0.890454052331341
SIM_4_11-1	SIM	92430	20987	0.999999999999999	11776	FB-COL14A1	atac	FB-COL14A1	0.816112580381625
SIM_4_11-5	SIM	108351	22589	1.00000000000009	12819	Epi	atac	FB-COL14A1	0.572667769231166
SIM_4_11-7	SIM	115009	21735	0.999999999999856	12603	Epi	atac	Epi	0.878060258528687
SIM_4_11-8	SIM	77765	18055	0.999999999999884	11710	Epi	atac	Epi	0.807110616782115
SIM_4_12-1	SIM	42932	12343	1.00000000000009	9559	Glial	atac	Glial	1
SIM_4_12-4	SIM	71074	17168	0.999999999999837	11171	1	atac	FB-ADAMDEC1	0.610743189612835
SIM_4_12-7	SIM	35045	9192	1.00000000000007	8258	DC	atac	DC	0.9505005778737
SIM_4_12-8	SIM	56009	15491	0.999999999999976	10410	FB-COL14A1	atac	FB-COL14A1	0.685579749594093
SIM_5_1-1	SIM	65059	17072	1.00000000000015	10619	FB-COL14A1	atac	FB-COL14A1	0.749323381619146
SIM_5_1-4	SIM	75044	19150	1.00000000000001	11235	FB-COL14A1	atac	FB-COL14A1	0.734995726970237
SIM_5_1-5	SIM	50525	13322	1	10207	Glial	atac	Glial	1
SIM_5_1-8	SIM	49849	13223	0.999999999999973	9887	SM-Visceral	atac	SM-Visceral	0.680583132580204
SIM_5_2-1	SIM	68018	16378	1.0000000000001	10410	FB-COL14A1	atac	FB-COL14A1	0.838367706346431
SIM_5_2-4	SIM	27063	9362	1.0000000000001	8241	Epi	atac	Epi	0.835800627214113
SIM_5_2-5	SIM	82177	16196	0.999999999999928	11131	1	atac	FB-ZEB1	0.755071752124201
SIM_5_2-6	SIM	111836	21919	0.999999999999754	12633	Epi	atac	Epi	0.777511163345627
SIM_5_2-8	SIM	87029	18709	0.999999999999923	11419	SM-Visceral	atac	SM-Visceral	0.76862557806449
SIM_5_3-1	SIM	29312	10275	1.00000000000005	7669	FB-COL14A1	atac	SM-Visceral	0.829456837555668
SIM_5_3-5	SIM	103056	22956	1.00000000000018	12399	Epi	atac	FB-COL14A1	0.913489942608289
SIM_5_3-7	SIM	65428	15636	0.999999999999872	10900	Epi	atac	Epi	0.992264377801502
SIM_5_3-8	SIM	24646	6934	0.999999999999989	5970	Epi	atac	FB-COL14A1	0.385643482589929
SIM_5_4-1	SIM	49133	13465	1.00000000000012	9993	1	atac	FB-ZEB1	0.679669427604929
SIM_5_4-4	SIM	108356	22300	0.999999999999872	12366	SM-Vascular	atac	SM-Vascular	0.955444336688348
SIM_5_4-5	SIM	109247	21205	1.00000000000008	12451	Epi	atac	Epi	0.942176569754866
SIM_5_4-6	SIM	66664	17467	0.999999999999845	10677	FB-COL14A1	atac	FB-COL14A1	0.942687933065407
SIM_5_4-7	SIM	35081	10040	0.999999999999962	8356	SM-Visceral	atac	SM-Visceral	0.80766176617885
SIM_5_4-8	SIM	59736	14355	1.00000000000015	10451	SM-Vascular	atac	SM-Vascular	0.490819111952019
SIM_5_5-4	SIM	25988	8499	0.999999999999949	7465	Endo	atac	Endo	0.930040913232912
SIM_5_5-5	SIM	19640	5505	0.999999999999932	4997	Epi	atac	FB-COL14A1	0.424401643554123
SIM_5_5-6	SIM	55869	14285	1.00000000000012	9313	FB-COL14A1	atac	FB-COL14A1	0.766161701575144
SIM_5_5-7	SIM	29047	9504	0.99999999999988	7923	Epi	atac	FB-COL14A1	0.298147319371423
SIM_5_5-8	SIM	39688	11986	1.0000000000002	9167	Epi	atac	SM-Visceral	0.777085058526245
SIM_5_6-1	SIM	113926	20353	0.999999999999874	12454	1	atac	FB-ZEB1	0.981771623093565
SIM_5_6-4	SIM	87208	18812	0.999999999999999	11884	T	atac	B	0.675891523109918
SIM_5_6-5	SIM	53586	14324	1.00000000000009	10406	1	atac	FB-ZEB1	0.710160967906361
SIM_5_6-7	SIM	58730	13876	0.999999999999766	10469	T	atac	T-Prog	0.831506280168077
SIM_5_6-8	SIM	72207	16151	1.0000000000001	11209	1	atac	FB-ZEB1	0.878267958092482
SIM_5_7-4	SIM	95239	18628	0.999999999999966	11848	SM-Vascular	atac	SM-Vascular	1
SIM_5_7-8	SIM	88534	18313	1.00000000000014	11818	SM-Vascular	atac	SM-Vascular	0.944491445081471
SIM_5_8-4	SIM	28746	9699	1	7912	SM-Visceral	atac	SM-Visceral	0.708332029711618
SIM_5_8-5	SIM	95850	19823	1.00000000000003	12172	Epi	atac	Epi	0.792947908441535
SIM_5_8-6	SIM	76259	17978	1.00000000000002	11553	Epi	atac	Epi	0.866491692156844
SIM_5_8-8	SIM	73206	17431	1.00000000000005	11428	Epi	atac	Epi	0.8519176137295
SIM_5_9-1	SIM	70660	15397	0.9999999999999	10887	Epi	atac	Epi	0.916545602134122
SIM_5_9-5	SIM	16576	6470	0.999999999999987	5792	Epi	atac	SM-Vascular	0.323620156170611
SIM_5_9-7	SIM	34110	11121	0.999999999999878	8253	SM-Vascular	atac	SM-Vascular	0.395917240286234
SIM_5_9-8	SIM	36737	11127	1.00000000000014	9036	T	atac	DC	0.545067134557675
SIM_5_10-4	SIM	67000	16024	0.999999999999876	10915	DC	atac	DC	0.983960581494851
SIM_5_10-6	SIM	22690	6184	1.00000000000003	5769	Epi	atac	Epi	0.629927554163375
SIM_5_10-7	SIM	58572	14148	0.99999999999999	10271	DC	atac	DC	0.976500214690574
SIM_5_10-8	SIM	73160	17462	1.00000000000024	11443	Epi	atac	Epi	0.688670030933407
SIM_5_11-1	SIM	69009	15922	0.999999999999995	10280	1	atac	FB-ZEB1	0.836242719905642
SIM_5_11-5	SIM	83993	16863	1.00000000000009	11447	Epi	atac	Epi	0.999984733897214
SIM_5_11-7	SIM	88700	18541	0.999999999999859	11841	Epi	atac	Epi	0.939537936648453
SIM_5_11-8	SIM	70870	17044	1.00000000000006	11134	SM-Visceral	atac	SM-Visceral	0.961173242179774
SIM_5_12-1	SIM	72508	16813	1.00000000000016	11089	SM-Visceral	atac	FB-Prol	0.554639822893077
SIM_5_12-4	SIM	34650	8427	0.999999999999941	7791	Epi	atac	Epi	0.889461555939765
SIM_5_12-5	SIM	21329	6126	1.00000000000004	5144	Epi	atac	FB-COL14A1	0.306154882371358
SIM_5_12-6	SIM	44606	11018	0.999999999999932	8896	SM-Visceral	atac	SM-Visceral	0.661803595593698
SIM_5_12-8	SIM	87950	16959	0.999999999999993	11562	1	atac	FB-ZEB1	0.617877312998845
SIM_6_1-1	SIM	69882	18028	1.00000000000005	10979	FB-COL14A1	atac	FB-COL14A1	0.625385206944534
SIM_6_1-4	SIM	61794	13575	0.999999999999899	10326	Endo	atac	Endo	1
SIM_6_1-5	SIM	89384	19282	1.00000000000002	12040	Epi	atac	Epi	0.95561076740905
SIM_6_1-6	SIM	62666	16893	0.999999999999913	10722	FB-COL14A1	atac	FB-COL14A1	0.441483292519423
SIM_6_1-7	SIM	74477	18713	0.99999999999997	11435	FB-COL14A1	atac	FB-COL14A1	0.741025145117826
SIM_6_1-8	SIM	65804	16814	1.00000000000014	11055	Epi	atac	Epi	0.969028343617651
SIM_6_2-1	SIM	74413	18086	1.00000000000012	11392	SM-Vascular	atac	SM-Vascular	0.966678367202678
SIM_6_2-5	SIM	96276	20322	0.999999999999843	11966	Epi	atac	Epi	0.89354432387767
SIM_6_2-6	SIM	38173	10632	0.999999999999934	8798	T	atac	T	0.992211110610788
SIM_6_3-1	SIM	26953	8184	0.999999999999971	7438	T	atac	T	0.976389781355604
SIM_6_3-4	SIM	29562	9422	0.999999999999967	7898	SM-Visceral	atac	SM-Visceral	0.733308522772481
SIM_6_3-5	SIM	31685	9452	0.999999999999867	7844	Epi	atac	Epi	0.682655266116349
SIM_6_3-7	SIM	65851	15298	1	10643	Epi	atac	Epi	0.9454083776554
SIM_6_4-1	SIM	111099	22035	0.999999999999911	12626	Epi	atac	Epi	0.861807678982302
SIM_6_4-4	SIM	65616	16979	1.00000000000014	10812	FB-COL14A1	atac	FB-COL14A1	0.894708356921837
SIM_6_4-5	SIM	46329	13032	1.00000000000001	9640	Epi	atac	Epi	0.395436841028585
SIM_6_4-6	SIM	146603	25449	0.999999999999972	12803	FB-COL14A1	atac	FB-COL14A1	0.831062571008
SIM_6_4-7	SIM	71099	14086	0.999999999999932	10063	Epi	atac	Epi	0.718853138981131
SIM_6_4-8	SIM	45423	13191	1.00000000000001	9848	DC	atac	DC	0.904774857971222
SIM_6_5-1	SIM	72672	17857	0.999999999999935	11196	FB-COL14A1	atac	SM-Visceral	0.650786586249888
SIM_6_5-4	SIM	64687	15979	1.00000000000015	10487	SM-Visceral	atac	SM-Visceral	0.606451574632395
SIM_6_5-5	SIM	17653	6692	0.999999999999884	5820	Epi	atac	FB-COL14A1	0.585576803359064
SIM_6_5-6	SIM	72276	17579	1.00000000000013	11251	1	atac	FB-ADAMDEC1	0.36685931236864
SIM_6_5-7	SIM	57159	14442	1.0000000000001	9966	FB-COL14A1	atac	FB-COL14A1	0.576599336916695
SIM_6_5-8	SIM	74440	16656	1.00000000000021	11213	DC	atac	Glial	0.617715509868589
SIM_6_6-1	SIM	67422	15965	1.00000000000021	11055	Epi	atac	Epi	1
SIM_6_6-5	SIM	76158	15083	0.999999999999988	10670	Epi	atac	Epi	0.946160384562255
SIM_6_6-8	SIM	44845	13480	1.00000000000006	9587	FB-COL14A1	atac	FB-COL14A1	0.886323682087711
SIM_6_7-5	SIM	56987	15533	1.00000000000009	10414	FB-COL14A1	atac	FB-Prol	0.392578758757725
SIM_6_7-6	SIM	60555	15373	1.00000000000001	10308	1	atac	FB-ADAMDEC1	0.850216055422257
SIM_6_7-7	SIM	29325	9405	0.999999999999927	7623	1	atac	FB-Prol	0.300267344676426
