tissue	samplingPos	class	predicted.ident	prediction.score.max	Reads	Aligned_ratio	Num_frags	Mito_ratio	FRiP	Peaks_detected	tSNE_1	tSNE_2
LP_1_6-8	Lung	Lung Peripheral	Epithelium	Epi	1	1742657	0.9841	139013	0.0127547327618098	0.843302424953062	46653	0.744334912451868	45.0699374728125
LP_1_7-1	Lung	Lung Peripheral	Epithelium	Epi	0.82585258271909	1069473	0.9782	105791	0.0145329238145179	0.844051006229263	39848	4.74527169159937	43.9893172464772
LP_1_7-2	Lung	Lung Peripheral	Smooth muscle	SM-HHIP	0.975320326469303	940444	0.9819	95239	0.0124480984599097	0.864215289954745	35412	39.4599698797208	-32.7520686651586
LP_1_7-3	Lung	Lung Peripheral	Smooth muscle	SM-STC1	0.701124812349975	848461	0.9798	99583	0.0134046856690774	0.857164375445608	35925	35.8856481648666	-32.1340783412977
LP_1_7-4	Lung	Lung Peripheral	Fibroblast	Fibro-0	0.310414406235635	302103	0.9755	60245	0.0162718459480672	0.806506764046809	28279	39.2820654348092	-19.4296856681608
LP_1_7-5	Lung	Lung Peripheral	Pericyte	Pericyte	0.391510693476925	183670	0.9715	39967	0.0208292714629232	0.762128756223885	20192	35.8622043657391	-23.3970892939197
LP_1_7-6	Lung	Lung Peripheral	Smooth muscle	SM-STC1	0.569961537408486	192904	0.9472	51615	0.0204371479466564	0.841480189867287	25956	32.6562849858099	-23.6300217517012
LP_1_7-7	Lung	Lung Peripheral	Smooth muscle	SM-HHIP	0.353456016752577	227039	0.966	51677	0.032682771605102	0.845792131896201	25046	26.657566872926	-37.4641405416298
LP_1_7-8	Lung	Lung Peripheral	Fibroblast	Fibro-FOSB	0.602825641236888	855894	0.9804	108692	0.0134397283531409	0.789920141316748	39452	20.7137914847795	-39.6526166148804
LP_1_8-1	Lung	Lung Peripheral	Fibroblast	Fibro-0	0.403174864046908	1013288	0.9805	100645	0.0142147177623283	0.622584331064633	33180	33.0137416146544	-23.9065704266927
LP_1_8-2	Lung	Lung Peripheral	Epithelium	Epi	0.755053968454403	552722	0.9783	82050	0.0234386733693203	0.816355880560634	34248	-0.195491586267225	48.3448257649903
LP_1_8-3	Lung	Lung Peripheral	Pericyte	Pericyte	0.588766841048667	464709	0.9743	74607	0.0128140579495533	0.833353438685378	30937	42.5887179238592	-25.0345923082153
LP_1_8-4	Lung	Lung Peripheral	Epithelium	Epi	0.267219893740917	678984	0.9821	77750	0.0197321923172432	0.785646302250804	32726	4.19115048096058	44.713232992747
LP_1_8-5	Lung	Lung Peripheral	Pericyte	Pericyte	0.254481954875276	622505	0.9785	78546	0.0168059518021448	0.710628166934026	31333	41.6563334608915	-24.5422725950304
LP_1_8-6	Lung	Lung Peripheral	Epithelium	Epi	0.682024611605458	603475	0.9689	85660	0.0198638352216345	0.850408592108335	36233	4.32865370301001	44.4853810522518
LP_1_8-7	Lung	Lung Peripheral	Fibroblast	Fibro-0	0.570199863037482	702610	0.9813	85542	0.0128985481301133	0.834549110378528	34407	21.940286375995	-37.9890894058882
LP_1_8-8	Lung	Lung Peripheral	Fibroblast	Fibro-FOSB	0.658167477955604	730774	0.9796	100055	0.0105923384955435	0.845075208635251	38830	23.8413577538052	-34.2343353581046
LP_1_9-1	Lung	Lung Peripheral	Fibroblast	Fibro-FOSB	0.539478956443344	2261416	0.982	175525	0.0100390062666584	0.819604045007834	48972	20.4391308252311	-39.7678544588057
LP_1_9-2	Lung	Lung Peripheral	Smooth muscle	SM-HHIP	0.36631297449555	134893	0.9557	43820	0.0388034163246959	0.826608854404382	22829	35.9014243040175	-22.8937143359144
LP_1_9-3	Lung	Lung Peripheral	Smooth muscle	SM-HHIP	0.328516169702413	362566	0.9721	73398	0.0103270936164488	0.839450666230688	31834	37.1587996316103	-34.0038004347708
LP_1_9-4	Lung	Lung Peripheral	Smooth muscle	SM-HHIP	0.406999289612078	429053	0.9795	82699	0.0132989002494642	0.75979153315034	32096	27.4466592153438	-34.1663588623824
LP_1_9-5	Lung	Lung Peripheral	Smooth muscle	SM-HHIP	0.893981939268328	356823	0.9764	61767	0.0167032603819912	0.848964657503197	28077	36.8817445049643	-30.8203840585658
LP_1_9-6	Lung	Lung Peripheral	Epithelium	Epi	0.660249758824329	612282	0.9709	70552	0.0266224816571405	0.853639868465812	29546	7.35680986393043	45.6030036765048
LP_1_9-7	Lung	Lung Peripheral	Endothelium	Endo	0.246134276764103	216443	0.97	43652	0.015852864039557	0.856936681022634	21990	24.9388679735235	-40.5179221914524
LP_1_9-8	Lung	Lung Peripheral	Epithelium	Epi	0.981653731869433	1404475	0.9831	126940	0.019777527003063	0.822782416889869	44558	-0.105449034545108	45.9382537585597
LP_1_10-1	Lung	Lung Peripheral	Fibroblast	Fibro-FOSB	0.713100812305326	908570	0.9755	96594	0.0205774529055573	0.819202020829451	36599	24.3023948292014	-32.0348179716298
LP_1_10-2	Lung	Lung Peripheral	Erythrocyte	Erythrocyte	0.577871822208597	172878	0.9646	43788	0.0307391826923077	0.736366127706221	21451	30.1377547022168	-32.5511825976079
LP_1_10-3	Lung	Lung Peripheral	Epithelium	Epi	0.803572931021959	2183929	0.9819	152221	0.0267354754658071	0.829543886848726	46371	6.85009019684836	43.7350072112635
LP_1_10-4	Lung	Lung Peripheral	Smooth muscle	SM-HHIP	0.999079560217978	792159	0.9793	93098	0.00913368391918074	0.849180433521665	35987	39.033288648958	-31.5335915568425
LP_1_10-6	Lung	Lung Peripheral	Epithelium	Epi	0.850804568310325	813142	0.9705	111109	0.0135850719762521	0.75822840633972	39224	-2.08179815435637	49.3926523109167
LP_1_10-7	Lung	Lung Peripheral	Fibroblast	Fibro-0	0.628863858649932	647510	0.9778	67586	0.0193461239067723	0.785606486550469	27170	26.1166572159513	-39.9021979057382
LP_1_10-8	Lung	Lung Peripheral	Smooth muscle	SM-HHIP	0.895908256728688	1094463	0.9784	144143	0.00584648916116871	0.729650416600182	44193	36.7280370615185	-31.6368016037629
LP_1_11-1	Lung	Lung Peripheral	Smooth muscle	SM-HHIP	0.559998275157938	1076324	0.9803	109960	0.0114963361901556	0.852646416878865	37561	33.4701606151047	-31.9910634523551
LP_1_11-2	Lung	Lung Peripheral	Fibroblast	Fibro-FOSB	0.766637329557395	387882	0.9786	65942	0.0207103540695292	0.848654878529617	29279	25.8852733999077	-34.0675208162554
LP_1_11-3	Lung	Lung Peripheral	Fibroblast	Fibro-0	0.732121910187183	1001332	0.9826	90986	0.0130814438841954	0.857406633987646	34008	23.813024537883	-37.159906862028
LP_1_11-4	Lung	Lung Peripheral	Fibroblast	Fibro-FOSB	0.679942544157561	587266	0.9784	76764	0.00830904634151049	0.854463029545099	28569	32.333042404404	-34.1806257704209
LP_1_11-5	Lung	Lung Peripheral	Smooth muscle	SM-HHIP	0.980279186851452	1324473	0.9832	116059	0.0124770769177537	0.866688494644965	38351	39.3277995573489	-32.2481060870725
LP_1_11-6	Lung	Lung Peripheral	Smooth muscle	SM-HHIP	0.997937990461032	1063473	0.9777	107752	0.0126462735741877	0.859752023164303	38635	39.2374657035403	-32.7862893021639
LP_1_11-7	Lung	Lung Peripheral	Smooth muscle	SM-STC1	0.544027648765935	812476	0.9835	95650	0.0111839599993377	0.825823314166231	35061	33.3472972492698	-32.0308427806344
LP_1_11-8	Lung	Lung Peripheral	Smooth muscle	SM-STC1	0.685355593436671	1923095	0.985	133521	0.0149632230598873	0.822110379640656	42647	36.1690428259408	-28.7201407266656
LP_1_12-1	Lung	Lung Peripheral	Smooth muscle	SM-HHIP	0.86673986557494	2324284	0.9822	137041	0.0169283089909817	0.846929021241818	43482	38.8080405657048	-33.1845917288801
LP_1_12-2	Lung	Lung Peripheral	Fibroblast	Fibro-FOSB	0.521026216968391	1681772	0.9849	102601	0.0153479238923539	0.87344177931989	34454	18.9243062741495	-38.1425400203773
LP_1_12-3	Lung	Lung Peripheral	Fibroblast	Fibro-0	0.474078714361675	1075655	0.9827	104926	0.0128123425319382	0.837618893315289	38078	23.2956461520951	-37.1382170459297
LP_1_12-4	Lung	Lung Peripheral	Epithelium	Epi	0.455905604682181	368193	0.9751	58955	0.0627036170745969	0.737901789500466	27260	32.5032518751647	-23.5206695805549
LP_1_12-5	Lung	Lung Peripheral	Fibroblast	Fibro-0	0.574470360990119	754506	0.9815	78649	0.0268358818103039	0.845096568297118	29365	20.7105475589927	-42.0425067210704
LP_1_12-6	Lung	Lung Peripheral	Epithelium	Epi	0.872131011936782	1314995	0.9799	127475	0.014591439688716	0.832045499117474	44647	5.33653044481656	45.1443587849331
LP_1_12-7	Lung	Lung Peripheral	Fibroblast	Fibro-0	0.536692718604962	1209665	0.9834	107396	0.0151030254435866	0.822944988640173	36027	20.2242962674385	-41.0971401625116
LP_1_12-8	Lung	Lung Peripheral	Fibroblast	Fibro-FOSB	0.430281031926231	1775319	0.9844	131268	0.0104195792224689	0.837523234908736	42739	21.7514967191895	-38.734846529272
LP_10_1-1	Lung	Lung Peripheral	Epithelium	Epi	1	2468170	0.9824	166228	0.0129108256639619	0.842288904396371	47896	-4.30803177478626	48.1936676463502
LP_10_1-2	Lung	Lung Peripheral	Endothelium	Endo	0.986851026025456	359717	0.9775	65379	0.016474595065542	0.852444974686061	28899	36.9611750286298	-19.7776748087635
LP_10_1-3	Lung	Lung Peripheral	Immune	Immune	0.88514053602613	431769	0.9768	74670	0.0152283794897384	0.836440337484934	30508	37.7498170748895	-22.6559108528091
LP_10_1-4	Lung	Lung Peripheral	Fibroblast	Fibro-0	0.283176463353393	101365	0.9418	50372	0.0158065082670547	0.852060668625427	25553	30.3025366337114	-32.8801023826612
LP_10_1-5	Lung	Lung Peripheral	Fibroblast	Fibro-0	0.574760645528512	1042198	0.9821	103436	0.0172039103099902	0.830774585250783	37734	21.9672701395639	-34.3101012868814
LP_10_1-6	Lung	Lung Peripheral	Epithelium	Epi	0.952363226890958	1072141	0.9761	93678	0.0148740599259878	0.858429940861248	35502	9.46862545063075	46.1799138744159
LP_10_1-7	Lung	Lung Peripheral	Smooth muscle	SM-STC1	0.606440531647519	1059956	0.9823	94324	0.0098234554392383	0.860311267545906	34035	36.0389842027852	-33.1508469528014
LP_10_1-8	Lung	Lung Peripheral	Fibroblast	Fibro-0	0.54177763649547	1186321	0.9813	108754	0.0223716638327952	0.857917869687552	38445	25.4750485897621	-34.0715563269585
LP_10_2-1	Lung	Lung Peripheral	Fibroblast	Fibro-FOSB	0.533204418608535	1089306	0.9753	121289	0.00860655254185298	0.763441037521952	41279	24.5576614503792	-31.1267556107901
LP_10_2-2	Lung	Lung Peripheral	Endothelium	Endo	1	710974	0.9795	79215	0.0185803570538571	0.855532411790696	30551	38.9809376253168	-17.2020311633045
LP_10_2-3	Lung	Lung Peripheral	Epithelium	Epi	0.99882587725954	1258897	0.9797	110601	0.0124650855538562	0.832840571061744	41245	-1.25565982464324	45.1214236518213
LP_10_2-4	Lung	Lung Peripheral	Smooth muscle	SM-HHIP	0.948930786638857	923516	0.9802	91317	0.015021072418736	0.859960357874218	34657	39.4610580577453	-32.4606766923547
LP_10_2-5	Lung	Lung Peripheral	Fibroblast	Fibro-FOSB	0.551848543302841	734577	0.9786	89652	0.0102075017520339	0.709666265113996	31531	21.9337120178492	-35.9398406877443
LP_10_2-6	Lung	Lung Peripheral	Fibroblast	Fibro-0	0.50330668303823	429552	0.9688	63102	0.0274606890550871	0.86089188932205	27322	32.5601970542647	-23.6516956349246
LP_10_2-7	Lung	Lung Peripheral	Fibroblast	Fibro-0	0.654861664696358	502424	0.9719	69332	0.0111216671141494	0.84835285293948	28798	25.267304565242	-37.6419985056645
LP_10_2-8	Lung	Lung Peripheral	Pericyte	Pericyte	1	1778397	0.9819	133281	0.0130324947998282	0.842948357230213	45037	42.7221846776831	-24.0267231311665
LP_10_3-1	Lung	Lung Peripheral	Fibroblast	Fibro-FOSB	0.361606160667736	556350	0.9769	85483	0.0258034050375667	0.785419323140274	34578	24.9393192247087	-33.7395171130371
LP_10_3-2	Lung	Lung Peripheral	Epithelium	Epi	0.362101369948736	317614	0.9786	52091	0.0472303827083361	0.79850645984911	25359	38.0643638780866	-19.5181540749492
LP_10_3-3	Lung	Lung Peripheral	Smooth muscle	SM-STC1	0.293005958291769	939058	0.9817	84401	0.0153624036311136	0.855060958993377	32811	23.4410804634062	-39.4058282530203
LP_10_3-4	Lung	Lung Peripheral	Fibroblast	Fibro-0	0.573228776581044	477653	0.9807	69702	0.012194166060131	0.842716134400735	29091	22.542690486173	-41.0018864434475
LP_10_3-5	Lung	Lung Peripheral	Fibroblast	Fibro-FOSB	0.603696180819668	374177	0.9801	56339	0.015356449982239	0.83661406840732	25327	25.3767754418946	-39.9116918000393
LP_10_3-6	Lung	Lung Peripheral	Epithelium	Epi	0.843621550185881	833839	0.9796	77973	0.0110583580613254	0.853026047477973	32271	5.52651302293372	46.1686408285785
LP_10_3-7	Lung	Lung Peripheral	Immune	Immune	0.886692336388163	272529	0.9764	53742	0.012370753323486	0.858490566037736	24460	37.8563258618143	-22.6139535332867
LP_10_3-8	Lung	Lung Peripheral	Fibroblast	Fibro-FOSB	0.283089676501809	893170	0.9808	89383	0.013513950928983	0.85841826745578	33033	27.4386255211929	-33.658096132539
LP_10_4-1	Lung	Lung Peripheral	Epithelium	Epi	0.864906955987689	955578	0.9786	87913	0.0116052468299674	0.853138898683926	34844	4.82516660542358	46.5472510380884
LP_10_4-2	Lung	Lung Peripheral	Fibroblast	Fibro-0	0.518589056290108	245056	0.9634	52600	0.0146552993294699	0.84606463878327	24008	35.1567451481517	-24.8662613743882
LP_10_4-3	Lung	Lung Peripheral	Smooth muscle	SM-STC1	0.358431903785562	562279	0.9787	67103	0.0127575180220833	0.784301745078462	26796	25.937240433385	-39.3498136379335
LP_10_4-4	Lung	Lung Peripheral	Epithelium	Epi	0.911685294752389	825104	0.9828	82281	0.0124541062801932	0.870140129556034	33448	1.97868341502183	48.8159651670509
LP_10_4-5	Lung	Lung Peripheral	Epithelium	Epi	0.989633784858362	1394561	0.9839	127163	0.0111507432709295	0.83467675345816	42200	-4.27938609515772	48.0225630560628
LP_10_4-6	Lung	Lung Peripheral	Immune	Immune	0.898417406586939	723180	0.9747	76062	0.0283968332012161	0.823262601561884	30818	35.1104978445849	-5.88110405543276
LP_10_4-7	Lung	Lung Peripheral	Smooth muscle	SM-STC1	0.479357589780548	626209	0.9805	81759	0.0157244016964556	0.861189593806186	32467	36.5504512554112	-33.4362170094272
LP_10_4-8	Lung	Lung Peripheral	Smooth muscle	SM-HHIP	0.955588210904336	1110883	0.9818	98761	0.0147683890013756	0.878616052895374	35687	38.2894366613115	-29.9181257136257
LP_10_5-1	Lung	Lung Peripheral	Fibroblast	Fibro-FOSB	0.570393586393606	506080	0.9714	79696	0.0171887246290641	0.863180084320418	32375	26.4408219689305	-34.6472596513073
LP_10_5-2	Lung	Lung Peripheral	Epithelium	Epi	0.986695109161867	1155663	0.9836	113251	0.0365428772173812	0.82009871877511	40489	-0.644191325084881	44.7612262510088
LP_10_5-3	Lung	Lung Peripheral	Epithelium	Epi	0.376153001847214	2179647	0.9848	161462	0.0262942100213848	0.519088082644833	36782	8.16697899390049	44.5940212602179
LP_10_5-4	Lung	Lung Peripheral	Fibroblast	Fibro-0	0.796663625464759	707003	0.9822	78999	0.0319087754090233	0.853251306978569	32524	21.4128755227834	-36.8046908890317
LP_10_5-5	Lung	Lung Peripheral	Smooth muscle	SM-STC1	0.448237564417041	704051	0.9812	80449	0.0129782589011741	0.865169237653669	31336	36.8840838298094	-34.6026148991635
LP_10_5-6	Lung	Lung Peripheral	Smooth muscle	SM-HHIP	0.981092074415088	676947	0.969	79463	0.00784539604353698	0.876433056894404	31097	39.5020849072739	-33.3971717201018
LP_10_5-7	Lung	Lung Peripheral	Smooth muscle	SM-STC1	0.76282081763106	580738	0.9802	78969	0.0153029829215886	0.861819194873938	31268	36.6126787587962	-34.422796001853
LP_10_5-8	Lung	Lung Peripheral	Epithelium	Epi	0.926726528520154	684629	0.9718	86806	0.031867928962299	0.854952422643596	33137	7.06564836696169	45.602714311554
LP_10_6-1	Lung	Lung Peripheral	Smooth muscle	SM-HHIP	0.916157547467404	672912	0.9769	80140	0.0103562366063823	0.845333166957824	31944	36.6755162064056	-30.53917808309
LP_10_6-2	Lung	Lung Peripheral	Fibroblast	Fibro-0	0.566918800254073	333033	0.9799	55384	0.0511357121928227	0.83944821609129	26138	24.556867336488	-40.3916059658161
LP_10_6-3	Lung	Lung Peripheral	Fibroblast	Fibro-0	0.393353888655538	543364	0.9777	68527	0.012162654794914	0.831409517416493	27973	19.8506541943545	-40.1243230980194
LP_10_6-4	Lung	Lung Peripheral	Smooth muscle	SM-HHIP	0.858747083165127	789741	0.9828	109110	0.010297795711475	0.71455411969572	35850	37.3447436718767	-32.9545586354332
LP_10_6-5	Lung	Lung Peripheral	Smooth muscle	SM-HHIP	0.807824818100249	656637	0.9817	77824	0.0107600292318935	0.877364309210526	29707	37.0120578707859	-32.8621185443439
LP_10_6-6	Lung	Lung Peripheral	Smooth muscle	SM-STC1	0.514727256767527	516245	0.9711	72624	0.00936389062483992	0.841829147389293	30015	35.2406166367677	-33.016770829369
LP_10_6-7	Lung	Lung Peripheral	Fibroblast	Fibro-FOSB	0.447734975942139	481655	0.9642	64925	0.0114015933903806	0.842787832113978	28308	22.2231014470314	-39.4483922823579
LP_10_6-8	Lung	Lung Peripheral	Epithelium	Epi	0.995877706374013	1287352	0.981	123966	0.0314556892977926	0.85727538195957	43495	0.838488831924598	44.5875816030065
LP_10_7-1	Lung	Lung Peripheral	Pericyte	Pericyte	1	1131707	0.98	104919	0.0101509330800996	0.833166537995978	37956	42.0588704032286	-24.1997260066071
LP_10_7-2	Lung	Lung Peripheral	Smooth muscle	SM-HHIP	0.964311616821011	729890	0.982	82023	0.0133308967095961	0.859271180034868	32908	39.0126883071844	-32.7562306107042
LP_10_7-3	Lung	Lung Peripheral	Fibroblast	Fibro-FOSB	0.769311691807317	781021	0.9792	81826	0.0176423845789845	0.859164568718989	33560	22.4799568541923	-35.9357747634853
LP_10_7-4	Lung	Lung Peripheral	Fibroblast	Fibro-FOSB	0.547888864235741	899733	0.9825	92118	0.012956132317232	0.850213856141037	35518	20.9628898161835	-39.7185883914177
LP_10_7-5	Lung	Lung Peripheral	Pericyte	Pericyte	0.360417931263551	136488	0.9623	37031	0.0233680110875248	0.799168264427102	20282	35.7969027486024	-23.2765755154927
LP_10_7-6	Lung	Lung Peripheral	Fibroblast	Fibro-0	0.413330098506684	818522	0.9766	77296	0.0113785385381437	0.850173359552888	31745	23.4579874105597	-38.3706404482751
LP_10_7-7	Lung	Lung Peripheral	Pericyte	Pericyte	1	692067	0.9811	81989	0.00839479285254665	0.865091658637134	32772	43.6815520591857	-24.1724153406287
LP_10_7-8	Lung	Lung Peripheral	Fibroblast	Fibro-0	0.495960706519579	306091	0.9746	72808	0.0151064338674958	0.749450609823096	30502	26.7704380193293	-36.6934386249114
LP_10_8-1	Lung	Lung Peripheral	Epithelium	Epi	0.989569998544394	1835567	0.9811	137217	0.0106428461490226	0.821290364896478	46492	-4.43159229257033	48.6715725281726
LP_10_8-2	Lung	Lung Peripheral	Epithelium	Epi	0.821886135429393	840599	0.9822	88746	0.0303085662586667	0.831169855542785	35242	-0.753801379571223	49.9211496190856
LP_10_8-3	Lung	Lung Peripheral	Fibroblast	Fibro-FOSB	0.414572046814765	509344	0.9776	65746	0.0159700271877279	0.815775864691388	28676	24.5690030397406	-36.9827501355798
LP_10_8-4	Lung	Lung Peripheral	Smooth muscle	SM-HHIP	0.663019829831359	569247	0.9819	76776	0.0101412104595973	0.813730853391685	30231	36.6362783782599	-34.4599861588249
LP_10_8-5	Lung	Lung Peripheral	Fibroblast	Fibro-FOSB	0.679760319959701	1674189	0.9841	136585	0.0084719055299112	0.86468499469195	41825	20.8785234078261	-39.6171867248489
LP_10_8-6	Lung	Lung Peripheral	Epithelium	Epi	0.860711259843953	533193	0.9697	72882	0.0224172243475392	0.867827447106281	32090	5.21131934411619	45.5939543750634
LP_10_8-7	Lung	Lung Peripheral	Epithelium	Epi	0.529038489183468	863237	0.9829	95746	0.0276440119810025	0.832431642052932	38417	-0.84189199567486	45.9348902763112
LP_10_8-8	Lung	Lung Peripheral	Fibroblast	Fibro-0	0.578732980583452	926153	0.9809	94782	0.0105730447027375	0.850931611487413	36808	23.1520604391104	-34.229404378205
LP_10_9-1	Lung	Lung Peripheral	Epithelium	Epi	0.986882893613192	1225806	0.9788	115352	0.0254712002922592	0.796457798737777	41802	-2.99299277208128	47.5603577275868
LP_10_9-2	Lung	Lung Peripheral	Smooth muscle	SM-HHIP	0.965847255420187	503100	0.9744	71849	0.0145093085836674	0.859566591045108	30318	38.4274480899941	-32.5791927840996
LP_10_9-3	Lung	Lung Peripheral	Epithelium	Epi	0.833166237133	664017	0.9794	79772	0.00853355260519032	0.829138043423758	33891	5.43190722350929	45.4996539270279
LP_10_9-4	Lung	Lung Peripheral	Epithelium	Epi	0.833093293353211	817584	0.9809	90870	0.050283366622822	0.81541762958072	34457	0.678591242581545	48.2249834934444
LP_10_9-5	Lung	Lung Peripheral	Smooth muscle	SM-HHIP	0.805264630970598	498160	0.9782	73597	0.00661365752383806	0.856162615323994	30950	38.4262990184885	-33.0710631928298
LP_10_9-6	Lung	Lung Peripheral	Epithelium	Epi	0.68564724826476	664103	0.9727	75461	0.0187510964799125	0.837929526510383	32635	-0.642591564277244	47.9070770436068
LP_10_9-7	Lung	Lung Peripheral	Smooth muscle	SM-HHIP	0.945620318380722	609154	0.9807	69696	0.0114537970530335	0.860852846648301	29055	37.6844529074877	-34.6656024346257
LP_10_9-8	Lung	Lung Peripheral	Epithelium	Epi	0.965154550630608	986221	0.9807	96658	0.0206322656184662	0.837344037741315	38448	-2.05086171114039	47.4215524898408
LP_10_10-1	Lung	Lung Peripheral	Smooth muscle	SM-STC1	0.48079704240348	778359	0.9721	91331	0.0163966649740372	0.845244221567704	34874	25.86704204666	-33.34553747926
LP_10_10-2	Lung	Lung Peripheral	Erythrocyte	Erythrocyte	0.496682453867643	477927	0.975	57337	0.0486812050990851	0.805762422170675	26641	6.07478171811871	45.1200460347601
LP_10_10-3	Lung	Lung Peripheral	Pericyte	Pericyte	1	959068	0.9771	89802	0.0149735970643516	0.764793657156856	32739	43.3654858154224	-24.0539916969579
LP_10_10-4	Lung	Lung Peripheral	Fibroblast	Fibro-0	0.598049272100814	301269	0.9743	62021	0.0140392129741692	0.830557391851147	28030	26.5154552355309	-33.5547530903974
LP_10_10-5	Lung	Lung Peripheral	Fibroblast	Fibro-FOSB	0.497011756620343	773689	0.9757	87163	0.0108753848213091	0.819407317325012	33683	18.4222094203494	-39.4050806734577
LP_10_10-6	Lung	Lung Peripheral	Epithelium	Epi	0.781210563694538	1070828	0.975	97615	0.0239200991160129	0.780576755621575	36392	-2.00110865078107	48.1921323872628
LP_10_10-7	Lung	Lung Peripheral	Fibroblast	Fibro-0	0.397292069073383	603276	0.9773	69912	0.0235767813758255	0.845849067399016	30644	1.78864662890876	48.5881118013236
LP_10_10-8	Lung	Lung Peripheral	Fibroblast	Fibro-0	0.641217230154551	698181	0.9689	110658	0.00767589044634565	0.713938440962244	38011	23.7737428498529	-35.9799417661354
LP_10_11-1	Lung	Lung Peripheral	Epithelium	Epi	0.931881588797992	1180841	0.9802	103912	0.0208653004028727	0.858784355993533	39656	2.77293594098311	46.8899945070715
LP_10_11-2	Lung	Lung Peripheral	Epithelium	Epi	0.745165417728812	687973	0.9819	75706	0.0247734328451817	0.854701080495601	32660	2.53357803666154	47.2992789478614
LP_10_11-3	Lung	Lung Peripheral	Epithelium	Epi	0.739201562277784	1184590	0.9831	113577	0.0223311585762368	0.796552118826875	40621	32.0407925804358	-21.6721516636192
LP_10_11-4	Lung	Lung Peripheral	Fibroblast	Fibro-0	0.549843657612758	751641	0.9817	86500	0.0103601203110746	0.872173410404624	33705	20.1608097456777	-40.2352806981025
LP_10_11-5	Lung	Lung Peripheral	Epithelium	Epi	0.975032126505385	807854	0.9821	93389	0.019609303865574	0.88553255736757	35205	5.88575921463412	46.0155625703825
LP_10_11-6	Lung	Lung Peripheral	Fibroblast	Fibro-0	0.742709031780735	818793	0.9774	84721	0.0138851296486764	0.854959219083816	33729	23.1335101142071	-37.059357533885
LP_10_11-7	Lung	Lung Peripheral	Epithelium	Epi	0.776096098553365	982034	0.9829	101665	0.0148126680513291	0.82288889981803	37226	9.52064848281822	46.2466894855027
LP_10_11-8	Lung	Lung Peripheral	Epithelium	Epi	1	1459963	0.9821	126447	0.022756467938017	0.844488204544196	43910	-0.716855319460748	46.288345309406
LP_10_12-1	Lung	Lung Peripheral	Fibroblast	Fibro-FOSB	0.558887763887134	1188936	0.9802	115752	0.0118389189512392	0.850076024604327	40951	23.1471640744167	-36.045301549308
LP_10_12-2	Lung	Lung Peripheral	Fibroblast	Fibro-FOSB	0.430519863498557	671763	0.9807	77766	0.0133075643503428	0.863102126893501	31459	23.3989307372885	-38.2145425919017
LP_10_12-3	Lung	Lung Peripheral	Fibroblast	Fibro-0	0.58798997767916	541018	0.9763	72500	0.017509493098668	0.831351724137931	29688	25.1400169064225	-36.5463170316258
LP_10_12-4	Lung	Lung Peripheral	Epithelium	Epi	0.615929538402009	598536	0.9803	75633	0.0301147272744469	0.808879721814552	29567	8.14185583017986	44.8963921034147
LP_10_12-5	Lung	Lung Peripheral	Smooth muscle	SM-HHIP	0.735592290525729	718459	0.9804	86142	0.0198495781178395	0.842364932321051	30899	36.841334701429	-34.9314011355995
LP_10_12-6	Lung	Lung Peripheral	Erythrocyte	Erythrocyte	0.555223895854082	417226	0.9711	70873	0.0170703508311716	0.830499626091742	29565	19.0363642626154	9.40026370680256
LP_10_12-7	Lung	Lung Peripheral	Fibroblast	Fibro-0	0.582296358725271	947227	0.9827	96334	0.0140050393408666	0.763904748064027	33103	22.5075268921429	-40.9121189261262
LP_10_12-8	Lung	Lung Peripheral	Fibroblast	Fibro-0	0.43191233913528	907273	0.98	94089	0.0140416030446492	0.85497773384774	34378	23.642660051605	-39.8692609187744
LP_2_1-1	Lung	Lung Peripheral	Epithelium	Epi	0.960375161886314	1497961	0.9803	138235	0.0260674310985479	0.837139653488624	47213	-3.24638019438917	47.6809298987442
LP_2_1-2	Lung	Lung Peripheral	Epithelium	Epi	0.558119134219073	296460	0.9722	59794	0.0433842362151452	0.822724688095796	29239	26.0300927761679	-28.4198508057604
LP_2_1-3	Lung	Lung Peripheral	Epithelium	Epi	0.500036025588586	227912	0.9694	69950	0.0199353448275862	0.856654753395282	31514	25.4704687695136	-29.2861784127786
LP_2_1-4	Lung	Lung Peripheral	Fibroblast	Fibro-0	0.781180843385059	481697	0.9567	87823	0.0149580250426864	0.82256356535304	36444	22.2960331247899	-35.4768811539444
LP_2_1-5	Lung	Lung Peripheral	Smooth muscle	SM-HHIP	0.83376857983003	1022854	0.9834	103416	0.0148254384527127	0.843766921946314	39207	37.4986088986803	-28.7887974910796
LP_2_1-6	Lung	Lung Peripheral	Epithelium	Epi	1	984303	0.9757	111259	0.0230342827276006	0.865314266711008	39418	-0.467199793239982	49.8156653662701
LP_2_1-7	Lung	Lung Peripheral	Endothelium	Endo	1	594303	0.9742	83766	0.0126441056154704	0.80711744621923	31602	37.5596188039481	-19.034088989637
LP_2_1-8	Lung	Lung Peripheral	Pericyte	Pericyte	0.997709279708041	1187108	0.9807	153826	0.0107147092642532	0.852970239101322	49659	42.3959791512476	-23.9552272307862
LP_2_2-1	Lung	Lung Peripheral	Fibroblast	Fibro-FOSB	0.565117648621651	678859	0.9697	109741	0.00903718924437057	0.777084225585697	40191	24.7396427746494	-30.7504266564148
