orig.ident	nCount_ATAC	nFeature_ATAC	predicted.id	prediction.score.max	organ	clgrp	tSNE_1	tSNE_2
SD_4_5-4	SD	222142	40931	Glial	0.64930825182324	Esophagus	Glial	10.6123689241556	47.9829727650782
SD_4_5-5	SD	247370	42213	SM	0.904044103072933	Esophagus	Smooth muscle	-18.0944443426572	20.7547000431
SD_4_5-6	SD	194093	38767	Epi	0.368138612910389	Esophagus	Epithelium	-0.867939086637157	34.8934141334109
SD_4_5-7	SD	235242	42127	Fibro-PLPPR4	0.669686998075758	Esophagus	Fibroblast	-0.35284677528424	31.6738193192664
SD_4_5-8	SD	195437	39575	SM	0.639548060107591	Esophagus	Smooth muscle	-18.2114754323506	21.3984429337302
SD_4_6-1	SD	300064	50294	Fibro-LRRC17	0.62133251941677	Esophagus	Fibroblast	0.869392815276301	34.1168905590292
SD_4_6-2	SD	240694	44186	Fibro-PLPPR4	0.46135449815166	Esophagus	Fibroblast	0.509539363392297	33.6345177446711
SD_4_6-3	SD	297672	47901	Fibro-LRRC17	0.620863615853549	Esophagus	Fibroblast	1.12805469178814	34.6140700329058
SD_4_6-4	SD	255483	44820	Fibro-LRRC17	0.650421968314552	Esophagus	Fibroblast	1.59482514780534	35.3024613899033
SD_4_6-5	SD	267258	47233	Fibro-PLPPR4	0.709496811239812	Esophagus	Fibroblast	-2.2980964412962	31.9881268925963
SD_4_6-6	SD	191875	37454	Epi	0.381705100920834	Esophagus	Epithelium	-2.14403855356992	34.7241868093032
SD_4_6-7	SD	271637	44847	Fibro-PLPPR4	0.330439408332581	Esophagus	Fibroblast	-0.212583156491338	32.9100975227328
SD_4_6-8	SD	236809	45107	Glial	0.502079709469399	Esophagus	Glial	9.47179342706065	47.1656932862393
SD_4_7-1	SD	314527	48900	Fibro-C7	0.365365268495663	Esophagus	Fibroblast	1.37255936125423	34.5829258668182
SD_4_7-2	SD	201873	40409	Glial	0.420269254447912	Esophagus	Glial	9.18233698137059	46.9193070109603
SD_4_7-3	SD	266283	45059	Fibro-C7	0.598153150863054	Esophagus	Fibroblast	5.00638612305776	36.1780404122626
SD_4_7-4	SD	286004	47919	Fibro-LRRC17	0.454661446332472	Esophagus	Fibroblast	-0.0611486739502828	33.7804608167827
SD_4_7-5	SD	220849	40960	Glial	0.647633900396753	Esophagus	Glial	10.0658246039179	47.5974359599211
SD_4_7-6	SD	246606	45066	Fibro-PLPPR4	0.423691283206015	Esophagus	Fibroblast	-0.778740701135658	33.9307527975263
SD_4_7-7	SD	253499	41299	SM	0.645680297752615	Esophagus	Smooth muscle	-18.0950770100518	20.6646789590336
SD_4_7-8	SD	258824	43001	Fibro-PLPPR4	0.611113877563874	Esophagus	Fibroblast	-0.530528452843881	32.2932794501969
SD_4_8-1	SD	275023	47646	Fibro-LRRC17	0.563592773126303	Esophagus	Fibroblast	1.28905967638504	34.4506558533078
SD_4_8-2	SD	211909	41263	Fibro-PLPPR4	0.444246353025395	Esophagus	Fibroblast	-0.944097380795381	32.7210665714583
SD_4_8-3	SD	241391	43136	Fibro-LRRC17	0.664871628615228	Esophagus	Fibroblast	2.61177865899144	33.1499382783592
SD_4_8-4	SD	253393	43938	Fibro-LRRC17	0.501994295705683	Esophagus	Fibroblast	2.03237616586603	35.2485523937846
SD_4_8-5	SD	249884	45714	Fibro-PLPPR4	0.41197852523856	Esophagus	Fibroblast	-0.308724941701057	32.5647412119865
SD_4_8-6	SD	244072	41448	Endo	0.881200034048558	Esophagus	Endothelium	-43.4428433196475	6.84387570403034
SD_4_8-7	SD	212885	41629	Fibro-LRRC17	0.62626418041351	Esophagus	Fibroblast	1.10056663816765	32.4888871407085
SD_4_8-8	SD	160990	35505	Fibro-C7	0.485926997971098	Esophagus	Fibroblast	-1.79566761999945	34.0837454037287
SD_4_9-1	SD	259099	46658	Fibro-LRRC17	0.728937340419967	Esophagus	Fibroblast	-0.142422696628147	32.6434988149039
SD_4_9-2	SD	220952	41388	Fibro-PLPPR4	0.643275461622216	Esophagus	Fibroblast	-0.60416430139537	32.4882513087789
SD_4_9-3	SD	224963	40328	SM	0.629766308332255	Esophagus	Smooth muscle	-18.2701233638571	20.9973680622733
SD_4_9-4	SD	253523	42315	SM	0.909228170479366	Esophagus	Smooth muscle	-17.81544693137	20.7902824024285
SD_4_9-5	SD	242475	41571	Fibro-C7	0.445177188970328	Esophagus	Fibroblast	0.627574102131528	31.2719577845716
SD_4_9-6	SD	239877	42955	Glial	0.867379832921002	Esophagus	Glial	9.98336811982132	47.4889538781129
SD_4_9-7	SD	238364	43322	SM	0.398408901611951	Esophagus	Smooth muscle	-17.5704406143135	20.643445713101
SD_4_9-8	SD	207479	37999	SM	0.813465167606329	Esophagus	Smooth muscle	-17.7831222972019	20.6158829430736
SD_4_10-1	SD	194961	38820	Fibro-C7	0.471335594705963	Esophagus	Fibroblast	-0.507355144369346	34.4188798507145
SD_4_10-2	SD	223683	42121	Fibro-LRRC17	0.516440600979448	Esophagus	Fibroblast	1.19646474739703	33.138382641379
SD_4_10-3	SD	176374	35891	Epi	0.983888621168149	Esophagus	Epithelium	-1.14994146245184	35.3976696035798
SD_4_10-4	SD	258986	44559	Fibro-LRRC17	0.601584635083317	Esophagus	Fibroblast	2.46687695652563	33.1690274271679
SD_4_10-5	SD	190914	38388	Glial	0.599129336214726	Esophagus	Glial	9.36708947102295	46.9396576257457
SD_4_10-6	SD	225874	40150	Endo	0.669697022596273	Esophagus	Endothelium	-42.7287863423721	8.16255657270482
SD_4_10-7	SD	224013	41380	Fibro-LRRC17	0.620528236658564	Esophagus	Fibroblast	5.92577252952386	38.4156408022528
SD_4_10-8	SD	159972	36637	Fibro-C7	0.454688550426432	Esophagus	Fibroblast	-1.3835795919048	32.6675460695398
SD_4_11-1	SD	298167	49958	Fibro-PLPPR4	0.667371827604648	Esophagus	Fibroblast	0.240585987200601	32.5207839930138
SD_4_11-2	SD	197570	39539	Fibro-C7	0.38876215970303	Esophagus	Fibroblast	-1.82331659266981	34.8480307038238
SD_4_11-3	SD	236199	42839	Fibro-LRRC17	0.486087981868323	Esophagus	Fibroblast	2.32358853214336	35.4410618897245
SD_4_11-4	SD	175960	36625	SM	0.293898532959617	Esophagus	Smooth muscle	-2.01827594862747	34.7480468124669
SD_4_11-5	SD	213410	41613	Fibro-C7	0.413803072659354	Esophagus	Fibroblast	1.82651180431996	34.1929249043938
SD_4_11-6	SD	258051	44718	Fibro-LRRC17	0.360516501328194	Esophagus	Fibroblast	5.64606374755524	38.2537221778301
SD_4_11-7	SD	210895	40333	Fibro-PLPPR4	0.625973042608648	Esophagus	Fibroblast	-1.80570806610241	33.6647259723205
SD_4_11-8	SD	198711	38387	Glial	0.406678817198803	Esophagus	Glial	9.55355942055741	47.0233274421837
SD_4_12-1	SD	310259	48510	Fibro-PLPPR4	0.422689929837127	Esophagus	Fibroblast	0.0881021533511528	32.8120100601741
SD_4_12-2	SD	254271	45555	Fibro-LRRC17	0.653789450202751	Esophagus	Fibroblast	-0.528792117117868	33.9199701077529
SD_4_12-3	SD	274245	46821	Fibro-LRRC17	0.347403772516333	Esophagus	Fibroblast	-0.60441119811152	32.6466660427516
SD_4_12-4	SD	266199	44062	Endo	0.791371009048277	Esophagus	Endothelium	-43.3528397132663	7.55117555346958
SD_4_12-5	SD	242511	43554	Fibro-PLPPR4	0.47737617320728	Esophagus	Fibroblast	-1.31464332787598	32.6163998398642
SD_4_12-6	SD	198240	38277	Fibro-C7	0.29366089230426	Esophagus	Fibroblast	-1.82638720945802	34.4394228448225
SD_4_12-7	SD	240427	44455	Fibro-LRRC17	0.441450622109575	Esophagus	Fibroblast	2.16176871792264	34.571921184542
SD_4_12-8	SD	272346	45620	Fibro-LRRC17	0.356811499685	Esophagus	Fibroblast	-0.682068956599475	34.7880305436253
SD_5_1-1	SD	139672	32019	Fibro-PLPPR4	0.670833465078804	Esophagus	Fibroblast	1.10218729976388	31.3445191579806
SD_5_1-2	SD	172386	36046	Fibro-PLPPR4	0.511383360812156	Esophagus	Fibroblast	3.25925730106567	33.4831102895562
SD_5_1-3	SD	105431	27603	Fibro-C7	0.460775621307616	Esophagus	Fibroblast	2.93685053052688	32.1519117832631
SD_5_1-4	SD	176108	37037	Epi	0.998383939707391	Esophagus	Epithelium	11.6546501173349	-3.77225007104404
SD_5_1-5	SD	169101	37222	Fibro-LRRC17	0.610311912498207	Esophagus	Fibroblast	2.88320104623938	35.3588578142587
SD_5_1-6	SD	197540	39598	Fibro-PLPPR4	0.75632713076621	Esophagus	Fibroblast	-1.90239978237425	33.1160029142709
SD_5_1-7	SD	145479	33052	Endo	0.745228666585862	Esophagus	Endothelium	-43.5027432442927	7.00545478591882
SD_5_1-8	SD	104031	27209	Fibro-LRRC17	0.447534526513704	Esophagus	Fibroblast	1.00872977324057	29.2724055285981
SD_5_2-1	SD	181310	37419	Endo	0.82239644253045	Esophagus	Endothelium	-43.1994404283474	7.77988074538604
SD_5_2-2	SD	147029	32568	Endo	0.469754033775521	Esophagus	Endothelium	-42.6211768489795	7.76447709401177
SD_5_2-3	SD	163373	34288	Fibro-LRRC17	0.476460618919957	Esophagus	Fibroblast	-0.650334490238954	30.798962967903
SD_5_2-4	SD	169324	36805	Fibro-PLPPR4	0.358333746427663	Esophagus	Fibroblast	-0.58366663166171	34.747095405282
SD_5_2-5	SD	174574	37255	Fibro-LRRC17	0.569663201263642	Esophagus	Fibroblast	3.37001873791776	35.9515560701194
SD_5_2-6	SD	207107	39184	SM	0.775555698245202	Esophagus	Smooth muscle	-1.6868196228981	34.4826427499182
SD_5_2-7	SD	161574	34458	Fibro-LRRC17	0.603031317436737	Esophagus	Fibroblast	3.19997537395298	35.3283080467207
SD_5_2-8	SD	160382	33220	Fibro-LRRC17	0.380628151466997	Esophagus	Fibroblast	1.72279894343471	31.0342009043795
SD_5_3-1	SD	153514	35090	Fibro-LRRC17	0.504791049235851	Esophagus	Fibroblast	3.82200488738908	33.8808339551461
SD_5_3-2	SD	102293	27814	Fibro-LRRC17	0.3427254568822	Esophagus	Fibroblast	2.99137184051201	31.8259162186411
SD_5_3-3	SD	135028	30258	SM	0.763278496370327	Esophagus	Smooth muscle	9.64016014537903	46.8677907479622
SD_5_3-4	SD	168906	36809	Epi	1	Esophagus	Epithelium	11.6748950618364	-3.79430108199732
SD_5_3-5	SD	150172	33489	Fibro-C7	0.614545192169118	Esophagus	Fibroblast	2.78780745765781	31.5628727338142
SD_5_3-6	SD	144978	30936	Epi	0.762537152888533	Esophagus	Epithelium	-24.5878895097944	25.1785615173676
SD_5_3-7	SD	157741	32265	Endo	0.835601610393815	Esophagus	Endothelium	-42.0294796955755	7.93276001262414
SD_5_3-8	SD	136551	31112	Fibro-LRRC17	0.415274569777392	Esophagus	Fibroblast	4.49220723510869	31.688019595432
SD_5_4-1	SD	167851	35225	Fibro-PLPPR4	0.433890106950772	Esophagus	Fibroblast	-0.838820581262566	32.6966727328258
SD_5_4-2	SD	141624	31988	SM	0.602146791975844	Esophagus	Smooth muscle	-0.455291173668277	30.3482489936139
SD_5_4-3	SD	125614	29420	Fibro-C7	0.549132764169683	Esophagus	Fibroblast	4.2711771939114	31.1191623550214
SD_5_4-4	SD	181570	36889	SM	0.872528347131322	Esophagus	Smooth muscle	-17.1848354306053	20.7584792495616
SD_5_4-5	SD	179357	38036	Endo	0.902595174447144	Esophagus	Endothelium	-43.8448415196785	5.4000033539668
SD_5_4-6	SD	168042	33832	Fibro-LRRC17	0.421895485962549	Esophagus	Fibroblast	2.03514354438748	32.6662375455352
SD_5_4-7	SD	165130	35206	Fibro-LRRC17	0.404000375501065	Esophagus	Fibroblast	-3.14570295102549	33.6611238302856
SD_5_4-8	SD	141928	30214	Glial	0.783060137501019	Esophagus	Glial	11.9322564576433	48.1682238817914
SD_5_5-1	SD	167910	36517	Fibro-PLPPR4	0.413604341130348	Esophagus	Fibroblast	-0.0580464662091378	33.2559022502322
SD_5_5-2	SD	121441	28967	SM	0.922249485704254	Esophagus	Smooth muscle	-18.3338517306045	20.1065490920011
SD_5_5-3	SD	143904	32307	Endo	0.733078726827743	Esophagus	Endothelium	-43.0910387937481	5.53041458937521
SD_5_5-4	SD	142830	31847	Glial	0.85119578817162	Esophagus	Glial	12.0512521167027	48.4286475324264
SD_5_5-5	SD	157732	33693	Fibro-PLPPR4	0.611390849555111	Esophagus	Fibroblast	-0.712743311900412	30.5500780182274
SD_5_5-6	SD	154904	34659	Fibro-PLPPR4	0.423077215307579	Esophagus	Fibroblast	2.95654889414645	34.1950082322601
SD_5_5-7	SD	202831	40266	Fibro-PLPPR4	0.709912376845546	Esophagus	Fibroblast	-2.01069096901898	31.779830863076
SD_5_5-8	SD	125883	30944	Fibro-LRRC17	0.569798414779998	Esophagus	Fibroblast	2.79638436505612	34.6469252878388
SD_5_6-1	SD	185385	37607	Fibro-LRRC17	0.403485649810115	Esophagus	Fibroblast	2.87616257840963	31.6796338947397
SD_5_6-2	SD	149393	33324	Fibro-C7	0.524449488808137	Esophagus	Fibroblast	4.50407264607465	35.5583467826102
SD_5_6-3	SD	174496	36449	Endo	0.758274711145021	Esophagus	Endothelium	-43.5021567487525	6.03648671053621
SD_5_6-4	SD	135241	31618	SM	0.662007731118542	Esophagus	Smooth muscle	-18.469301217324	20.5982999550745
SD_5_6-5	SD	163760	36153	Fibro-PLPPR4	0.474388304951013	Esophagus	Fibroblast	-2.04398609174776	31.2492990559852
SD_5_6-6	SD	159966	33947	Glial	0.794892200698913	Esophagus	Glial	11.15737422982	47.9595685743903
SD_5_6-7	SD	151232	32481	Fibro-PLPPR4	0.43881274142719	Esophagus	Fibroblast	-1.04123457971312	31.6189479198788
SD_5_6-8	SD	151419	33270	Endo	0.349555145449977	Esophagus	Endothelium	-43.3207274150914	6.87726697781023
SD_5_7-1	SD	137636	32630	SM	0.363195998286293	Esophagus	Smooth muscle	2.9081026686112	31.9076432966011
SD_5_7-2	SD	144916	33443	Fibro-LRRC17	0.52047546111821	Esophagus	Fibroblast	5.78698315836801	36.0888954821394
SD_5_7-3	SD	145809	32147	Fibro-LRRC17	0.627394125645924	Esophagus	Fibroblast	6.65237404465263	30.8764252010482
SD_5_7-4	SD	156976	34300	Fibro-LRRC17	0.469551380422928	Esophagus	Fibroblast	2.93334742822797	34.6622449322498
SD_5_7-5	SD	157717	33078	Fibro-LRRC17	0.597031348762437	Esophagus	Fibroblast	6.23843061542511	38.1518567658306
SD_5_7-6	SD	124639	28458	SM	0.60047488273342	Esophagus	Smooth muscle	-23.9849816216063	22.3954067496707
SD_5_7-7	SD	172798	34990	Fibro-PLPPR4	0.550090700668523	Esophagus	Fibroblast	-0.299415816014163	31.4196872913856
SD_5_7-8	SD	138293	30934	Fibro-PLPPR4	0.495272471525134	Esophagus	Fibroblast	3.99486835578129	33.5311825871334
SD_5_8-1	SD	176278	38330	Fibro-PLPPR4	0.473476468228436	Esophagus	Fibroblast	2.65379332825641	31.3495457797751
SD_5_8-2	SD	139940	32080	Fibro-PLPPR4	0.492791202745175	Esophagus	Fibroblast	-0.966140418441907	30.2735367275133
SD_5_8-3	SD	125597	28612	Endo	0.768440918606158	Esophagus	Endothelium	-41.9521349932173	8.11880582542904
SD_5_8-4	SD	155925	34235	Fibro-LRRC17	0.540148510586492	Esophagus	Fibroblast	2.96092793649731	34.5815293867403
SD_5_8-5	SD	148403	33897	SM	0.787956003291778	Esophagus	Smooth muscle	-17.8724686916854	20.6357288566756
SD_5_8-6	SD	144402	31550	Endo	0.899316187817982	Esophagus	Endothelium	-43.3194470014446	6.62980579839217
SD_5_8-7	SD	85382	24005	Fibro-C7	0.435702360327593	Esophagus	Fibroblast	-24.5533200302131	22.3232641266487
SD_5_8-8	SD	112657	27707	Fibro-LRRC17	0.354021735118251	Esophagus	Fibroblast	-18.3698388006976	20.0282519038184
SD_5_9-1	SD	164308	34405	SM	0.912243253099753	Esophagus	Smooth muscle	-17.6870807934843	20.4814062284704
SD_5_9-2	SD	131980	31371	Fibro-C7	0.65758037099713	Esophagus	Fibroblast	4.14472734336809	34.3591845487254
SD_5_9-3	SD	91049	24711	Fibro-LRRC17	0.262407808397898	Esophagus	Fibroblast	-23.8506223152684	21.7360368178238
SD_5_9-4	SD	142871	31814	Epi	0.944923841368093	Esophagus	Epithelium	11.6103029785028	-3.61109261531949
SD_5_9-5	SD	141976	32087	Fibro-PLPPR4	0.425868317089222	Esophagus	Fibroblast	0.693663489149789	31.1699208133944
SD_5_9-6	SD	154945	33313	Fibro-C7	0.451961548209339	Esophagus	Fibroblast	-2.27141663948831	34.2498108162231
SD_5_9-7	SD	151435	34969	Fibro-PLPPR4	0.641421949177863	Esophagus	Fibroblast	-1.79150329709436	29.9605794528589
SD_5_9-8	SD	124456	28132	SM	0.409742813194376	Esophagus	Smooth muscle	-17.5130731770806	19.9178081858343
SD_5_10-1	SD	145020	31805	Fibro-LRRC17	0.498020618925734	Esophagus	Fibroblast	3.48667994711959	32.7294933684349
SD_5_10-2	SD	136855	32915	Fibro-PLPPR4	0.475364292300962	Esophagus	Fibroblast	-0.681342595953867	30.7855531405573
SD_5_10-3	SD	76318	22874	Fibro-C7	0.424071551857935	Esophagus	Fibroblast	-23.3177710757374	21.8362106413999
SD_5_10-4	SD	168801	33412	Endo	0.885557309759256	Esophagus	Endothelium	-41.5324468774075	8.10008370384683
SD_5_10-5	SD	173434	38341	Fibro-PLPPR4	0.510064792058288	Esophagus	Fibroblast	-4.52757561727939	29.2620405567083
SD_5_10-6	SD	155797	34133	Fibro-LRRC17	0.449846643642477	Esophagus	Fibroblast	4.93201747137121	34.8799805036772
SD_5_10-7	SD	130888	30448	Glial	0.916879679861573	Esophagus	Glial	11.4766245036076	48.1729432805744
SD_5_10-8	SD	125980	30031	Fibro-PLPPR4	0.495007412355231	Esophagus	Fibroblast	-1.35819853377754	29.3626562017841
SD_5_11-1	SD	252265	44128	Fibro-PLPPR4	0.653260071680855	Esophagus	Fibroblast	-2.20020797418838	31.7367239535426
SD_5_11-2	SD	148921	32149	Endo	0.870191035879281	Esophagus	Endothelium	-43.2498943019196	6.39038039435623
SD_5_11-3	SD	149507	35583	Fibro-LRRC17	0.614521865336557	Esophagus	Fibroblast	3.30135993559012	35.0696276320133
SD_5_11-4	SD	146335	33591	Epi	0.909820038943937	Esophagus	Epithelium	11.651321352705	-3.77585508322959
SD_5_11-5	SD	122129	29104	Fibro-LRRC17	0.506990422039677	Esophagus	Fibroblast	3.92804812226562	32.8731976868983
SD_5_11-6	SD	148585	31558	Glial	0.854379226218684	Esophagus	Glial	10.1453430488693	47.3544416536109
SD_5_11-7	SD	139416	31687	Endo	0.648878645223622	Esophagus	Endothelium	-42.8957612290769	5.58432807772306
SD_5_11-8	SD	114717	28323	Fibro-C7	0.391333302080967	Esophagus	Fibroblast	6.1936648040607	38.0306962203475
SD_5_12-1	SD	210191	37168	Fibro-LRRC17	0.445676519038254	Esophagus	Fibroblast	4.01402020256632	32.5715346223134
SD_5_12-2	SD	167081	35945	Fibro-PLPPR4	0.469832301334701	Esophagus	Fibroblast	-0.897533344279812	32.2990518783566
SD_5_12-3	SD	182184	36791	Fibro-PLPPR4	0.346984647425105	Esophagus	Fibroblast	-0.651837002168789	31.2568278069949
SD_5_12-4	SD	165588	33140	Fibro-PLPPR4	0.357593616817359	Esophagus	Fibroblast	3.21779987324709	33.0713480603215
SD_5_12-5	SD	134188	31160	Fibro-PLPPR4	0.31031042723628	Esophagus	Fibroblast	10.0508420684391	47.4588177617453
SD_5_12-6	SD	113866	28094	Fibro-LRRC17	0.402988166657794	Esophagus	Fibroblast	1.62557396037768	31.0378583094652
SD_5_12-7	SD	142137	32102	Fibro-LRRC17	0.513341101336181	Esophagus	Fibroblast	4.61093631399439	35.7689313930556
SD_5_12-8	SD	132090	30100	Epi	0.986950342619051	Esophagus	Epithelium	-21.6276884379356	17.7395743144983
SD_6_1-1	SD	135880	29342	Glial	0.857042547684119	Esophagus	Glial	11.2874445500167	47.4331749568968
SD_6_1-2	SD	177437	36423	Fibro-PLPPR4	0.499689627237408	Esophagus	Fibroblast	-1.20223467132208	32.5748086889642
SD_6_1-3	SD	155285	33383	Fibro-C7	0.451871540704408	Esophagus	Fibroblast	-0.793124190316445	30.4728494912661
SD_6_1-4	SD	192359	35353	SM	0.98923644021381	Esophagus	Smooth muscle	-16.6690277221902	20.6114973718665
SD_6_1-5	SD	156713	31544	Endo	0.891355486951127	Esophagus	Endothelium	-41.7228656099642	7.94842145868262
SD_6_1-6	SD	143493	32105	Fibro-C7	0.265324349562323	Esophagus	Fibroblast	2.56722179460669	30.7551455949185
SD_6_1-7	SD	131862	29671	Fibro-C7	0.44633621250168	Esophagus	Fibroblast	5.82743988825511	37.8555529705887
SD_6_1-8	SD	134250	30518	Fibro-Prol	0.573342197826205	Esophagus	Fibroblast	0.97153801951552	29.3136238150984
SD_6_2-2	SD	122897	28347	Glial	0.709495951505759	Esophagus	Glial	9.80272598497492	46.8133001728374
SD_6_2-3	SD	151802	32790	Fibro-LRRC17	0.726480588913801	Esophagus	Fibroblast	3.79103538327112	34.6816503250323
SD_6_2-4	SD	143195	31881	Endo	0.81331843412727	Esophagus	Endothelium	-43.3874771386102	6.12326119389044
SD_6_2-5	SD	277047	41683	Endo	0.981664779638397	Esophagus	Endothelium	-44.227389757327	1.6656779042918
SD_6_2-6	SD	145658	31744	Glial	0.359761761466558	Esophagus	Glial	-1.59221307549373	34.6137603438182
SD_6_2-7	SD	130592	30805	Fibro-LRRC17	0.679312233963988	Esophagus	Fibroblast	4.01264367908976	35.479497790153
SD_6_3-1	SD	155702	34353	Fibro-PLPPR4	0.584431662733714	Esophagus	Fibroblast	-1.63713909982784	30.0378624831593
SD_6_3-2	SD	141406	34235	Fibro-PLPPR4	0.616697802104631	Esophagus	Fibroblast	-0.831263033762601	32.0971932762701
SD_6_3-3	SD	132701	30022	SM	0.886243871467839	Esophagus	Smooth muscle	-18.3057250207105	20.2209149346957
SD_6_3-4	SD	133931	31286	Fibro-LRRC17	0.625510283547854	Esophagus	Fibroblast	3.62236567839013	34.3582980111095
SD_6_3-5	SD	95106	25160	Fibro-C7	0.409603100893107	Esophagus	Fibroblast	4.49017740844414	31.6957357648661
SD_6_3-6	SD	131941	31892	Epi	0.967940771328546	Esophagus	Epithelium	12.5602572471482	-4.56569375965196
SD_6_3-7	SD	142271	31764	Fibro-PLPPR4	0.754162414572224	Esophagus	Fibroblast	-1.85205796598428	30.3757399879787
SD_6_3-8	SD	76466	22093	Fibro-C7	0.394501710884357	Esophagus	Fibroblast	-26.0205870490814	24.7621783434355
SD_6_4-1	SD	142736	29327	Endo	0.842618863454353	Esophagus	Endothelium	-42.208762744836	5.81268693985487
SD_6_4-2	SD	138413	30651	Fibro-LRRC17	0.641259788429258	Esophagus	Fibroblast	5.55397933129853	35.9269170945525
SD_6_4-3	SD	150000	33977	SM	0.485378686255771	Esophagus	Smooth muscle	-16.6915853946168	20.7120403515128
SD_6_4-4	SD	104169	28614	SM	0.558529923314626	Esophagus	Smooth muscle	-43.1685845767316	8.60317652760487
SD_6_4-5	SD	132244	31728	Fibro-LRRC17	0.740861515388575	Esophagus	Fibroblast	5.77045865948599	36.9626945879957
SD_6_4-6	SD	182920	31693	Immune	0.81012953423247	Esophagus	Immune	-16.7011971633219	-33.0774661242749
SD_6_4-7	SD	138252	31564	Fibro-PLPPR4	0.669905718762659	Esophagus	Fibroblast	-1.51447622574057	30.0445781498891
SD_6_4-8	SD	136364	28335	Immune	0.686601592814572	Esophagus	Immune	-39.5472159227804	7.70968342639229
SD_6_5-1	SD	207077	40405	Fibro-LRRC17	0.470138643722651	Esophagus	Fibroblast	3.32324923338608	34.6480338868674
SD_6_5-2	SD	133673	31675	Fibro-LRRC17	0.672035436823753	Esophagus	Fibroblast	3.90920423204045	35.7691234380403
SD_6_5-3	SD	128428	30036	Fibro-PLPPR4	0.6667432672027	Esophagus	Fibroblast	-1.06463823904672	29.6920052938386
SD_6_5-4	SD	133980	30919	Glial	0.884331840699203	Esophagus	Glial	11.7308547211844	48.4479678939064
SD_6_5-5	SD	119728	28335	Fibro-C7	0.414010366004731	Esophagus	Fibroblast	7.58429313025579	33.402223860789
SD_6_5-6	SD	126618	30285	Fibro-PLPPR4	0.786620900663901	Esophagus	Fibroblast	-0.830419508355189	30.5342755861043
SD_6_5-7	SD	187784	36087	Endo	0.569395091615709	Esophagus	Endothelium	-43.2146721089936	7.66941184799769
SD_6_5-8	SD	137483	32853	Epi	1	Esophagus	Epithelium	12.9522627999541	-4.86036774056799
SD_6_6-1	SD	153011	32414	Fibro-PLPPR4	0.758463615547336	Esophagus	Fibroblast	-1.05123022007494	30.2043925198195
SD_6_6-2	SD	143973	32579	Fibro-PLPPR4	0.674359040290734	Esophagus	Fibroblast	-0.931567796077723	30.2776192718648
SD_6_6-3	SD	159831	32868	SM	0.94569638772025	Esophagus	Smooth muscle	-17.542097600543	20.3586905309755
SD_6_6-4	SD	64505	20221	Fibro-C7	0.313267046711223	Esophagus	Fibroblast	-24.1977690770887	22.168234443528
SD_6_6-5	SD	157089	32132	SM	0.950802381411609	Esophagus	Smooth muscle	-16.728576438935	20.4372416265268
SD_6_6-6	SD	78142	24207	SM	0.351540247930485	Esophagus	Smooth muscle	-23.1189423050106	20.3751156237225
SD_6_6-7	SD	135412	29707	Fibro-PLPPR4	0.575249070673824	Esophagus	Fibroblast	-0.57023785512159	30.2404914566898
SD_6_6-8	SD	169887	35833	Fibro-PLPPR4	0.737105293556989	Esophagus	Fibroblast	-2.21550641909492	31.9146770977322
SD_6_7-2	SD	187919	34955	SM	0.891350175860265	Esophagus	Smooth muscle	-16.9324977691683	20.5016547227449
SD_6_7-3	SD	135496	29369	Fibro-LRRC17	0.630807240108432	Esophagus	Fibroblast	6.92080576703384	31.618060119305
SD_6_7-4	SD	157444	35473	Fibro-PLPPR4	0.81104843831657	Esophagus	Fibroblast	-0.348473292124979	32.1230921969569
SD_6_7-5	SD	143568	32644	Fibro-LRRC17	0.55673100967608	Esophagus	Fibroblast	6.40852750766457	37.7743804578346
SD_6_7-6	SD	224429	37065	Glial	0.748889587758827	Esophagus	Glial	12.3145939435373	48.448705991385
SD_6_7-7	SD	149248	31163	Fibro-PLPPR4	0.702317392287224	Esophagus	Fibroblast	-1.58395814426028	29.7224654172004
SD_6_7-8	SD	164538	32717	Endo	0.915115057661803	Esophagus	Endothelium	-43.0934797597543	4.88326672198774
SD_6_8-1	SD	148412	33688	Fibro-PLPPR4	0.687681685308616	Esophagus	Fibroblast	2.82542290017971	30.9296826344357
SD_6_8-2	SD	93737	29204	Fibro-C7	0.297055828877559	Esophagus	Fibroblast	-5.3132329199953	28.7034821827942
SD_6_8-3	SD	107806	27029	Fibro-LRRC17	0.377934572257899	Esophagus	Fibroblast	5.64781746879346	34.5117239434493
SD_6_8-4	SD	132122	31429	Fibro-PLPPR4	0.456289507256399	Esophagus	Fibroblast	-0.708320963805555	30.4529925560997
SD_6_8-5	SD	136622	31853	Fibro-PLPPR4	0.774742182125376	Esophagus	Fibroblast	-1.34610354429754	31.2109506967068
SD_6_8-6	SD	129779	31973	Fibro-PLPPR4	0.69340030430017	Esophagus	Fibroblast	-0.114871945984338	33.1008790552194
SD_6_8-7	SD	56756	18135	Fibro-C7	0.45166380659526	Esophagus	Fibroblast	-26.5733247109695	19.0031825327646
SD_6_8-8	SD	130916	30403	Fibro-C7	0.569596794823981	Esophagus	Fibroblast	3.17965881157048	30.7385477005037
SD_6_9-1	SD	149626	32559	Fibro-LRRC17	0.742438493940232	Esophagus	Fibroblast	8.0119623967267	35.3833585464101
SD_6_9-2	SD	145100	32292	Endo	0.910897613392629	Esophagus	Endothelium	-43.1434694078388	5.132206660275
