cluster	db	category	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
MD114	TF	binding	ZNF521	ZNF521	49/161	10957/56227	0.000591853040506267	0.00474246113747603	0.00379830983550712	TFRC/MAP1LC3B/MEPCE/C6orf62/SRSF3/ATF4/SRSF7/HEXIM1/PPP1R10/PLK2/RASD1/AMD1/ARL4D/GADD45A/ZBTB10/CCNG2/PNRC1/CHORDC1/KBTBD2/H2AFZ/DUSP5/FOSL2/MYC/TSC22D2/XBP1/TOB2/CEBPD/YWHAG/THBS1/NR4A3/FAM53C/EIF1/HSPA5/HERPUD1/HSPA1A/HSPA1B/HSPH1/DNAJB1/BRD2/CYR61/GADD45B/ING1/JUND/EIF4A3/EGR3/CTD-3252C9.4/JUN/MCL1/KLF4	49
MD114	TF	binding	RELA	RELA	29/161	5356/56227	0.000610307163305888	0.00485898395401226	0.00389163474577641	SRSF5/MEPCE/SIRT1/C6orf62/IER5/TUBB4B/INTS6/RND3/KBTBD2/EGR2/IER3/NFKBIA/TIFA/GEM/TOB2/YBX3/PIM1/NAMPT/NAMPTP1/ERRFI1/NR4A3/GADD45B/PPP1R15A/DNAJA1/NFKBIZ/DUSP1/FOSB/IRF1/KLF4	29
MD114	TF	binding	JUND	JUND	52/161	11907/56227	0.000661365696942439	0.00523195029046185	0.00419034920288706	BUD31/SNHG1/EZH2/RSRC2/RBBP6/C6orf62/HBEGF/DDIT3/RGS2/SAT1/IER5/TUBB4B/ARL4D/CYCS/RND3/BTG1/FOSL2/MLF1/TSC22D2/SERTAD1/NOLC1/ARF4/PHLDA1/HNRNPU/GEM/CEBPD/YWHAG/PIM1/ERRFI1/NR4A2/KLHL15/TRA2B/EIF1/DDX3X/IFRD1/HSPH1/BRD2/UBC/GADD45B/PPP1R15A/KLF10/JUND/SLC38A2/CSRNP1/CDKN1A/MAFF/DUSP1/JUN/FOSB/MCL1/CCNL1/KLF4	52
MD114	TF	binding	ATF7	ATF7	10/161	1016/56227	0.000742898277566058	0.00583974468820914	0.00467714105462975	ARL4D/CYCS/MLF1/TSC22D2/NOLC1/HNRNPU/HSPH1/MAFF/DUSP1/FOSB	10
MD114	TF	binding	RBAK	RBAK	26/161	4671/56227	0.000811433574475648	0.00629875312186722	0.00504476794657557	PI4K2A/SNHG1/RSRC2/C6orf62/SRSF3/ARL6IP1/PPP1R10/RND3/CCNG2/PNRC1/ID3/PLEKHO2/SLC2A3/NR4A3/KLHL15/TRA2B/HSPD1/HSPE1/H3F3B/ADAMTS1/CSRNP1/CTD-3252C9.4/HSPA8/ATF3/FOSB/CCNL1	26
MD114	TF	binding	ZNF883	ZNF883	54/161	12751/56227	0.00105265057686163	0.00802080991694569	0.00642398963599769	PI4K2A/BUD31/ATP1A1/MAP1LC3B/TOPORS/POLR2A/SIRT1/RGS2/MYLIP/ATF4/IER5/TOB1/TUBB4B/HEXIM1/RASD1/ARL4D/ZBTB10/LINC01578/PNRC1/IER3/DUSP5/FOSL2/TSC22D2/ARF4/PHLDA1/XBP1/HNRNPU/TOB2/CEBPD/PIM1/ERRFI1/NR4A2/NR4A3/DDX3X/IFRD1/HERPUD1/HSPD1/BRD2/JUNB/GADD45B/PPP1R15A/KLF10/EIF4A3/ADAMTS1/EGR3/CDKN1A/MAFF/HSPA8/IER2/SOCS3/JUN/EGR1/FOS/ZFP36	54
MD114	TF	binding	ZNF19	ZNF19	60/161	14761/56227	0.00137917203998344	0.0102570758901762	0.00821504933995808	PI4K2A/TFRC/ATG101/MEPCE/RBBP6/POLR2A/SIRT1/POLG2/MYLIP/ATF4/TUBB4B/HEXIM1/PPP1R10/PLK2/RASD1/AMD1/ARL4D/GADD45A/TNFRSF10D/ZBTB10/LINC01578/CISH/C16orf72/NUFIP2/KBTBD2/ID3/IER3/NFKBIA/GLUL/BTG1/DUSP5/MYC/TSC22D2/XBP1/HNRNPU/SLC2A3/CEBPD/YBX3/PIM1/NAMPT/NR4A3/HLA-E/HERPUD1/DNAJB1/HSPD1/BRD2/NR4A1/GADD45B/PPP1R15A/KLF10/JUND/EGR3/MAFF/BTG2/ATF3/JUN/FOSB/EGR1/FOS/IRF1	60
MD114	TF	binding	FOSL2	FOSL2	45/161	10293/56227	0.00173815138207671	0.0127738699203508	0.0102307882657272	BUD31/RBBP6/C6orf62/HBEGF/DDIT3/RGS2/SAT1/IER5/TUBB4B/ARL4D/GADD45A/CYCS/RND3/BTG1/HSPA8P1/MLF1/TSC22D2/SERTAD1/NOLC1/ARF4/HNRNPU/GEM/YWHAG/ERRFI1/TRA2B/EIF1/DDX3X/IFRD1/HSP90AB1/HSPH1/BRD2/UBC/GADD45B/PPP1R15A/KLF10/JUND/BAG3/CDKN1A/MAFF/DUSP1/JUN/FOSB/MCL1/CCNL1/KLF4	45
MD114	TF	binding	ZNF780A	ZNF780A	51/161	12108/56227	0.00175903644990393	0.0127940957605289	0.0102469874512245	TFRC/ATG101/SRSF5/TOPORS/HBEGF/RGS2/MYLIP/IER5/PPP1R10/RASD1/TNFRSF10D/CCNG2/IER3/GLUL/TIFA/FOSL2/MYC/TSC22D2/ARF4/PCF11/HNRNPU/TOB2/CEBPD/PIM1/ERRFI1/NR4A2/HLA-E/KLF2/IFRD1/HSP90AB1/HSPA1B/DNAJB1/HSPE1/NR4A1/JUNB/GADD45B/JUND/EGR3/MAFF/CTD-3252C9.4/DNAJA1/HSPA8/BTG2/DUSP1/IER2/SOCS3/FOSB/EGR1/ZFP36/CCNL1/RHOB	51
MD114	TF	binding	ZNF557	ZNF557	42/161	9413/56227	0.00176150593804383	0.0127940957605289	0.0102469874512245	MAP1LC3B/MEPCE/MYLIP/ZFAND5/RASD1/GADD45A/TNFRSF10D/GTF2B/RND3/PNRC1/MRPL18/TCP1/C16orf72/ID3/GLUL/NOLC1/UBALD2/PHLDA1/YWHAG/THBS1/PIM1/NR4A2/KLF2/EIF1/HSP90AB1/HSPA1A/HSPA1B/HSPH1/CYR61/JUNB/ING1/KLF10/ADAMTS1/BAG3/EGR3/CSRNP1/HSPA8/DUSP1/FOSB/EGR1/FOS/KLF4	42
MD114	TF	binding	ARNT	ARNT	10/161	1156/56227	0.0019354151166125	0.0138579376506483	0.0110990347316405	TFRC/TUBB4B/AMD1/PNRC1/C16orf72/H2AFZ/PCF11/NFIL3/NFKBIZ/RHOB	10
MD114	TF	binding	EPAS1	EPAS1	10/161	1156/56227	0.0019354151166125	0.0138579376506483	0.0110990347316405	TFRC/TUBB4B/AMD1/PNRC1/C16orf72/H2AFZ/PCF11/NFIL3/NFKBIZ/RHOB	10
MD114	TF	binding	ZNF329	ZNF329	52/161	12468/56227	0.00194145020226473	0.0138579376506483	0.0110990347316405	PI4K2A/ATP1A1/EZH2/UGDH/MEPCE/SRSF3/RGS2/ZFAND5/ATF4/SAT1/TUBB4B/PLK2/AMD1/TNFRSF10D/GTF2B/C8orf4/PNRC1/MRPL18/TCP1/NUFIP2/H2AFZ/SRSF2/NFKBIA/PLEKHO2/GLUL/BTG1/DUSP5/TIFA/MLF1/TSC22D2/SERTAD1/ARF4/XBP1/CEBPD/THBS1/NR4A3/EIF1/DDX3X/HSPA1A/HSP90AA1/DNAJB1/HSPE1/JUNB/GADD45B/KLF10/JUND/MAFF/SOCS3/FOSB/EGR1/FOS/CCNL1	52
MD114	TF	binding	EGR2	EGR2	24/161	4450/56227	0.00199827959967104	0.0141820757873796	0.0113586419349722	ATP1A1/MAP1LC3B/RBBP6/SIRT1/IER3/NFKBIA/BTG1/FOSL2/HNRNPU/DDX5/YWHAG/THBS1/EIF1/HSP90AB1/DNAJB1/GADD45B/ING1/KLF10/EGR3/MAFF/DUSP1/EGR1/IRF1/KLF4	24
MD114	TF	binding	ZFY	ZFY	63/161	15943/56227	0.00204115602342842	0.0144040669380574	0.0115364380510757	TFRC/ATG101/SRSF5/RBBP6/POLR2A/SIRT1/C6orf62/MYLIP/ZFAND5/ATF4/SAT1/IER5/TOB1/TUBB4B/HEXIM1/PLK2/RASD1/AMD1/ARL4D/GADD45A/ZBTB10/LINC01578/GTF2B/PNRC1/C16orf72/SRSF2/IER3/NFKBIA/GLUL/BTG1/DUSP5/FOSL2/MLF1/TSC22D2/PHLDA1/XBP1/HNRNPU/GEM/DDX5/CEBPD/KLF2/DDX3X/HSPA5/HSP90AB1/HSPD1/BRD2/H3F3B/JUNB/GADD45B/ING1/KLF10/JUND/EIF4A3/EGR3/CSRNP1/CDKN1A/CTD-3252C9.4/BTG2/IER2/JUN/EGR1/MCL1/IRF1	63
MD114	TF	binding	GLI2	GLI2	37/161	8057/56227	0.00216107520134523	0.0151641548026597	0.0121452040753568	PI4K2A/UGDH/EIF4A2/C6orf62/IER5/TUBB4B/HEXIM1/CISH/PNRC1/CHORDC1/C16orf72/KBTBD2/ARL5B/DDX5/PIM1/FAM53C/KLF2/EIF1/BRD2/H3F3B/CYR61/NR4A1/GADD45B/JUND/SLC38A2/EGR3/CSRNP1/MAFF/HSPA8/BTG2/DUSP1/JUN/EGR1/FOS/MCL1/IRF1/RHOB	37
MD114	TF	binding	PURA	PURA	71/161	18589/56227	0.00223935515405462	0.0155530575133867	0.0124566822189596	PI4K2A/KPNA2/ATG101/PPP2CB/SRSF5/MAP1LC3B/MEPCE/TOPORS/POLR2A/IDI1/C6orf62/DDIT3/RGS2/MYLIP/ATF4/TOB1/TUBB4B/PPP1R10/PLK2/GADD45A/LINC01578/CISH/PNRC1/MRPL18/TCP1/C16orf72/ID3/NFKBIA/PLEKHO2/GLUL/DUSP5/FOSL2/MYC/TSC22D2/NOLC1/UBALD2/XBP1/TOB2/YBX3/YWHAG/THBS1/NAMPT/ERRFI1/NR4A3/HLA-E/EIF1/HERPUD1/HSP90AB1/HSP90AA1/BRD2/H3F3B/CYR61/NR4A1/JUNB/GADD45B/KLF10/EIF4A3/SLC38A2/EGR3/MAFF/CTD-3252C9.4/ATF3/DUSP1/IER2/SOCS3/JUN/EGR1/FOS/ZFP36/IRF1/RHOB	71
MD114	TF	binding	ZNF682	ZNF682	52/161	12548/56227	0.00224154371569745	0.0155530575133867	0.0124566822189596	ATP1A1/UGDH/POLR2A/DDIT3/ZFAND5/SAT1/HEXIM1/PPP1R10/INTS6/RASD1/TNFRSF10D/ZBTB10/PNRC1/IER3/PLEKHO2/BTG1/FOSL2/MYC/UBALD2/ARF4/HNRNPU/DDX5/TOB2/CEBPD/PIM1/NAMPT/NAMPTP1/ERRFI1/HLA-E/HSPA5/IFRD1/HSP90AB1/DNAJB1/H3F3B/CYR61/NR4A1/ING1/PPP1R15A/KLF10/NFIL3/JUND/SLC38A2/EGR3/CTD-3252C9.4/DNAJA1/IER2/SOCS3/EGR1/FOS/IRF1/RHOB/KLF4	52
MD114	TF	binding	CTCF	CTCF	52/161	12566/56227	0.00231446038356278	0.0158554980131198	0.0126989114521555	ATG101/ATP1A1/SRSF5/MEPCE/HBEGF/RGS2/ATF4/SAT1/HEXIM1/PLK2/RASD1/LINC01578/PNRC1/C16orf72/NUFIP2/IER3/BTG1/HSPA8P1/DUSP5/FOSL2/MYC/SERTAD1/GEM/DDX5/CEBPD/THBS1/NAMPT/NAMPTP1/KLHL15/KLF2/EIF1/HSPA5/IFRD1/HERPUD1/BRD2/CYR61/NR4A1/GADD45B/ING1/PPP1R15A/JUND/BAG3/EGR3/CSRNP1/CDKN1A/BTG2/DUSP1/SOCS3/EGR1/CCNL1/IRF1/RHOB	52
MD114	TF	binding	PRDM10	PRDM10	14/161	2041/56227	0.00231770759984179	0.0158554980131198	0.0126989114521555	UGDH/HSPA2/RASD1/PNRC1/KBTBD2/SERTAD1/ARL5B/TOB2/PPP1R15B/NR4A1/GADD45B/ADAMTS1/CSRNP1/EGR1	14
MD114	TF	binding	FOXJ3	FOXJ3	8/161	804/56227	0.00233729770186553	0.015862971288071	0.0127048969126427	IDI1/CCNG2/MRPL18/TCP1/DDX5/HSPD1/MAFF/FOS	8
MD114	TF	binding	ZNF692	ZNF692	54/161	13205/56227	0.00239949258336077	0.0161419964616268	0.0129283724521039	ATG101/PPP2CB/EZH2/MAP1LC3B/MEPCE/POLG2/HBEGF/MYLIP/SRSF7/TUBB4B/PLK2/INTS6/RASD1/AMD1/ARL4D/GADD45A/ZBTB10/LINC01578/CCNG2/CISH/MRPL18/TCP1/NFKBIA/PLEKHO2/BTG1/FOSL2/NOLC1/UBALD2/DDX5/TOB2/YBX3/YWHAG/THBS1/NAMPT/NAMPTP1/ERRFI1/NR4A2/NR4A3/KLHL15/KLF2/TRA2B/IFRD1/CYR61/JUNB/EIF4A3/ADAMTS1/BAG3/SLC38A2/JUN/FOSB/EGR1/FOS/CCNL1/RHOB	54
MD114	TF	binding	TFAP2B	TFAP2B	74/161	19623/56227	0.00240440365974312	0.0161419964616268	0.0129283724521039	PI4K2A/TFRC/ATG101/ATP1A1/MEPCE/IDI1/RGS2/ATF4/SAT1/HSPA2/ARL6IP1/IER5/SRSF7/TOB1/TUBB4B/HEXIM1/RASD1/AMD1/GADD45A/ZBTB10/LINC01578/CCNG2/CISH/PNRC1/CHORDC1/C16orf72/NUFIP2/H2AFZ/PLEKHO2/GLUL/DUSP5/TIFA/FOSL2/TSC22D2/PHLDA1/XBP1/HNRNPU/TOB2/CEBPD/THBS1/PIM1/ERRFI1/NR4A2/NR4A3/FAM53C/KLF2/DDX3X/PPP1R15B/HSPA5/HERPUD1/DNAJB4/HSP90AA1/HSPE1/JUNB/GADD45B/ING1/PPP1R15A/KLF10/ADAMTS1/EGR3/MAFF/CTD-3252C9.4/DNAJA1/BTG2/ATF3/DUSP1/IER2/SOCS3/FOSB/FOS/ZFP36/IRF1/RHOB/KLF4	74
MD114	TF	binding	ETV6	ETV6	17/161	2768/56227	0.00257386074884657	0.0170948398399328	0.0136915193226007	ATG101/BUD31/DDIT3/PPP1R10/MRPL18/TCP1/PCF11/ARL5B/HNRNPU/DDX5/KLHL15/HSPH1/ING1/IER2/JUN/MCL1/ZFP36	17
MD114	TF	binding	ZNF586	ZNF586	63/161	16100/56227	0.00263087242084695	0.0173805507802761	0.0139203495951868	TFRC/KPNA2/ATG101/BUD31/SRSF5/MAP1LC3B/UGDH/RBBP6/POLR2A/SIRT1/POLG2/SRSF3/RGS2/ATF4/IER5/TOB1/HEXIM1/AMD1/LINC01578/CYCS/CACYBP/CHORDC1/C16orf72/SRSF2/IER3/NFKBIA/PLEKHO2/HSPA8P1/MYC/SERTAD1/UBALD2/ARF4/PCF11/ARL5B/YBX3/YWHAG/NAMPT/NAMPTP1/NR4A3/HLA-E/TRA2B/PPP1R15B/HSPA5/HERPUD1/H3F3B/JUNB/GADD45B/ING1/PPP1R15A/KLF10/JUND/ADAMTS1/BAG3/CSRNP1/CDKN1A/CTD-3252C9.4/ATF3/DUSP1/IER2/MCL1/ZFP36/CCNL1/RHOB	63
MD114	TF	binding	ZNF239	ZNF239	19/161	3279/56227	0.0027694021419585	0.0181989283614415	0.01457580074715	TFRC/EZH2/SIRT1/ZBTB10/LINC01578/CYCS/CCNG2/NUFIP2/PCF11/NR4A3/TRA2B/HSPA1B/ING1/SLC38A2/SOCS3/JUN/FOSB/ZFP36/IRF1	19
MD114	TF	binding	ZNF432	ZNF432	18/161	3042/56227	0.00287145883365001	0.0187702730073333	0.0150333994337909	SRSF5/MEPCE/IDI1/ATF4/HEXIM1/PPP1R10/INTS6/NUFIP2/IER3/HSPA8P1/ARL5B/NR4A2/HSP90AB1/EIF4A3/EGR3/MAFF/HSPA8/FOSB	18
MD114	TF	binding	ERG	ERG	12/161	1652/56227	0.00299602483630075	0.0193921388241914	0.0155314613008398	ATG101/BUD31/EIF4A2/ATF4/TUBB4B/ARF4/ARL5B/DDX5/TRA2B/PPP1R15B/CTD-3252C9.4/IER2	12
MD114	TF	binding	JDP2	JDP2	20/161	3556/56227	0.00301153923654494	0.0193921388241914	0.0155314613008398	RBBP6/RGS2/SAT1/ARL4D/CYCS/RND3/MLF1/TSC22D2/NOLC1/HNRNPU/GEM/DDX3X/HSPH1/PPP1R15A/MAFF/DUSP1/JUN/FOSB/MCL1/CCNL1	20
MD114	TF	binding	RFX5	RFX5	20/161	3557/56227	0.00302112509718139	0.0193921388241914	0.0155314613008398	BUD31/ATP1A1/RSRC2/SRSF7/PLEKHO2/MLF1/PCF11/NR4A3/DDX3X/DNAJB4/HSP90AA1/HSPH1/JUNB/ING1/KLF10/JUND/EIF4A3/DNAJA1/HSPA8/KLF4	20
MD114	TF	binding	RREB1	RREB1	94/161	26590/56227	0.00302904583888335	0.0193921388241914	0.0155314613008398	PI4K2A/KPNA2/ATG101/BUD31/PPP2CB/SRSF5/EZH2/MAP1LC3B/UGDH/MEPCE/RSRC2/TOPORS/IDI1/C6orf62/HBEGF/DDIT3/MYLIP/ZFAND5/ATF4/SAT1/HSPA2/ARL6IP1/TOB1/PPP1R10/INTS6/ARL4D/TNFRSF10D/ZBTB10/LINC01578/GTF2B/RND3/C8orf4/CISH/PNRC1/CACYBP/MRPL18/TCP1/C16orf72/NUFIP2/H2AFZ/IER3/NFKBIA/PLEKHO2/HSPA8P1/DUSP5/TIFA/FOSL2/MLF1/UBALD2/PCF11/GEM/DDX5/TOB2/SLC2A3/YBX3/PIM1/NAMPTP1/FAM53C/HLA-E/KLHL15/DDX3X/PPP1R15B/HERPUD1/DNAJB4/HSP90AB1/HSPA1A/HSPH1/H3F3B/CYR61/JUNB/GADD45B/ING1/KLF10/JUND/EIF4A3/ADAMTS1/BAG3/SLC38A2/EGR3/CSRNP1/CDKN1A/MAFF/CTD-3252C9.4/DNAJA1/NFKBIZ/BTG2/ATF3/DUSP1/JUN/FOSB/EGR1/ZFP36/RHOB/KLF4	94
MD114	TF	binding	ZNF440	ZNF440	36/161	7954/56227	0.00321184140241089	0.020255347888493	0.0162228186749944	TFRC/EZH2/MEPCE/POLR2A/EIF4A2/SAT1/PLK2/AMD1/GADD45A/ZBTB10/GTF2B/CYCS/CISH/MRPL18/TCP1/NUFIP2/IER3/MYC/TSC22D2/NOLC1/XBP1/HNRNPU/TOB2/YWHAG/NAMPT/NR4A2/HERPUD1/HSP90AB1/HSPH1/MAFF/SOCS3/EGR1/MCL1/ZFP36/CCNL1/IRF1	36
MD114	TF	binding	ZNF253	ZNF253	17/161	2829/56227	0.00321280477780445	0.020255347888493	0.0162228186749944	SRSF7/CHORDC1/NUFIP2/KBTBD2/MLF1/TSC22D2/XBP1/THBS1/NR4A3/HSPA5/IFRD1/HSPA1A/HSPA1B/GADD45B/ING1/KLF10/JUND	17
MD114	TF	binding	MZF1	MZF1	64/161	16630/56227	0.00364077533370696	0.022722828967156	0.0181990621018412	KPNA2/ATG101/PPP2CB/UGDH/MEPCE/RSRC2/POLR2A/C6orf62/RGS2/MYLIP/ARL6IP1/SRSF7/HEXIM1/INTS6/ZBTB10/LINC01578/RND3/CCNG2/CISH/MRPL18/TCP1/C16orf72/NUFIP2/EGR2/SRSF2/NFKBIA/FOSL2/MLF1/UBALD2/PCF11/ARL5B/HNRNPU/GEM/TOB2/YWHAG/PIM1/NAMPT/ERRFI1/NR4A2/NR4A3/FAM53C/HLA-E/KLF2/EIF1/DDX3X/PPP1R15B/HSP90AB1/HSP90AA1/BRD2/CYR61/GADD45B/NFIL3/JUND/ADAMTS1/EGR3/CSRNP1/DUSP1/JUN/FOSB/EGR1/FOS/ZFP36/RHOB/KLF4	64
MD114	TF	binding	CREB5	CREB5	21/161	3881/56227	0.00371893129074324	0.0230945633155155	0.0184967898408019	SNHG1/EZH2/RSRC2/SAT1/IER5/CYCS/RND3/MLF1/TSC22D2/PHLDA1/HNRNPU/GEM/CEBPD/NR4A2/KLHL15/TRA2B/HSPH1/MAFF/ATF3/DUSP1/JUN	21
MD114	TF	binding	JUNB	JUNB	39/161	8908/56227	0.00376479717443005	0.0232630750778215	0.0186317534948227	RBBP6/C6orf62/HBEGF/DDIT3/RGS2/IER5/SRSF7/TUBB4B/ARL4D/GADD45A/CYCS/RND3/CACYBP/FOSL2/MLF1/TSC22D2/NOLC1/ARF4/HNRNPU/GEM/YWHAG/ERRFI1/DDX3X/IFRD1/HSPH1/BRD2/UBC/GADD45B/PPP1R15A/JUND/BAG3/CDKN1A/MAFF/ATF3/DUSP1/FOSB/MCL1/CCNL1/KLF4	39
MD114	TF	binding	GLI3	GLI3	36/161	8055/56227	0.0039595500595457	0.0243453523463156	0.0194985659524267	UGDH/EIF4A2/C6orf62/IER5/TUBB4B/HEXIM1/RASD1/AMD1/CISH/PNRC1/CHORDC1/C16orf72/KBTBD2/ARL5B/DDX5/FAM53C/KLF2/BRD2/H3F3B/CYR61/NR4A1/GADD45B/JUND/SLC38A2/EGR3/CSRNP1/MAFF/BTG2/DUSP1/IER2/JUN/EGR1/FOS/MCL1/IRF1/RHOB	36
MD114	TF	binding	STAT5A	STAT5A	37/161	8363/56227	0.00409298110010426	0.0250417858439876	0.0200563502182967	PI4K2A/SRSF5/EZH2/UGDH/MEPCE/RSRC2/EIF4A2/POLG2/HSPA2/INTS6/ARL4D/GTF2B/CISH/KBTBD2/EGR2/BTG1/ARF4/ARL5B/HNRNPU/YWHAG/THBS1/PIM1/NR4A2/NR4A3/KLHL15/PPP1R15B/IFRD1/HSP90AA1/UBC/H3F3B/ING1/NFIL3/CDKN1A/CTD-3252C9.4/HSPA8/ATF3/JUN	37
MD114	TF	binding	ETV5	ETV5	20/161	3685/56227	0.00447969564740968	0.0271403999711357	0.021737162448278	ATG101/BUD31/DDIT3/PPP1R10/MRPL18/TCP1/PCF11/ARL5B/HNRNPU/DDX5/KLHL15/HSP90AB1/HSPH1/ING1/DNAJA1/HSPA8/IER2/JUN/MCL1/ZFP36	20
MD114	TF	binding	ZSCAN2	ZSCAN2	23/161	4558/56227	0.00561383318446392	0.0333606737564794	0.0267190750910018	PI4K2A/ATG101/UGDH/RSRC2/SIRT1/DDIT3/SRSF7/AMD1/LINC01578/CACYBP/TIFA/MYC/TOB2/YBX3/FAM53C/TRA2B/HSP90AB1/HSPH1/HSPE1/UBC/NR4A1/HSPA8/JUN	23
MD114	TF	binding	TFE3	TFE3	15/161	2531/56227	0.0063019095834878	0.0372712938223421	0.0298511506586264	RBBP6/TOPORS/SIRT1/ATF4/GTF2B/CCNG2/C16orf72/H2AFZ/DDX5/DDX3X/HERPUD1/BRD2/JUNB/SLC38A2/DUSP1	15
MD114	TF	binding	ZFX	ZFX	53/161	13525/56227	0.0067435154107788	0.0393213433811609	0.0314930667812502	PI4K2A/KPNA2/ATP1A1/UGDH/MEPCE/RBBP6/EIF4A2/POLG2/HBEGF/DDIT3/RGS2/ZFAND5/ATF4/ARL6IP1/TOB1/INTS6/RASD1/AMD1/TNFRSF10D/CCNG2/MRPL18/TCP1/C16orf72/IER3/NFKBIA/PLEKHO2/GLUL/TIFA/HNRNPU/DDX5/TOB2/SLC2A3/YBX3/YWHAG/NAMPT/KLHL15/KLF2/HERPUD1/DNAJB1/HSPE1/BRD2/JUNB/GADD45B/KLF10/JUND/BAG3/SLC38A2/EGR3/MAFF/BTG2/DUSP1/EGR1/CCNL1	53
MD114	TF	binding	GLIS2	GLIS2	27/161	5773/56227	0.00737215993400709	0.0425870820373805	0.0341086469406938	EZH2/POLR2A/ARL6IP1/IER5/TUBB4B/INTS6/RASD1/PNRC1/C16orf72/H2AFZ/IER3/NFKBIA/DUSP5/TOB2/DDX3X/HSPD1/BRD2/H3F3B/JUNB/GADD45B/KLF10/JUND/EGR3/DUSP1/JUN/EGR1/IRF1	27
MD114	TF	binding	ZNF90	ZNF90	17/161	3088/56227	0.00756954190028344	0.0435248659266298	0.0348597324355158	NUFIP2/FOSL2/ARF4/PHLDA1/SLC2A3/CEBPD/NR4A3/FAM53C/HSPA1B/HSPD1/HSPE1/EGR3/MAFF/CTD-3252C9.4/SOCS3/RHOB/KLF4	17
MD114	TF	binding	ATF6	ATF6	11/161	1647/56227	0.00812166921829282	0.0464843924844225	0.0372300626305444	POLR2A/NFKBIA/FOSL2/ARF4/NR4A3/KLHL15/DDX3X/BRD2/PPP1R15A/JUND/BAG3	11
MD114	TF	binding	ZNF343	ZNF343	20/161	3899/56227	0.00820402099982876	0.0467403398247125	0.037435054779518	EZH2/SIRT1/TUBB4B/AMD1/PNRC1/MRPL18/TCP1/C16orf72/SRSF2/ID3/DUSP5/PHLDA1/GEM/TOB2/PIM1/NAMPT/HLA-E/EIF1/HSP90AA1/RHOB	20
MD116	TF	binding	ZBTB11	ZBTB11	26/38	17398/56227	2.22607509862798e-06	0.00251323878635099	0.00235963960454566	GNG12/PTGFRN/NOTCH2/MAP3K20/PALLD/SYNM/DOK5/CBFB/CAP2/KANK2/ARHGEF3/TIMP3/LBR/LRRC7/C3orf70/FOXP2/CELF2/ANOS1/INTU/ENAH/GDNF/C5orf24/FAT1/SPON1/ANTXR1/FN1	26
MD116	TF	binding	SALL4	SALL4	31/38	26890/56227	1.91842943301628e-05	0.0108295341493769	0.0101676759949863	GNG12/SELENOW/PTGFRN/NOTCH2/MAP3K20/PRELP/SYNM/DOK5/AFF3/PDE4D/CBFB/CAP2/KANK2/ARHGEF3/TIMP3/LBR/LRRC7/C3orf70/FOXP2/CFL2/CELF2/ANOS1/INTU/CTHRC1/ENAH/GDNF/C5orf24/FAT1/SPON1/PCDH18/FN1	31
MD116	TF	binding	ZNF37A	ZNF37A	30/38	26408/56227	5.55578441735493e-05	0.0179363706908544	0.0168401708877818	GNG12/SELENOW/PTGFRN/NOTCH2/MAP3K20/PRELP/KIAA1462/SYNM/DOK5/CAP2/KANK2/ARHGEF3/TIMP3/LBR/LRRC7/C3orf70/FOXP2/CFL2/CELF2/ANOS1/INTU/CTHRC1/ENAH/GDNF/C5orf24/FAT1/SPON1/PCDH18/ANTXR1/FN1	30
MD116	TF	binding	ZNF438	ZNF438	7/38	1608/56227	8.96030096528828e-05	0.0179363706908544	0.0168401708877818	CDC42EP3/AFF3/CAP2/LRRC7/FOXP2/ANOS1/INTU	7
MD116	TF	binding	EGR1	EGR1	23/38	16912/56227	9.6977512023791e-05	0.0179363706908544	0.0168401708877818	GNG12/SELENOW/PTGFRN/NOTCH2/DOK5/CBFB/CAP2/KANK2/ARHGEF3/TIMP3/LRRC7/C3orf70/FOXP2/CFL2/CELF2/ANOS1/CTHRC1/ENAH/GDNF/C5orf24/PCDH18/ANTXR1/FN1	23
MD116	TF	binding	ZNF197	ZNF197	14/38	7020/56227	0.000112480475935448	0.0179363706908544	0.0168401708877818	NOTCH2/MAP3K20/CBFB/CAP2/TIMP3/LBR/LRRC7/C3orf70/FOXP2/CFL2/ENAH/GDNF/SPON1/FN1	14
MD116	TF	binding	ZNF282	ZNF282	12/38	5428/56227	0.000158869536677187	0.0179363706908544	0.0168401708877818	PTGFRN/PRELP/KIAA1462/KANK2/ARHGEF3/LRRC7/FOXP2/CELF2/ANOS1/CTHRC1/GDNF/ANTXR1	12
MD116	TF	binding	ZNF148	ZNF148	31/38	29504/56227	0.000185951904053116	0.0187493952048482	0.0176035065696538	GNG12/SELENOW/PTGFRN/NOTCH2/MAP3K20/PRELP/DOK5/AFF3/PDE4D/CBFB/CAP2/KANK2/ARHGEF3/TIMP3/TGFBR3/LBR/LRRC7/C3orf70/FOXP2/CFL2/ANOS1/INTU/CTHRC1/ENAH/GDNF/COL21A1/FAT1/SPON1/PCDH18/ANTXR1/FN1	31
MD116	TF	binding	ZFP64	ZFP64	23/38	18194/56227	0.000329260770999584	0.0232458013002758	0.021825110166778	GNG12/SELENOW/PTGFRN/NOTCH2/MAP3K20/PDE4D/CBFB/CAP2/KANK2/TIMP3/LBR/LRRC7/C3orf70/FOXP2/CFL2/ANOS1/INTU/ENAH/GDNF/FAT1/SPON1/ANTXR1/FN1	23
