cluster	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
MD85	hsa04151	PI3K-Akt signaling pathway	8/51	355/7846	0.00187574348048251	0.0354056449469032	0.0335729908587425	FGF10/THBS2/TNC/COL1A2/COL1A1/CHRM2/COL6A3/COL9A1	8
MD85	hsa05205	Proteoglycans in cancer	6/51	206/7846	0.00204826045147374	0.0354056449469032	0.0335729908587425	LUM/DCN/TWIST1/FZD7/COL1A2/COL1A1	6
MD86	hsa04141	Protein processing in endoplasmic reticulum	3/10	166/7846	0.00100050210288897	0.0104017547128714	0.00638704236755259	CKAP4/RRBP1/SSR1	3
MD88	hsa00190	Oxidative phosphorylation	10/12	132/7846	8.26362221504728e-17	8.97383521725046e-16	NA	MT-ND6/MT-ND1/MT-CO3/MT-CO2/MT-ND2/MT-ATP6/MT-CO1/MT-CYB/MT-ND4/MT-ND5	10
MD88	hsa05012	Parkinson disease	10/12	141/7846	1.63160640313645e-16	8.97383521725046e-16	NA	MT-ND6/MT-ND1/MT-CO3/MT-CO2/MT-ND2/MT-ATP6/MT-CO1/MT-CYB/MT-ND4/MT-ND5	10
MD88	hsa04714	Thermogenesis	10/12	230/7846	2.42220004846058e-14	8.8814001776888e-14	NA	MT-ND6/MT-ND1/MT-CO3/MT-CO2/MT-ND2/MT-ATP6/MT-CO1/MT-CYB/MT-ND4/MT-ND5	10
MD88	hsa04723	Retrograde endocannabinoid signaling	5/12	147/7846	1.53670739108782e-06	4.22594532549151e-06	NA	MT-ND6/MT-ND1/MT-ND2/MT-ND4/MT-ND5	5
MD88	hsa01100	Metabolic pathways	10/12	1488/7846	2.66183807033363e-06	5.78136612832917e-06	NA	MT-ND6/MT-ND1/MT-CO3/MT-CO2/MT-ND2/MT-ATP6/MT-CO1/MT-CYB/MT-ND4/MT-ND5	10
MD88	hsa05010	Alzheimer disease	5/12	170/7846	3.1534724336341e-06	5.78136612832917e-06	NA	MT-CO3/MT-CO2/MT-ATP6/MT-CO1/MT-CYB	5
MD88	hsa05016	Huntington disease	5/12	192/7846	5.73859821152542e-06	8.17396976354082e-06	NA	MT-CO3/MT-CO2/MT-ATP6/MT-CO1/MT-CYB	5
MD88	hsa04260	Cardiac muscle contraction	4/12	85/7846	5.94470528257514e-06	8.17396976354082e-06	NA	MT-CO3/MT-CO2/MT-CO1/MT-CYB	4
MD88	hsa04932	Non-alcoholic fatty liver disease (NAFLD)	4/12	150/7846	5.63846773172842e-05	6.8914605610014e-05	NA	MT-CO3/MT-CO2/MT-CO1/MT-CYB	4
MD89	hsa04974	Protein digestion and absorption	7/8	95/7846	2.416705318908e-13	7.00844542483321e-12	4.32463057067748e-12	COL5A1/COL1A1/COL4A1/COL3A1/COL6A3/COL5A2/COL4A2	7
MD89	hsa04512	ECM-receptor interaction	5/8	88/7846	8.63289551247438e-09	1.25176984930879e-07	7.72416966905603e-08	COL1A1/ITGB1/COL4A1/COL6A3/COL4A2	5
MD89	hsa04510	Focal adhesion	5/8	201/7846	5.5245630801727e-07	5.34041097750028e-06	3.29535341624336e-06	COL1A1/ITGB1/COL4A1/COL6A3/COL4A2	5
MD89	hsa04933	AGE-RAGE signaling pathway in diabetic complications	4/8	102/7846	1.81112024028972e-06	1.05044973936804e-05	6.481904017879e-06	COL1A1/COL4A1/COL3A1/COL4A2	4
MD89	hsa05146	Amoebiasis	4/8	102/7846	1.81112024028972e-06	1.05044973936804e-05	6.481904017879e-06	COL1A1/COL4A1/COL3A1/COL4A2	4
MD89	hsa04926	Relaxin signaling pathway	4/8	131/7846	4.93415406178009e-06	2.38484112986038e-05	1.47158980789933e-05	COL1A1/COL4A1/COL3A1/COL4A2	4
MD89	hsa05165	Human papillomavirus infection	5/8	332/7846	6.63755705665962e-06	2.74984506633041e-05	1.69681909719118e-05	COL1A1/ITGB1/COL4A1/COL6A3/COL4A2	5
MD89	hsa04151	PI3K-Akt signaling pathway	5/8	355/7846	9.22609526719444e-06	3.34445953435798e-05	2.06373183608297e-05	COL1A1/ITGB1/COL4A1/COL6A3/COL4A2	5
MD89	hsa05222	Small cell lung cancer	3/8	94/7846	8.92991648238959e-05	0.000287741753321442	0.000177553894971489	ITGB1/COL4A1/COL4A2	3
MD89	hsa04611	Platelet activation	3/8	125/7846	0.000208544595471429	0.000604779326867144	0.000373185065580452	COL1A1/ITGB1/COL3A1	3
MD89	hsa05200	Pathways in cancer	3/8	531/7846	0.0133516845263082	0.035199895569358	0.0217204437270086	ITGB1/COL4A1/COL4A2	3
MD91	hsa04510	Focal adhesion	11/36	201/7846	8.14523594798161e-10	1.05888067323761e-07	8.05949662221338e-08	THBS2/PDGFRA/PIK3R1/PDGFD/COL6A6/TNR/LAMB1/LAMC1/LAMA4/COL6A5/COL1A2	11
MD91	hsa04512	ECM-receptor interaction	8/36	88/7846	4.24606873619392e-09	2.75994467852605e-07	2.10068663790647e-07	THBS2/COL6A6/TNR/LAMB1/LAMC1/LAMA4/COL6A5/COL1A2	8
MD91	hsa04151	PI3K-Akt signaling pathway	12/36	355/7846	2.86550277633436e-08	1.24171786974489e-06	9.45113196405017e-07	THBS2/PDGFRA/PIK3R1/F2R/PDGFD/COL6A6/TNR/LAMB1/LAMC1/LAMA4/COL6A5/COL1A2	12
MD91	hsa05165	Human papillomavirus infection	11/36	332/7846	1.53352530061102e-07	4.98395722698581e-06	3.7934573225641e-06	THBS2/WNT4/JAG1/PIK3R1/COL6A6/TNR/LAMB1/LAMC1/LAMA4/COL6A5/COL1A2	11
MD91	hsa05200	Pathways in cancer	12/36	531/7846	2.27354803039282e-06	5.91122487902134e-05	4.49923189172474e-05	WNT4/JAG1/PTCH1/BMP4/HHIP/PDGFRA/PIK3R1/F2R/DLL1/LAMB1/LAMC1/LAMA4	12
MD91	hsa05215	Prostate cancer	5/36	99/7846	7.98869305796551e-05	0.00171069339892318	0.00130206623075934	PDGFRA/PIK3R1/PLAT/ZEB1/PDGFD	5
MD91	hsa05146	Amoebiasis	5/36	102/7846	9.21142599420175e-05	0.00171069339892318	0.00130206623075934	PIK3R1/LAMB1/LAMC1/LAMA4/COL1A2	5
MD91	hsa05217	Basal cell carcinoma	4/36	63/7846	0.000183400860452094	0.00298026398234652	0.00226837906348642	WNT4/PTCH1/BMP4/HHIP	4
MD91	hsa04610	Complement and coagulation cascades	4/36	85/7846	0.000580248487079233	0.00838136703558893	0.00637934009186526	F3/F2R/PLAT/A2M	4
MD91	hsa05222	Small cell lung cancer	4/36	94/7846	0.000848639431507648	0.0110323126095994	0.00839706384860199	PIK3R1/LAMB1/LAMC1/LAMA4	4
MD91	hsa04550	Signaling pathways regulating pluripotency of stem cells	4/36	141/7846	0.00376769606938368	0.0427124335374773	0.0325098684414807	WNT4/BMP4/INHBA/PIK3R1	4
MD91	hsa04072	Phospholipase D signaling pathway	4/36	149/7846	0.00458836725331123	0.0427124335374773	0.0325098684414807	PDGFRA/PIK3R1/F2R/PDGFD	4
MD91	hsa05224	Breast cancer	4/36	149/7846	0.00458836725331123	0.0427124335374773	0.0325098684414807	WNT4/JAG1/PIK3R1/DLL1	4
MD91	hsa05218	Melanoma	3/36	74/7846	0.00459980053480524	0.0427124335374773	0.0325098684414807	PDGFRA/PIK3R1/PDGFD	3
MD92	hsa03010	Ribosome	43/45	150/7846	1.70738365710887e-74	2.21959875424154e-73	2.15669514582174e-73	RPL41/RPLP1/RPL32/RPLP0/RPL39/RPL30/RPS5/RPL13/RPL22/RPS11/RPL7/RPL19/RPL27/RPS16/RPS4X/RPL10A/RPL6/RPS24/RPL26/RPLP2/RPS27A/RPL4/RPL31/RPL13A/RPL11/RPL3/RPS18/RPL8/RPL37A/RPL27A/RPS6/RPL9/RPS12/RPS17/RPL23/RPL34/RPS23/RPS20/RPL5/RPS3/RPS15A/RPL38/RPL36	43
MD94	hsa03013	RNA transport	5/11	164/7846	1.56703981368795e-06	3.44748759011349e-05	2.63922494936918e-05	EIF3F/EIF3E/EIF2S3/PABPC1/EIF4B	5
MD95	hsa05205	Proteoglycans in cancer	5/28	206/7846	0.000713624448698742	0.044244715819322	0.0353056306198325	GPC3/LUM/DCN/WNT2B/FN1	5
MD97	hsa04612	Antigen processing and presentation	5/20	68/7846	5.905253000366e-07	4.7242024002928e-05	3.10802789492947e-05	CD74/HLA-C/HLA-A/HLA-B/CTSS	5
MD97	hsa04145	Phagosome	5/20	148/7846	2.75353934755265e-05	0.00110141573902106	0.000724615617777013	HLA-C/HLA-A/HLA-B/C1R/CTSS	5
MD97	hsa05330	Allograft rejection	3/20	35/7846	8.80194617101137e-05	0.00208308626129381	0.0013704514876933	HLA-C/HLA-A/HLA-B	3
MD97	hsa05332	Graft-versus-host disease	3/20	37/7846	0.000104154313064691	0.00208308626129381	0.0013704514876933	HLA-C/HLA-A/HLA-B	3
MD97	hsa04940	Type I diabetes mellitus	3/20	41/7846	0.00014196715766916	0.00227147452270656	0.00149439113335958	HLA-C/HLA-A/HLA-B	3
MD97	hsa05320	Autoimmune thyroid disease	3/20	50/7846	0.000257234752225534	0.00342979669634045	0.00225644519496082	HLA-C/HLA-A/HLA-B	3
MD97	hsa04144	Endocytosis	5/20	247/7846	0.000312327552427957	0.0035694577420338	0.00234832746186434	PML/LDLR/HLA-C/HLA-A/HLA-B	5
MD97	hsa05416	Viral myocarditis	3/20	57/7846	0.000379667886514482	0.00372831238292617	0.00245283709403037	HLA-C/HLA-A/HLA-B	3
MD97	hsa04514	Cell adhesion molecules (CAMs)	4/20	144/7846	0.000419435143079194	0.00372831238292617	0.00245283709403037	NECTIN2/HLA-C/HLA-A/HLA-B	4
MD97	hsa05168	Herpes simplex virus 1 infection	6/20	489/7846	0.00103843190714848	0.00830745525718785	0.00546543109025516	PML/CD74/BIRC3/HLA-C/HLA-A/HLA-B	6
MD97	hsa05167	Kaposi sarcoma-associated herpesvirus infection	4/20	188/7846	0.00114485682452023	0.00832623145105623	0.0054777838493791	IL6ST/HLA-C/HLA-A/HLA-B	4
MD97	hsa05169	Epstein-Barr virus infection	4/20	199/7846	0.00141401173730505	0.00919701663051681	0.00605066883586632	RELB/HLA-C/HLA-A/HLA-B	4
MD97	hsa05203	Viral carcinogenesis	4/20	202/7846	0.00149451520245898	0.00919701663051681	0.00605066883586632	IL6ST/HLA-C/HLA-A/HLA-B	4
MD97	hsa05166	Human T-cell leukemia virus 1 infection	4/20	218/7846	0.00197900920329962	0.011308624018855	0.00743988422293091	RELB/HLA-C/HLA-A/HLA-B	4
MD97	hsa04650	Natural killer cell mediated cytotoxicity	3/20	125/7846	0.00369155410786258	0.0196882885752671	0.0129528214310968	HLA-C/HLA-A/HLA-B	3
MD97	hsa04210	Apoptosis	3/20	138/7846	0.00487459744016229	0.0243729872008115	0.0160348600005339	BIRC3/CTSS/CTSK	3
MD97	hsa04218	Cellular senescence	3/20	160/7846	0.00735286859713466	0.0309594467247775	0.0203680570557747	HLA-C/HLA-A/HLA-B	3
MD98	hsa04141	Protein processing in endoplasmic reticulum	13/82	166/7846	1.33810563663067e-08	2.44873331503412e-06	1.61981208644765e-06	DDIT3/HSPA5/HERPUD1/HSPA8/HSPA1A/HSPA1B/HSP90AB1/HSP90AA1/HSPH1/DNAJB1/XBP1/PPP1R15A/DNAJA1	13
MD98	hsa04657	IL-17 signaling pathway	10/82	94/7846	3.94188419122937e-08	3.60682403497488e-06	2.38587727363883e-06	CXCL2/HSP90AB1/HSP90AA1/TNFAIP3/CCL2/JUND/NFKBIA/JUN/FOS/FOSB	10
MD98	hsa04668	TNF signaling pathway	10/82	114/7846	2.50734683214671e-07	1.52948156760949e-05	1.01173644104165e-05	ICAM1/CXCL2/JUNB/TNFAIP3/CCL2/IRF1/NFKBIA/JUN/FOS/SOCS3	10
MD98	hsa04612	Antigen processing and presentation	8/82	68/7846	4.47677433469116e-07	2.04812425812121e-05	1.35481328549864e-05	HLA-E/TAP1/HSPA5/HSPA8/HSPA1A/HSPA1B/HSP90AB1/HSP90AA1	8
MD98	hsa05169	Epstein-Barr virus infection	12/82	199/7846	8.88753990629436e-07	3.25283960570373e-05	2.15172018783969e-05	MYC/ICAM1/NFKBIE/HLA-E/TAP1/CYCS/GADD45A/GADD45B/TNFAIP3/CDKN1A/NFKBIA/JUN	12
MD98	hsa05134	Legionellosis	7/82	57/7846	1.8232111298906e-06	5.56079394616632e-05	3.67840841995471e-05	CYCS/CXCL2/HSPD1/HSPA8/HSPA1A/HSPA1B/NFKBIA	7
MD98	hsa05167	Kaposi sarcoma-associated herpesvirus infection	11/82	188/7846	3.54882385221973e-06	9.27763949937442e-05	6.1370638045905e-05	MYC/ICAM1/HLA-E/CYCS/CXCL2/CALM1/CDKN1A/NFKBIA/JUN/FOS/ZFP36	11
MD98	hsa05161	Hepatitis B	10/82	164/7846	7.0858997807795e-06	0.000162089957485331	0.000107220851946006	YWHAZ/MYC/CYCS/DDX3X/EGR2/EGR3/CDKN1A/NFKBIA/JUN/FOS	10
MD98	hsa04010	MAPK signaling pathway	13/82	295/7846	9.96283083630999e-06	0.000187434512818586	0.000123986016532283	MYC/NR4A1/GADD45A/DDIT3/HSPA8/HSPA1A/HSPA1B/GADD45B/JUND/DUSP1/DUSP5/JUN/FOS	13
MD98	hsa03040	Spliceosome	9/82	135/7846	1.02423231048407e-05	0.000187434512818586	0.000123986016532283	SRSF5/TRA2B/HSPA8/HSPA1A/HSPA1B/SRSF3/SRSF7/EIF4A3/DDX5	9
MD98	hsa05210	Colorectal cancer	7/82	88/7846	3.37514797615695e-05	0.000561501890578838	0.000371427767711052	MYC/CYCS/GADD45A/GADD45B/CDKN1A/JUN/FOS	7
MD98	hsa05203	Viral carcinogenesis	10/82	202/7846	4.35902935541919e-05	0.000664751976701427	0.000439726645502814	YWHAZ/HLA-E/GTF2B/YWHAG/DDX3X/EGR2/EGR3/CDKN1A/NFKBIA/JUN	10
MD98	hsa04380	Osteoclast differentiation	8/82	127/7846	4.93715441820746e-05	0.000694999429639973	0.000459735026796646	FOSL2/JUNB/JUND/NFKBIA/JUN/FOS/FOSB/SOCS3	8
MD98	hsa05166	Human T-cell leukemia virus 1 infection	10/82	218/7846	8.29979654898632e-05	0.00100214275157121	0.000662907198335858	MYC/ICAM1/HLA-E/EGR2/CDKN1A/NFKBIA/JUN/FOS/EGR1/ZFP36	10
MD98	hsa04210	Apoptosis	8/82	138/7846	8.90778194877333e-05	0.00100214275157121	0.000662907198335858	CYCS/GADD45A/DDIT3/GADD45B/NFKBIA/JUN/MCL1/FOS	8
MD98	hsa04915	Estrogen signaling pathway	8/82	139/7846	9.37248938685504e-05	0.00100214275157121	0.000662907198335858	CALM1/HSPA8/HSPA1A/HSPA1B/HSP90AB1/HSP90AA1/JUN/FOS	8
MD98	hsa05162	Measles	8/82	140/7846	9.8571418187332e-05	0.00100214275157121	0.000662907198335858	CYCS/HSPA8/HSPA1A/HSPA1B/TNFAIP3/NFKBIA/JUN/FOS	8
MD98	hsa05418	Fluid shear stress and atherosclerosis	8/82	140/7846	9.8571418187332e-05	0.00100214275157121	0.000662907198335858	ICAM1/CALM1/HSP90AB1/HSP90AA1/CCL2/DUSP1/JUN/FOS	8
MD98	hsa05202	Transcriptional misregulation in cancer	9/82	184/7846	0.000118330725195193	0.00113971172161686	0.000753907667448599	FUS/MYC/GADD45A/DDIT3/GADD45B/H3F3B/CDKN1A/DDX5/NFKBIZ	9
MD98	hsa05222	Small cell lung cancer	6/82	94/7846	0.000424058812221334	0.0038801381318252	0.00256667175818176	MYC/CYCS/GADD45A/GADD45B/CDKN1A/NFKBIA	6
MD98	hsa04621	NOD-like receptor signaling pathway	8/82	180/7846	0.00055028565737215	0.00468339879644027	0.00309802048657251	CXCL2/HSP90AB1/HSP90AA1/TNFAIP3/CCL2/NAMPT/NFKBIA/JUN	8
MD98	hsa05216	Thyroid cancer	4/82	37/7846	0.00056303154929883	0.00468339879644027	0.00309802048657251	MYC/GADD45A/GADD45B/CDKN1A	4
MD98	hsa04659	Th17 cell differentiation	6/82	105/7846	0.000765197702320848	0.00608831215324848	0.00402735632800446	NFKBIE/HSP90AB1/HSP90AA1/NFKBIA/JUN/FOS	6
MD98	hsa04625	C-type lectin receptor signaling pathway	6/82	106/7846	0.000804424363161457	0.00613373576910611	0.00405740358612138	CALM1/EGR2/EGR3/IRF1/NFKBIA/JUN	6
MD98	hsa05145	Toxoplasmosis	6/82	110/7846	0.000977116396965053	0.00715249202578419	0.00473130044846236	PPIF/CYCS/HSPA8/HSPA1A/HSPA1B/NFKBIA	6
MD98	hsa05133	Pertussis	5/82	76/7846	0.00113988601509349	0.0080230438754657	0.00530716160873486	IRF8/CALM1/IRF1/JUN/FOS	5
MD98	hsa05160	Hepatitis C	7/82	157/7846	0.00121545556234905	0.00823808770036579	0.00544941090331934	YWHAZ/MYC/CYCS/YWHAG/CDKN1A/NFKBIA/SOCS3	7
MD98	hsa05220	Chronic myeloid leukemia	5/82	78/7846	0.0012815288491556	0.00837570640698121	0.00554044427266517	MYC/GADD45A/GADD45B/CDKN1A/NFKBIA	5
MD98	hsa04218	Cellular senescence	7/82	160/7846	0.0013568049372752	0.00856190701797796	0.00566361407574038	ZFP36L1/MYC/HLA-E/CALM1/GADD45A/GADD45B/CDKN1A	7
MD98	hsa04110	Cell cycle	6/82	124/7846	0.00181453469502697	0.0110686616396645	0.00732180666414392	YWHAZ/MYC/GADD45A/YWHAG/GADD45B/CDKN1A	6
MD98	hsa05164	Influenza A	7/82	170/7846	0.00192309167145479	0.0113524443831041	0.00750952605152126	KPNA2/ICAM1/CYCS/DNAJB1/CCL2/NFKBIA/SOCS3	7
MD98	hsa05163	Human cytomegalovirus infection	8/82	224/7846	0.00225591022476059	0.012778478359147	0.00845283296693645	MYC/HLA-E/TAP1/CYCS/CALM1/CCL2/CDKN1A/NFKBIA	8
MD98	hsa05323	Rheumatoid arthritis	5/82	89/7846	0.00230431576968224	0.012778478359147	0.00845283296693645	ICAM1/CXCL2/CCL2/JUN/FOS	5
MD98	hsa05213	Endometrial cancer	4/82	60/7846	0.00346617093787308	0.0186561553420816	0.0123408562803531	MYC/GADD45A/GADD45B/CDKN1A	4
MD98	hsa04064	NF-kappa B signaling pathway	5/82	100/7846	0.00382302801334271	0.0199889750411919	0.0132225029032906	ICAM1/CXCL2/GADD45B/TNFAIP3/NFKBIA	5
MD98	hsa04933	AGE-RAGE signaling pathway in diabetic complications	5/82	102/7846	0.00416152539792154	0.0211544207727678	0.0139934333555841	ICAM1/CCL2/PIM1/JUN/EGR1	5
MD98	hsa05224	Breast cancer	6/82	149/7846	0.00453797117291323	0.0224445601254898	0.01484684736515	MYC/GADD45A/GADD45B/CDKN1A/JUN/FOS	6
MD98	hsa04928	Parathyroid hormone synthesis, secretion and action	5/82	106/7846	0.00490203419218766	0.0236071646623774	0.0156158983961657	NR4A2/JUND/CDKN1A/FOS/EGR1	5
MD98	hsa05020	Prion diseases	3/82	35/7846	0.00565999647030438	0.0261912807779235	0.0173252648229002	HSPA5/HSPA1A/EGR1	3
MD98	hsa05031	Amphetamine addiction	4/82	69/7846	0.00572487011539312	0.0261912807779235	0.0173252648229002	CALM1/JUN/FOS/FOSB	4
MD98	hsa05170	Human immunodeficiency virus 1 infection	7/82	212/7846	0.00651735763497593	0.0283188193250006	0.0187326098497272	HLA-E/TAP1/CYCS/CALM1/NFKBIA/JUN/FOS	7
MD98	hsa04115	p53 signaling pathway	4/82	72/7846	0.00665414880314223	0.0283188193250006	0.0187326098497272	CYCS/GADD45A/GADD45B/CDKN1A	4
MD98	hsa04917	Prolactin signaling pathway	4/82	72/7846	0.00665414880314223	0.0283188193250006	0.0187326098497272	CISH/IRF1/FOS/SOCS3	4
MD98	hsa04630	JAK-STAT signaling pathway	6/82	164/7846	0.00719948354600349	0.0299433065663327	0.019807191573933	MYC/CISH/PIM1/CDKN1A/MCL1/SOCS3	6
MD98	hsa05214	Glioma	4/82	77/7846	0.00841616212266544	0.0342257259655061	0.0226399682831936	CALM1/GADD45A/GADD45B/CDKN1A	4
MD98	hsa05200	Pathways in cancer	12/82	531/7846	0.00869170371638983	0.0345778647847682	0.0228729045168153	MYC/CYCS/CALM1/GADD45A/HSP90AB1/HSP90AA1/GADD45B/PIM1/CDKN1A/NFKBIA/JUN/FOS	12
MD98	hsa03018	RNA degradation	4/82	79/7846	0.0091988727187133	0.035816887394139	0.0236925053225539	TOB1/BTG1/HSPD1/BTG2	4
MD98	hsa04662	B cell receptor signaling pathway	4/82	81/7846	0.0100276942211275	0.0382305842180486	0.0252891411278435	NFKBIE/NFKBIA/JUN/FOS	4
MD99	hsa04210	Apoptosis	4/21	138/7846	0.00043455820809722	0.0206822602896973	0.0184902687521446	TUBA1B/TUBA1A/ATF4/TUBA1C	4
MD99	hsa04145	Phagosome	4/21	148/7846	0.000566637268210884	0.0206822602896973	0.0184902687521446	TUBA1B/TUBA1A/TFRC/TUBA1C	4
MD99	hsa04540	Gap junction	3/21	88/7846	0.00156681653185329	0.0381258689417634	0.0340851315701418	TUBA1B/TUBA1A/TUBA1C	3
MD101	hsa00190	Oxidative phosphorylation	10/12	132/7846	8.26362221504728e-17	8.97383521725046e-16	NA	MT-ND1/MT-ATP8/MT-CO2/MT-CO3/MT-ND2/MT-CYB/MT-ATP6/MT-ND5/MT-CO1/MT-ND4	10
MD101	hsa05012	Parkinson disease	10/12	141/7846	1.63160640313645e-16	8.97383521725046e-16	NA	MT-ND1/MT-ATP8/MT-CO2/MT-CO3/MT-ND2/MT-CYB/MT-ATP6/MT-ND5/MT-CO1/MT-ND4	10
MD101	hsa04714	Thermogenesis	10/12	230/7846	2.42220004846058e-14	8.8814001776888e-14	NA	MT-ND1/MT-ATP8/MT-CO2/MT-CO3/MT-ND2/MT-CYB/MT-ATP6/MT-ND5/MT-CO1/MT-ND4	10
MD101	hsa05010	Alzheimer disease	6/12	170/7846	7.86054879345614e-08	2.16165091820044e-07	NA	MT-ATP8/MT-CO2/MT-CO3/MT-CYB/MT-ATP6/MT-CO1	6
MD101	hsa05016	Huntington disease	6/12	192/7846	1.6243165861687e-07	3.57349648957114e-07	NA	MT-ATP8/MT-CO2/MT-CO3/MT-CYB/MT-ATP6/MT-CO1	6
MD101	hsa01100	Metabolic pathways	10/12	1488/7846	2.66183807033363e-06	4.88003646227833e-06	NA	MT-ND1/MT-ATP8/MT-CO2/MT-CO3/MT-ND2/MT-CYB/MT-ATP6/MT-ND5/MT-CO1/MT-ND4	10
MD101	hsa04260	Cardiac muscle contraction	4/12	85/7846	5.94470528257514e-06	9.34167972976093e-06	NA	MT-CO2/MT-CO3/MT-CYB/MT-CO1	4
MD101	hsa04723	Retrograde endocannabinoid signaling	4/12	147/7846	5.20930752498768e-05	6.8914605610014e-05	NA	MT-ND1/MT-ND2/MT-ND5/MT-ND4	4
MD101	hsa04932	Non-alcoholic fatty liver disease (NAFLD)	4/12	150/7846	5.63846773172842e-05	6.8914605610014e-05	NA	MT-CO2/MT-CO3/MT-CYB/MT-CO1	4
MD104	hsa03010	Ribosome	4/7	150/7846	4.29657692013949e-06	2.5779461520837e-05	2.26135627375763e-05	RPLP0/RPL35/RPS7/RPL15	4
MD105	hsa03010	Ribosome	5/6	150/7846	1.41230343833885e-08	4.23691031501656e-08	2.97327039650285e-08	RPL30/RPL13/RPS21/RPS3A/RPL7	5
MD106	hsa03010	Ribosome	37/38	150/7846	8.25870681341361e-65	1.07363188574377e-63	1.04320507116804e-63	RPS15A/RPL41/RPL32/RPL26/RPS16/RPL35A/RPL27/RPL38/RPL8/RPS4X/RPS23/RPLP2/RPL19/RPLP1/RPL13A/RPL36/RPS27A/RPS24/RPL22/RPS18/RPL31/RPL37A/RPL27A/RPS20/RPS3/RPS12/RPS17/RPL34/RPL23/RPL5/RPS6/RPL6/RPL3/RPL4/RPL9/RPL11/RPL10A	37
MD107	hsa04974	Protein digestion and absorption	7/19	95/7846	1.36557777515139e-09	6.00854221066613e-08	4.88733098475236e-08	COL5A1/COL5A2/COL3A1/COL1A2/COL1A1/COL14A1/COL12A1	7
MD107	hsa04512	ECM-receptor interaction	3/19	88/7846	0.00116018139958138	0.0156358902033493	0.0127181882036813	THBS2/COL1A2/COL1A1	3
MD107	hsa05205	Proteoglycans in cancer	4/19	206/7846	0.00131214876153906	0.0156358902033493	0.0127181882036813	COL1A2/COL1A1/GPC3/LUM	4
MD107	hsa04933	AGE-RAGE signaling pathway in diabetic complications	3/19	102/7846	0.00177680570492606	0.0156358902033493	0.0127181882036813	COL3A1/COL1A2/COL1A1	3
MD107	hsa05146	Amoebiasis	3/19	102/7846	0.00177680570492606	0.0156358902033493	0.0127181882036813	COL3A1/COL1A2/COL1A1	3
MD107	hsa04611	Platelet activation	3/19	125/7846	0.00317443848728806	0.0227824968157746	0.018531217505654	COL3A1/COL1A2/COL1A1	3
MD107	hsa04926	Relaxin signaling pathway	3/19	131/7846	0.00362448812978232	0.0227824968157746	0.018531217505654	COL3A1/COL1A2/COL1A1	3
MD112	hsa04540	Gap junction	4/15	88/7846	1.83539755603517e-05	0.00168856575155235	0.00135239819918381	TUBA1B/TUBA1A/TUBB/TUBA1C	4
MD112	hsa04145	Phagosome	4/15	148/7846	0.000141142774559521	0.00649256762973798	0.00519999695745605	TUBA1B/TUBA1A/TUBB/TUBA1C	4
MD112	hsa05130	Pathogenic Escherichia coli infection	4/15	200/7846	0.00044850430897188	0.0137541321418043	0.0110158953080813	TUBA1B/TUBA1A/TUBB/TUBA1C	4
MD112	hsa04210	Apoptosis	3/15	138/7846	0.0020746588817802	0.0475983651855226	0.0381222604460707	TUBA1B/TUBA1A/TUBA1C	3
MD112	hsa04218	Cellular senescence	3/15	160/7846	0.00316210275314989	0.0475983651855226	0.0381222604460707	CDK6/HIPK1/CALM1	3
MD112	hsa04530	Tight junction	3/15	169/7846	0.00369156305083345	0.0475983651855226	0.0381222604460707	TUBA1B/TUBA1A/TUBA1C	3
MD112	hsa05152	Tuberculosis	3/15	176/7846	0.00413898827700197	0.0475983651855226	0.0381222604460707	BCL10/CEBPB/CALM1	3
MD114	hsa04141	Protein processing in endoplasmic reticulum	15/100	166/7846	2.15618196098046e-09	4.16143118469229e-07	3.20022796313942e-07	DDIT3/ATF4/HSPA2/XBP1/HSPA5/HERPUD1/HSP90AB1/HSPA1A/HSPA1B/HSP90AA1/HSPH1/DNAJB1/PPP1R15A/DNAJA1/HSPA8	15
MD114	hsa03040	Spliceosome	13/100	135/7846	1.28738383272709e-08	1.24232539858164e-06	9.55374317971153e-07	BUD31/SRSF5/SRSF3/HSPA2/SRSF7/SRSF2/HNRNPU/DDX5/TRA2B/HSPA1A/HSPA1B/EIF4A3/HSPA8	13
MD114	hsa04612	Antigen processing and presentation	8/100	68/7846	2.06655929261417e-06	0.000132948647824845	0.000102240301845122	HSPA2/HLA-E/HSPA5/HSP90AB1/HSPA1A/HSPA1B/HSP90AA1/HSPA8	8
MD114	hsa04010	MAPK signaling pathway	15/100	295/7846	4.19861000995988e-06	0.000202582932980564	0.000155790529316932	DDIT3/ATF4/HSPA2/GADD45A/DUSP5/MYC/HSPA1A/HSPA1B/NR4A1/GADD45B/JUND/HSPA8/DUSP1/JUN/FOS	15
MD114	hsa05134	Legionellosis	7/100	57/7846	6.93994709032582e-06	0.000267881957686577	0.000206006850470724	HSPA2/CYCS/NFKBIA/HSPA1A/HSPA1B/HSPD1/HSPA8	7
MD114	hsa04915	Estrogen signaling pathway	10/100	139/7846	9.81038836543349e-06	0.000315567492421444	0.000242678027987039	HBEGF/ATF4/HSPA2/HSP90AB1/HSPA1A/HSPA1B/HSP90AA1/HSPA8/JUN/FOS	10
