	nCell	nUMI	validCell	cellRatio	filter
PRAG1	27	36	2235	0.0120805369127517	TRUE
CTA-398F10.1	4	8	2235	0.00178970917225951	FALSE
CTA-398F10.2	2	2	2235	0.000894854586129754	FALSE
CTD-3023L14.3	0	0	2235	0	FALSE
CTD-3023L14.1	14	22	2235	0.00626398210290828	FALSE
CTD-3023L14.2	1	1	2235	0.000447427293064877	FALSE
RN7SL178P	1	3	2235	0.000447427293064877	FALSE
CLDN23	63	126	2235	0.0281879194630872	TRUE
RP11-211C9.1	2	3	2235	0.000894854586129754	FALSE
MFHAS1	676	1601	2235	0.302460850111857	TRUE
RNU6-682P	1	1	2235	0.000447427293064877	FALSE
RP11-62H7.3	2	2	2235	0.000894854586129754	FALSE
RPL10P19	2	2	2235	0.000894854586129754	FALSE
ERI1	362	590	2235	0.161968680089485	TRUE
MIR4660	0	0	2235	0	FALSE
RNU7-55P	3	4	2235	0.00134228187919463	FALSE
PPP1R3B	607	1661	2235	0.27158836689038	TRUE
RP11-10A14.3	5	12	2235	0.00223713646532438	FALSE
RP11-10A14.4	11	14	2235	0.00492170022371365	FALSE
RP11-10A14.9	1	2	2235	0.000447427293064877	FALSE
RP11-10A14.6	3	9	2235	0.00134228187919463	FALSE
RP11-10A14.5	4	4	2235	0.00178970917225951	FALSE
RP11-10A14.8	0	0	2235	0	FALSE
RP11-115J16.1	8	18	2235	0.00357941834451902	FALSE
RP11-10A14.7	0	0	2235	0	FALSE
RNU6-1151P	10	25	2235	0.00447427293064877	FALSE
RP11-115J16.3	0	0	2235	0	FALSE
RNU6-526P	0	0	2235	0	FALSE
RP11-115J16.2	2	4	2235	0.000894854586129754	FALSE
RP11-375N15.1	3	3	2235	0.00134228187919463	FALSE
RP11-375N15.2	7	7	2235	0.00313199105145414	FALSE
TNKS	1251	5931	2235	0.559731543624161	TRUE
RP11-1081K18.1	1	1	2235	0.000447427293064877	FALSE
MIR597	3	4	2235	0.00134228187919463	FALSE
LINC00599	6	8	2235	0.00268456375838926	FALSE
MIR124-1	0	0	2235	0	FALSE
RP11-1E4.1	27	84	2235	0.0120805369127517	TRUE
MSRA	305	649	2235	0.136465324384787	TRUE
RP11-212F11.1	9	10	2235	0.00402684563758389	FALSE
RP11-981G7.1	33	44	2235	0.0147651006711409	TRUE
LINCR-0001	2	6	2235	0.000894854586129754	FALSE
RNU6-729P	3	4	2235	0.00134228187919463	FALSE
RP11-981G7.3	0	0	2235	0	FALSE
PRSS51	1	1	2235	0.000447427293064877	FALSE
RP11-981G7.6	20	28	2235	0.00894854586129754	FALSE
PRSS55	13	20	2235	0.0058165548098434	FALSE
RP1L1	18	58	2235	0.00805369127516779	FALSE
MIR4286	0	0	2235	0	FALSE
C8orf74	3	3	2235	0.00134228187919463	FALSE
RNA5SP252	0	0	2235	0	FALSE
SOX7	74	382	2235	0.0331096196868009	TRUE
CTD-2135J3.4	0	0	2235	0	FALSE
CTD-2135J3.3	0	1	2235	0	FALSE
PINX1	97	149	2235	0.0434004474272931	TRUE
MIR1322	0	0	2235	0	FALSE
RP11-177H2.2	1	1	2235	0.000447427293064877	FALSE
RP11-177H2.1	14	44	2235	0.00626398210290828	FALSE
XKR6	75	116	2235	0.0335570469798658	TRUE
MIR598	0	0	2235	0	FALSE
AF131215.6	2	3	2235	0.000894854586129754	FALSE
AF131215.9	165	384	2235	0.0738255033557047	TRUE
AF131215.2	48	77	2235	0.0214765100671141	TRUE
AF131215.3	9	18	2235	0.00402684563758389	FALSE
AF131215.4	19	33	2235	0.00850111856823266	FALSE
AF131215.1	1	7	2235	0.000447427293064877	FALSE
AF131215.8	6	6	2235	0.00268456375838926	FALSE
LINC00529	0	0	2235	0	FALSE
RPL19P13	5	10	2235	0.00223713646532438	FALSE
CTC-493P15.2	1	1	2235	0.000447427293064877	FALSE
AF131216.7	8	14	2235	0.00357941834451902	FALSE
MTMR9	682	1604	2235	0.305145413870246	TRUE
AF131216.6	5	11	2235	0.00223713646532438	FALSE
SLC35G5	11	11	2235	0.00492170022371365	FALSE
TDH	7	8	2235	0.00313199105145414	FALSE
AF131216.5	2	3	2235	0.000894854586129754	FALSE
FAM167A-AS1	4	5	2235	0.00178970917225951	FALSE
RN7SL293P	1	2	2235	0.000447427293064877	FALSE
RNU6-1084P	0	0	2235	0	FALSE
FAM167A	58	129	2235	0.0259507829977629	TRUE
BLK	3	5	2235	0.00134228187919463	FALSE
RP11-148O21.6	3	3	2235	0.00134228187919463	FALSE
RP11-148O21.3	0	0	2235	0	FALSE
RP11-148O21.4	0	0	2235	0	FALSE
RP11-148O21.2	0	0	2235	0	FALSE
LINC00208	4	5	2235	0.00178970917225951	FALSE
GATA4	44	72	2235	0.0196868008948546	TRUE
C8orf49	35	54	2235	0.0156599552572707	TRUE
NEIL2	467	944	2235	0.208948545861298	TRUE
SUB1P1	1	1	2235	0.000447427293064877	FALSE
FDFT1	988	3059	2235	0.442058165548098	TRUE
RP11-297N6.4	29	76	2235	0.0129753914988814	TRUE
CTSB	1708	8833	2235	0.76420581655481	TRUE
RP11-589N15.2	9	19	2235	0.00402684563758389	FALSE
RP11-589N15.1	5	6	2235	0.00223713646532438	FALSE
OR7E158P	0	0	2235	0	FALSE
OR7E161P	1	1	2235	0.000447427293064877	FALSE
DEFB136	1	1	2235	0.000447427293064877	FALSE
DEFB135	0	2	2235	0	FALSE
DEFB134	0	0	2235	0	FALSE
RP11-481A20.4	0	0	2235	0	FALSE
RP11-481A20.10	0	0	2235	0	FALSE
RP11-481A20.8	0	0	2235	0	FALSE
OR7E160P	0	0	2235	0	FALSE
RP11-1236K1.11	0	0	2235	0	FALSE
RP11-1236K1.1	0	0	2235	0	FALSE
RNA5SP253	0	0	2235	0	FALSE
DEFB108P3	0	0	2235	0	FALSE
ZNF705D	2	3	2235	0.000894854586129754	FALSE
FAM66D	11	14	2235	0.00492170022371365	FALSE
RP11-1236K1.8	0	0	2235	0	FALSE
USP17L7	2	4	2235	0.000894854586129754	FALSE
USP17L2	0	0	2235	0	FALSE
DEFB109P3	2	2	2235	0.000894854586129754	FALSE
FAM90A2P	0	0	2235	0	FALSE
ALG1L11P	4	5	2235	0.00178970917225951	FALSE
FAM86B1	8	9	2235	0.00357941834451902	FALSE
AC145124.2	109	142	2235	0.0487695749440716	TRUE
ENPP7P12	0	0	2235	0	FALSE
ABC12-47043100G14.2	0	0	2235	0	FALSE
DEFB130	0	0	2235	0	FALSE
RNA5SP254	0	0	2235	0	FALSE
DEFB108P4	0	0	2235	0	FALSE
ZNF705CP	0	0	2235	0	FALSE
FAM66A	7	15	2235	0.00313199105145414	FALSE
RP11-351I21.7	0	0	2235	0	FALSE
RP11-351I21.6	1	1	2235	0.000447427293064877	FALSE
DEFB109P1	0	0	2235	0	FALSE
RP11-351I21.11	125	166	2235	0.0559284116331096	TRUE
FAM90A25P	0	0	2235	0	FALSE
ALG1L12P	2	2	2235	0.000894854586129754	FALSE
FAM86B2	2	2	2235	0.000894854586129754	FALSE
ENPP7P6	2	2	2235	0.000894854586129754	FALSE
RP11-419I17.2	28	49	2235	0.0125279642058166	TRUE
RP11-419I17.1	63	138	2235	0.0281879194630872	TRUE
RPS3AP34	113	240	2235	0.0505592841163311	TRUE
RP11-303G3.6	14	22	2235	0.00626398210290828	FALSE
RPS3AP35	34	45	2235	0.0152125279642058	TRUE
RP11-303G3.9	2	2	2235	0.000894854586129754	FALSE
RP11-303G3.10	1	1	2235	0.000447427293064877	FALSE
OR7E8P	1	1	2235	0.000447427293064877	FALSE
OR7E15P	1	1	2235	0.000447427293064877	FALSE
OR7E10P	0	0	2235	0	FALSE
MIR5692A2	0	0	2235	0	FALSE
LONRF1	482	947	2235	0.215659955257271	TRUE
MIR3926-1	7	12	2235	0.00313199105145414	FALSE
MIR3926-2	0	0	2235	0	FALSE
RP11-252C15.1	1	2	2235	0.000447427293064877	FALSE
LINC00681	0	0	2235	0	FALSE
KIAA1456	140	295	2235	0.0626398210290828	TRUE
RP11-369K16.1	5	6	2235	0.00223713646532438	FALSE
RNU6-842P	1	2	2235	0.000447427293064877	FALSE
DLC1	1548	10847	2235	0.69261744966443	TRUE
RP11-10C8.2	5	7	2235	0.00223713646532438	FALSE
MTND4P7	1	1	2235	0.000447427293064877	FALSE
RNA5SP255	0	0	2235	0	FALSE
C8orf48	41	116	2235	0.01834451901566	TRUE
RP11-145O15.2	1	1	2235	0.000447427293064877	FALSE
RP11-436P7.1	0	0	2235	0	FALSE
RP11-436P7.2	0	0	2235	0	FALSE
RP11-480O10.1	0	0	2235	0	FALSE
RP11-480O10.2	4	8	2235	0.00178970917225951	FALSE
RP11-510I21.1	2	5	2235	0.000894854586129754	FALSE
SGCZ	9	12	2235	0.00402684563758389	FALSE
RP11-3G21.1	5	8	2235	0.00223713646532438	FALSE
EIF4EP5	3	3	2235	0.00134228187919463	FALSE
RNU7-153P	0	1	2235	0	FALSE
RNU6-397P	0	0	2235	0	FALSE
RP11-776K3.1	0	0	2235	0	FALSE
MIR383	1	2	2235	0.000447427293064877	FALSE
CTD-2023J5.1	0	0	2235	0	FALSE
RP11-782K4.1	0	0	2235	0	FALSE
TUSC3	998	2677	2235	0.446532438478747	TRUE
RP11-235P11.1	0	0	2235	0	FALSE
PPM1AP1	3	3	2235	0.00134228187919463	FALSE
RP11-77B22.1	1	1	2235	0.000447427293064877	FALSE
RP11-77B22.2	0	0	2235	0	FALSE
MSR1	29	60	2235	0.0129753914988814	TRUE
RP11-447G11.1	0	0	2235	0	FALSE
MRPL49P2	0	0	2235	0	FALSE
RP11-13N12.2	0	0	2235	0	FALSE
RP11-13N12.1	1	1	2235	0.000447427293064877	FALSE
RN7SL474P	7	8	2235	0.00313199105145414	FALSE
FGF20	6	15	2235	0.00268456375838926	FALSE
MICU3	180	243	2235	0.0805369127516778	TRUE
RP11-468H14.2	9	11	2235	0.00402684563758389	FALSE
RP11-468H14.1	0	1	2235	0	FALSE
ZDHHC2	308	703	2235	0.137807606263982	TRUE
CNOT7	1541	7779	2235	0.689485458612975	TRUE
VPS37A	611	1196	2235	0.27337807606264	TRUE
MTMR7	33	66	2235	0.0147651006711409	TRUE
ADAM24P	3	5	2235	0.00134228187919463	FALSE
SLC7A2	721	2463	2235	0.322595078299776	TRUE
RP11-349F21.3	3	7	2235	0.00134228187919463	FALSE
RP11-349F21.4	1	1	2235	0.000447427293064877	FALSE
RP11-349F21.5	10	15	2235	0.00447427293064877	FALSE
RP11-349F21.2	3	5	2235	0.00134228187919463	FALSE
PDGFRL	116	206	2235	0.0519015659955257	TRUE
RP11-349F21.1	0	0	2235	0	FALSE
MTUS1	1467	8997	2235	0.656375838926174	TRUE
MIR548V	3	3	2235	0.00134228187919463	FALSE
RP11-326L2.1	1	2	2235	0.000447427293064877	FALSE
RNA5SP256	0	0	2235	0	FALSE
RP11-156K13.1	5	5	2235	0.00223713646532438	FALSE
RP11-806O11.1	3	3	2235	0.00134228187919463	FALSE
FGL1	9	13	2235	0.00402684563758389	FALSE
RP11-156K13.2	0	0	2235	0	FALSE
RP11-156K13.3	0	0	2235	0	FALSE
PCM1	2028	27764	2235	0.90738255033557	TRUE
ASAH1	946	2703	2235	0.423266219239374	TRUE
CTD-2547L16.1	21	37	2235	0.00939597315436242	FALSE
CTD-2547L16.3	24	45	2235	0.010738255033557	TRUE
NAT1	44	66	2235	0.0196868008948546	TRUE
MTND4LP26	0	0	2235	0	FALSE
NATP	1	1	2235	0.000447427293064877	FALSE
RP11-685B14.1	21	100	2235	0.00939597315436242	FALSE
RP11-685B14.3	0	1	2235	0	FALSE
NAT2	25	43	2235	0.0111856823266219	TRUE
PSD3	980	5020	2235	0.438478747203579	TRUE
RP11-161I2.1	8	12	2235	0.00357941834451902	FALSE
RPL35P6	12	40	2235	0.00536912751677852	FALSE
RP11-108A14.2	1	1	2235	0.000447427293064877	FALSE
RP11-108A14.1	16	20	2235	0.00715883668903803	FALSE
RP11-420B22.1	3	7	2235	0.00134228187919463	FALSE
RP11-420B22.2	1	1	2235	0.000447427293064877	FALSE
RP11-1080G15.1	5	5	2235	0.00223713646532438	FALSE
RP11-1080G15.2	1	2	2235	0.000447427293064877	FALSE
RP11-618M23.1	0	1	2235	0	FALSE
RP11-618M23.2	1	2	2235	0.000447427293064877	FALSE
RP11-618M23.4	0	0	2235	0	FALSE
RP11-618M23.3	0	1	2235	0	FALSE
SH2D4A	176	669	2235	0.0787472035794183	TRUE
RP11-618M23.5	4	5	2235	0.00178970917225951	FALSE
CSGALNACT1	200	485	2235	0.0894854586129754	TRUE
RP11-1105O14.1	4	5	2235	0.00178970917225951	FALSE
INTS10	953	2347	2235	0.426398210290828	TRUE
LPL	186	817	2235	0.0832214765100671	TRUE
AC100802.3	2	4	2235	0.000894854586129754	FALSE
RPL30P9	0	0	2235	0	FALSE
SLC18A1	21	39	2235	0.00939597315436242	FALSE
ATP6V1B2	915	2148	2235	0.409395973154362	TRUE
RNU6-892P	8	11	2235	0.00357941834451902	FALSE
LZTS1	18	24	2235	0.00805369127516779	FALSE
LZTS1-AS1	1	6	2235	0.000447427293064877	FALSE
RNA5SP257	0	0	2235	0	FALSE
RP11-563N12.2	1	1	2235	0.000447427293064877	FALSE
RP11-404E12.1	0	0	2235	0	FALSE
RP11-108E14.1	1	7	2235	0.000447427293064877	FALSE
TMEM97P2	1	1	2235	0.000447427293064877	FALSE
RP11-369E15.1	0	0	2235	0	FALSE
RP11-369E15.3	0	0	2235	0	FALSE
RP11-369E15.4	0	2	2235	0	FALSE
RP11-369E15.2	1	2	2235	0.000447427293064877	FALSE
LINC02153	0	1	2235	0	FALSE
RP11-421P23.2	0	0	2235	0	FALSE
RP11-279N21.1	0	0	2235	0	FALSE
RP11-24P4.1	0	0	2235	0	FALSE
GFRA2	565	2155	2235	0.252796420581655	TRUE
OR6R2P	5	5	2235	0.00223713646532438	FALSE
DOK2	54	124	2235	0.0241610738255034	TRUE
XPO7	1107	3762	2235	0.495302013422819	TRUE
NPM2	36	57	2235	0.0161073825503356	TRUE
FGF17	2	2	2235	0.000894854586129754	FALSE
DMTN	35	93	2235	0.0156599552572707	TRUE
FAM160B2	227	314	2235	0.101565995525727	TRUE
NUDT18	93	274	2235	0.0416107382550336	TRUE
HR	6	8	2235	0.00268456375838926	FALSE
REEP4	16	26	2235	0.00715883668903803	FALSE
LGI3	1	1	2235	0.000447427293064877	FALSE
SFTPC	3	5	2235	0.00134228187919463	FALSE
BMP1	282	429	2235	0.126174496644295	TRUE
CTD-2530N21.5	7	9	2235	0.00313199105145414	FALSE
PHYHIP	12	13	2235	0.00536912751677852	FALSE
MIR320A	0	0	2235	0	FALSE
POLR3D	729	1809	2235	0.326174496644295	TRUE
CTD-2530N21.4	0	0	2235	0	FALSE
PIWIL2	275	1026	2235	0.123042505592841	TRUE
SLC39A14	599	2770	2235	0.268008948545861	TRUE
CTD-2036J7.1	3	3	2235	0.00134228187919463	FALSE
RNU6-336P	3	5	2235	0.00134228187919463	FALSE
PPP3CC	489	944	2235	0.218791946308725	TRUE
RP11-382J24.2	8	8	2235	0.00357941834451902	FALSE
RP11-582J16.4	26	56	2235	0.0116331096196868	TRUE
SORBS3	27	40	2235	0.0120805369127517	TRUE
RP11-582J16.3	1	1	2235	0.000447427293064877	FALSE
PDLIM2	232	352	2235	0.103803131991051	TRUE
AC037459.4	0	0	2235	0	FALSE
C8orf58	133	239	2235	0.0595078299776286	TRUE
CCAR2	214	319	2235	0.0957494407158837	TRUE
RP11-582J16.5	64	130	2235	0.0286353467561521	TRUE
BIN3	214	414	2235	0.0957494407158837	TRUE
CTD-3247F14.2	89	213	2235	0.0398210290827741	TRUE
EGR3	928	7013	2235	0.415212527964206	TRUE
RP11-459E5.1	1	3	2235	0.000447427293064877	FALSE
PEBP4	3	3	2235	0.00134228187919463	FALSE
RP11-87E22.2	4	5	2235	0.00178970917225951	FALSE
RP11-87E22.1	3	4	2235	0.00134228187919463	FALSE
RN7SL303P	5	6	2235	0.00223713646532438	FALSE
RP11-875O11.1	24	35	2235	0.010738255033557	TRUE
RHOBTB2	227	387	2235	0.101565995525727	TRUE
TNFRSF10B	412	950	2235	0.184340044742729	TRUE
RP11-875O11.2	0	1	2235	0	FALSE
RP11-875O11.3	4	5	2235	0.00178970917225951	FALSE
TNFRSF10C	4	4	2235	0.00178970917225951	FALSE
TNFRSF10D	668	3680	2235	0.298881431767338	TRUE
RP11-1149O23.2	1	1	2235	0.000447427293064877	FALSE
TNFRSF10A	92	281	2235	0.0411633109619687	TRUE
RPL23AP55	1	1	2235	0.000447427293064877	FALSE
RP11-1149O23.3	2	3	2235	0.000894854586129754	FALSE
RP11-1149O23.4	11	15	2235	0.00492170022371365	FALSE
CHMP7	217	364	2235	0.0970917225950783	TRUE
R3HCC1	204	537	2235	0.0912751677852349	TRUE
LOXL2	751	1755	2235	0.336017897091723	TRUE
RP11-177H13.2	14	22	2235	0.00626398210290828	FALSE
ENTPD4	799	1894	2235	0.357494407158837	TRUE
CTC-756D1.2	2	2	2235	0.000894854586129754	FALSE
CTC-756D1.1	1	1	2235	0.000447427293064877	FALSE
CTC-756D1.3	4	21	2235	0.00178970917225951	FALSE
SLC25A37	1018	8299	2235	0.455480984340045	TRUE
RNU4-71P	0	0	2235	0	FALSE
FAM60DP	3	5	2235	0.00134228187919463	FALSE
NKX3-1	152	334	2235	0.0680089485458613	TRUE
NKX2-6	0	0	2235	0	FALSE
RP11-175E9.1	0	0	2235	0	FALSE
RP11-213G6.2	0	0	2235	0	FALSE
RP11-175E9.2	0	0	2235	0	FALSE
STC1	153	547	2235	0.0684563758389262	TRUE
RNU1-148P	1	1	2235	0.000447427293064877	FALSE
RP11-203E8.1	33	50	2235	0.0147651006711409	TRUE
ADAM28	528	2450	2235	0.236241610738255	TRUE
RP11-624C23.1	32	72	2235	0.0143176733780761	TRUE
ADAMDEC1	1288	43399	2235	0.576286353467562	TRUE
ADAM7	32	50	2235	0.0143176733780761	TRUE
RP11-561E1.1	1	1	2235	0.000447427293064877	FALSE
GS1-72M22.1	33	61	2235	0.0147651006711409	TRUE
NEFM	1094	26904	2235	0.489485458612975	TRUE
NEFL	9	28	2235	0.00402684563758389	FALSE
MIR6841	0	0	2235	0	FALSE
CTD-2168K21.2	1	3	2235	0.000447427293064877	FALSE
CTD-2168K21.1	7	14	2235	0.00313199105145414	FALSE
RP11-429O2.1	0	0	2235	0	FALSE
DOCK5	565	2369	2235	0.252796420581655	TRUE
MIR6876	0	0	2235	0	FALSE
GNRH1	65	85	2235	0.029082774049217	TRUE
RP11-395I14.2	6	7	2235	0.00268456375838926	FALSE
KCTD9	799	2019	2235	0.357494407158837	TRUE
CDCA2	83	361	2235	0.0371364653243848	TRUE
RP11-219J21.1	2	8	2235	0.000894854586129754	FALSE
RP11-219J21.2	0	1	2235	0	FALSE
RP11-299D14.2	1	1	2235	0.000447427293064877	FALSE
EBF2	148	475	2235	0.0662192393736018	TRUE
RNA5SP258	2	3	2235	0.000894854586129754	FALSE
RP11-98P2.1	2	2	2235	0.000894854586129754	FALSE
PPP2R2A	1260	3526	2235	0.563758389261745	TRUE
SDAD1P1	268	1397	2235	0.119910514541387	TRUE
BNIP3L	1765	12915	2235	0.789709172259508	TRUE
RP11-14I17.2	14	22	2235	0.00626398210290828	FALSE
RP11-14I17.1	1	1	2235	0.000447427293064877	FALSE
RP11-14I17.3	2	2	2235	0.000894854586129754	FALSE
PNMA2	68	145	2235	0.0304250559284116	TRUE
DPYSL2	1498	5612	2235	0.670246085011186	TRUE
RP11-1G11.2	2	2	2235	0.000894854586129754	FALSE
ADRA1A	24	40	2235	0.010738255033557	TRUE
RP11-384C12.1	0	0	2235	0	FALSE
COX6B1P4	0	0	2235	0	FALSE
RP11-613H2.3	0	0	2235	0	FALSE
RP11-613H2.1	3	5	2235	0.00134228187919463	FALSE
MIR548H4	0	0	2235	0	FALSE
RP11-613H2.2	4	5	2235	0.00178970917225951	FALSE
RP11-521M14.2	0	1	2235	0	FALSE
RP11-521M14.1	0	0	2235	0	FALSE
STMN4	16	101	2235	0.00715883668903803	FALSE
TRIM35	252	476	2235	0.112751677852349	TRUE
PTK2B	298	702	2235	0.133333333333333	TRUE
MIR6842	0	0	2235	0	FALSE
CHRNA2	0	1	2235	0	FALSE
EPHX2	1192	7446	2235	0.533333333333333	TRUE
GULOP	2	9	2235	0.000894854586129754	FALSE
CLU	425	4247	2235	0.190156599552573	TRUE
MIR6843	0	0	2235	0	FALSE
SCARA3	158	243	2235	0.0706935123042506	TRUE
RNU6-1086P	10	10	2235	0.00447427293064877	FALSE
RP11-16P20.2	0	0	2235	0	FALSE
RP11-16P20.4	2	2	2235	0.000894854586129754	FALSE
MIR3622B	1	1	2235	0.000447427293064877	FALSE
MIR3622A	0	0	2235	0	FALSE
CCDC25	670	1650	2235	0.299776286353468	TRUE
RP11-16P20.3	11	15	2235	0.00492170022371365	FALSE
ESCO2	91	331	2235	0.0407158836689038	TRUE
RNU6-1276P	1	2	2235	0.000447427293064877	FALSE
PBK	66	473	2235	0.0295302013422819	TRUE
RP11-1149M3.2	0	0	2235	0	FALSE
SCARA5	398	4606	2235	0.178076062639821	TRUE
MIR4287	0	0	2235	0	FALSE
RP11-597M17.3	0	0	2235	0	FALSE
RP11-597M17.2	1	3	2235	0.000447427293064877	FALSE
RP11-597M17.1	0	0	2235	0	FALSE
NUGGC	23	52	2235	0.0102908277404922	TRUE
ELP3	763	2291	2235	0.341387024608501	TRUE
RP11-380I10.2	0	0	2235	0	FALSE
RP11-380I10.3	0	0	2235	0	FALSE
RP11-380I10.4	0	0	2235	0	FALSE
RPL5P22	21	23	2235	0.00939597315436242	FALSE
PNOC	2	3	2235	0.000894854586129754	FALSE
ZNF395	1142	2588	2235	0.510961968680089	TRUE
FBXO16	9	26	2235	0.00402684563758389	FALSE
RP11-181B11.1	1	2	2235	0.000447427293064877	FALSE
RNU6-178P	2	4	2235	0.000894854586129754	FALSE
RP11-181B11.2	0	0	2235	0	FALSE
FZD3	348	874	2235	0.155704697986577	TRUE
MIR4288	2	3	2235	0.000894854586129754	FALSE
RNA5SP259	1	1	2235	0.000447427293064877	FALSE
EXTL3	163	357	2235	0.0729306487695749	TRUE
EXTL3-AS1	28	47	2235	0.0125279642058166	TRUE
INTS9	329	652	2235	0.147203579418345	TRUE
RP11-662B19.2	0	0	2235	0	FALSE
RP11-662B19.1	2	2	2235	0.000894854586129754	FALSE
HMBOX1	1371	7496	2235	0.613422818791946	TRUE
HMBOX1-IT1	7	13	2235	0.00313199105145414	FALSE
RNA5SP260	1	2	2235	0.000447427293064877	FALSE
CTD-2647L4.4	30	44	2235	0.0134228187919463	TRUE
CTD-2647L4.5	4	7	2235	0.00178970917225951	FALSE
KIF13B	844	5123	2235	0.377628635346756	TRUE
CTD-2647L4.1	5	14	2235	0.00223713646532438	FALSE
HMGB1P23	1	1	2235	0.000447427293064877	FALSE
DUSP4	490	3220	2235	0.21923937360179	TRUE
RP4-676L2.1	0	0	2235	0	FALSE
RP11-486M23.1	0	0	2235	0	FALSE
RP11-486M23.2	0	0	2235	0	FALSE
RP11-486M23.3	3	4	2235	0.00134228187919463	FALSE
RPL17P33	3	5	2235	0.00134228187919463	FALSE
LINC00589	0	0	2235	0	FALSE
LINC02099	3	4	2235	0.00134228187919463	FALSE
RP11-94H18.1	1	1	2235	0.000447427293064877	FALSE
RP11-94H18.2	1	2	2235	0.000447427293064877	FALSE
RP11-489E7.1	1	15	2235	0.000447427293064877	FALSE
LINC02209	5	10	2235	0.00223713646532438	FALSE
MIR3148	0	0	2235	0	FALSE
MAP2K1P1	4	6	2235	0.00178970917225951	FALSE
RNU6-1218P	0	0	2235	0	FALSE
SARAF	2087	19691	2235	0.933780760626398	TRUE
RP11-489E7.4	14	18	2235	0.00626398210290828	FALSE
LEPROTL1	841	2483	2235	0.376286353467562	TRUE
RPS15AP24	5	9	2235	0.00223713646532438	FALSE
MBOAT4	7	16	2235	0.00313199105145414	FALSE
RP11-51J9.5	112	202	2235	0.0501118568232662	TRUE
DCTN6	785	1502	2235	0.351230425055928	TRUE
RP11-51J9.4	0	1	2235	0	FALSE
RP11-51J9.6	44	69	2235	0.0196868008948546	TRUE
HSPA8P11	47	130	2235	0.0210290827740492	TRUE
CTD-2345M20.2	0	0	2235	0	FALSE
CTD-3107M8.1	2	3	2235	0.000894854586129754	FALSE
CTD-3107M8.2	0	0	2235	0	FALSE
TUBBP1	83	106	2235	0.0371364653243848	TRUE
RBPMS-AS1	18	30	2235	0.00805369127516779	FALSE
RBPMS	1001	2895	2235	0.447874720357942	TRUE
CTD-2373N4.3	28	51	2235	0.0125279642058166	TRUE
GTF2E2	1003	3418	2235	0.448769574944072	TRUE
CTD-2373N4.5	2	2	2235	0.000894854586129754	FALSE
SMIM18	21	32	2235	0.00939597315436242	FALSE
RNU5A-3P	2	5	2235	0.000894854586129754	FALSE
GSR	634	1208	2235	0.283668903803132	TRUE
UBXN8	285	530	2235	0.12751677852349	TRUE
RP11-465K4.4	0	0	2235	0	FALSE
PPP2CB	1222	2771	2235	0.54675615212528	TRUE
TEX15	165	759	2235	0.0738255033557047	TRUE
RP5-1009N12.1	23	33	2235	0.0102908277404922	TRUE
RP11-293D9.2	1	1	2235	0.000447427293064877	FALSE
PURG	238	483	2235	0.106487695749441	TRUE
WRN	558	1444	2235	0.249664429530201	TRUE
SUMO2P16	0	1	2235	0	FALSE
RP11-363L24.3	1	5	2235	0.000447427293064877	FALSE
KCTD9P6	4	4	2235	0.00178970917225951	FALSE
RP11-566H8.3	1	1	2235	0.000447427293064877	FALSE
RP11-566H8.2	0	2	2235	0	FALSE
RP11-566H8.1	0	0	2235	0	FALSE
RNA5SP261	0	0	2235	0	FALSE
NRG1	146	655	2235	0.065324384787472	TRUE
NRG1-IT1	3	3	2235	0.00134228187919463	FALSE
RNA5SP262	0	0	2235	0	FALSE
RNA5SP263	0	0	2235	0	FALSE
NRG1-IT3	0	0	2235	0	FALSE
RNU6-663P	0	0	2235	0	FALSE
RP11-11N9.4	61	87	2235	0.0272930648769575	TRUE
MTND1P6	2	9	2235	0.000894854586129754	FALSE
MTND2P32	13	28	2235	0.0058165548098434	FALSE
RANP9	0	0	2235	0	FALSE
RP11-451O18.1	0	0	2235	0	FALSE
RNU6-528P	1	1	2235	0.000447427293064877	FALSE
RP11-722E23.2	72	108	2235	0.0322147651006711	TRUE
FUT10	255	458	2235	0.114093959731544	TRUE
RP11-359B20.1	0	0	2235	0	FALSE
TTI2	541	2819	2235	0.242058165548098	TRUE
MAK16	373	869	2235	0.166890380313199	TRUE
SNORD13	25	28	2235	0.0111856823266219	TRUE
RP11-359B20.5	0	0	2235	0	FALSE
RPL10P18	3	3	2235	0.00134228187919463	FALSE
RNF122	241	329	2235	0.107829977628635	TRUE
RN7SL621P	1	1	2235	0.000447427293064877	FALSE
DUSP26	36	122	2235	0.0161073825503356	TRUE
RP11-317N12.1	2	7	2235	0.000894854586129754	FALSE
BUD31P1	2	2	2235	0.000894854586129754	FALSE
RN7SL457P	2	3	2235	0.000894854586129754	FALSE
VENTXP5	0	0	2235	0	FALSE
RP1-273G13.1	5	5	2235	0.00223713646532438	FALSE
RP1-273G13.2	12	14	2235	0.00536912751677852	FALSE
RP1-273G13.3	0	0	2235	0	FALSE
RP11-431M3.1	2	3	2235	0.000894854586129754	FALSE
RP1-84O15.2	1	3	2235	0.000447427293064877	FALSE
RP11-431M3.2	2	8	2235	0.000894854586129754	FALSE
RPL10AP3	1	1	2235	0.000447427293064877	FALSE
LINC01288	5	13	2235	0.00223713646532438	FALSE
RP11-734J24.1	274	322	2235	0.122595078299776	TRUE
UNC5D	330	1209	2235	0.147651006711409	TRUE
